2015-08-14 19:22:51,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
300405,0.0,47.01,46.81,47.8,46.5,47.01,1.68,-1.08,869200.0,5.11294
600990,-0.013,79.17,79.57,81.0,77.15,79.18,2.3,-2.56,4276497.0,3.12833
002724,-0.037,26.93,27.04,27.7,26.66,26.94,2.82,-1.04,3552207.0,7.10441
600299,-0.054,18.48,18.63,18.99,18.2,18.49,2.7,-1.57,7537174.0,1.44195
002124,-0.116,25.77,25.82,26.2,24.85,25.8,1.55,-3.68,5412634.0,3.66569
000989,-0.24,33.24,33.43,34.39,32.9,33.32,3.21,-1.26,7878989.0,2.64746
600506,-0.261,19.14,19.25,19.51,18.81,19.19,1.67,-1.98,7158805.0,4.84663
002323,-0.265,37.6,37.76,38.3,37.25,37.7,1.59,-1.19,1177839.0,1.41056
002129,-0.38,21.0,21.18,22.18,20.36,21.08,5.22,-3.42,91838765.0,5.76392
000506,-0.441,13.54,13.66,14.17,13.4,13.6,4.19,-1.47,22573219.0,2.43164
600157,-0.458,6.52,6.55,6.66,6.5,6.55,1.68,-0.76,116775014.0,2.54099
603456,-0.466,55.53,55.79,56.5,55.1,55.79,1.27,-1.24,1611850.0,3.1021
600377,-0.476,8.36,8.4,8.6,8.31,8.4,2.38,-1.07,19420938.0,0.5113500000000001
000901,-0.48,58.02,58.4,58.95,57.23,58.3,1.11,-1.84,11430598.0,3.53206
002062,-0.507,11.77,11.84,11.97,11.67,11.83,1.18,-1.35,23815128.0,3.5607800000000003
603309,-0.631,74.07,74.11,74.95,72.6,74.54,0.55,-2.6,1477950.0,5.9118
000957,-0.655,22.75,22.81,23.58,22.51,22.9,2.97,-1.7,9392131.0,3.93821
300176,-0.775,25.6,25.8,26.66,25.3,25.8,3.33,-1.94,3725723.0,3.4729
002163,-0.81,14.69,14.8,15.19,14.54,14.81,2.57,-1.82,47645849.0,6.97529
601898,-0.857,10.41,10.54,10.72,10.12,10.5,2.1,-3.62,154690216.0,1.6902300000000001
000560,-0.878,25.96,26.19,27.44,25.9,26.19,4.77,-1.11,5401010.0,3.26496
002085,-0.879,56.4,57.0,57.5,54.37,56.9,1.05,-4.45,3453061.0,0.9177700000000001
603199,-0.917,63.73,64.06,65.0,61.0,64.32,1.06,-5.16,3639611.0,13.14888
000687,-1.02,20.38,20.62,21.23,20.18,20.59,3.11,-1.99,40417084.0,7.60197
000928,-1.161,22.13,22.3,22.79,21.88,22.39,1.79,-2.28,13379993.0,4.7296
600135,-1.238,21.54,21.65,21.98,21.16,21.81,0.78,-2.98,21165684.0,6.1888
601021,-1.301,121.4,121.4,124.0,118.0,123.0,0.81,-4.07,2448742.0,2.44874
601989,-1.319,16.46,16.65,16.97,16.02,16.68,1.74,-3.96,713375335.0,3.9725
300451,-1.41,172.05,171.09,177.28,168.3,174.51,1.59,-3.56,767497.0,4.51469
000767,-1.527,7.74,7.8,8.05,7.65,7.86,2.42,-2.67,120408690.0,7.65123
600361,-1.55,10.16,10.29,10.73,10.08,10.32,3.97,-2.33,36945906.0,5.54903
300457,-1.642,80.85,82.2,86.97,80.33,82.2,5.8,-2.27,2137470.0,10.96138
002220,-1.871,13.64,13.8,14.27,13.56,13.9,2.66,-2.45,18284190.0,4.6945
000836,-1.881,22.43,22.91,24.88,22.43,22.86,8.84,-1.88,16047947.0,5.48667
600343,-1.885,33.84,34.33,35.29,33.01,34.49,2.32,-4.29,49531744.0,8.60873
002269,-1.958,12.02,12.12,13.37,12.01,12.26,9.05,-2.04,207370309.0,8.25354
600178,-2.242,13.08,13.29,13.79,12.87,13.38,3.06,-3.81,36729796.0,7.9488
600831,-2.362,17.36,17.5,17.9,17.11,17.78,0.67,-3.77,27753422.0,4.92572
002669,-3.072,28.4,28.66,29.83,27.6,29.3,1.81,-5.8,23553598.0,18.04726
601069,-4.769,20.57,20.72,22.36,20.18,21.6,3.52,-6.57,46685072.0,37.05164
