2015-08-05 21:06:36,changepercent,trade,open,high,low,settlement,volume,turnoverratio
000971,-2.219,26.0,25.9,28.75,25.5,26.59,17915154,7.37893
600864,-2.266,14.23,14.4,14.95,14.0,14.56,9993741,1.82909
002746,-2.266,34.5,34.41,36.6,33.38,35.3,9354769,23.47495
603600,-2.277,129.21,130.0,140.28,129.0,132.22,3842890,15.37156
002198,-2.306,9.32,9.4,9.74,9.22,9.54,16861518,4.50499
002742,-2.319,35.8,35.69,37.29,35.23,36.65,5849063,16.2474
000755,-2.324,10.93,10.9,11.55,10.6,11.19,43761882,9.3258
002482,-2.42,26.21,26.2,27.3,26.0,26.86,4941333,1.02992
000010,-2.436,8.01,8.06,8.3,7.89,8.21,24486438,6.83678
600628,-2.475,13.4,13.55,13.96,13.3,13.74,15915262,2.9927200000000003
000757,-2.503,9.35,9.43,9.74,9.14,9.59,23723976,7.58433
300485,-2.571,106.88,108.0,111.99,105.19,109.7,5379197,17.93066
600062,-2.584,26.39,26.5,27.25,26.2,27.09,10055564,1.7589000000000001
300118,-2.602,13.1,13.3,13.73,12.9,13.45,20233576,5.12036
000780,-2.811,6.57,6.63,6.82,6.51,6.76,16292427,1.60626
300073,-3.106,23.71,23.9,25.18,23.31,24.47,8029908,5.0505
002732,-3.167,31.8,32.0,33.93,31.04,32.84,6364920,16.17515
600819,-3.19,6.98,7.01,7.27,6.93,7.21,19340062,2.87596
002596,-3.229,17.08,17.35,17.8,16.59,17.65,3907784,2.4656000000000002
002616,-3.251,25.89,26.21,27.75,25.55,26.76,4701284,2.79498
300086,-3.321,23.87,24.0,25.14,23.36,24.69,14643770,5.11108
600141,-3.497,14.9,15.02,15.75,14.85,15.44,12095063,2.76629
002674,-3.565,15.96,16.03,16.88,15.91,16.55,6063406,2.52041
002371,-3.59,29.0,29.21,30.58,28.91,30.08,3943015,1.1685
002124,-3.785,21.35,21.6,22.3,21.06,22.19,10370272,7.02324
300151,-3.938,15.37,15.6,16.49,15.3,16.0,24767823,9.30983
300166,-4.042,27.3,27.5,28.42,27.0,28.45,17612906,5.14172
300459,-4.059,49.87,49.88,51.9,49.4,51.98,4017193,15.15922
600149,-4.161,14.74,14.96,15.65,14.6,15.38,30282978,7.96585
300281,-4.176,17.9,18.21,18.99,17.64,18.68,5490528,5.17257
600816,-4.229,44.84,45.0,46.82,44.6,46.82,11422436,2.51535
002724,-4.44,27.55,27.82,28.84,27.0,28.83,8505055,17.01011
300091,-5.622,30.55,30.51,31.65,29.94,32.37,4329512,2.9948
600735,-9.984,16.95,17.0,18.0,16.95,18.83,31744946,10.1261
002170,-10.006,15.2,15.3,16.0,15.2,16.89,134402279,21.24116
