2015-09-22 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600080,0.0,8.24,8.25,8.4,8.12,8.24,1.94,-1.46,8310632.0,2.72216
000931,0.0,8.51,8.48,8.65,8.35,8.51,1.65,-1.88,34865850.0,6.88349
600211,-0.055,36.15,36.34,37.3,36.01,36.17,3.12,-0.44,1529797.0,1.3406500000000001
600172,-0.063,15.75,15.89,16.08,15.4,15.76,2.03,-2.28,17480786.0,3.51954
300365,-0.081,24.78,24.6,25.08,23.71,24.8,1.13,-4.4,2003873.0,3.4816700000000003
002635,-0.108,18.48,18.49,19.09,18.32,18.5,3.19,-0.97,6322063.0,3.43915
000757,-0.121,8.23,8.24,8.38,8.17,8.24,1.7,-0.85,9669185.0,3.09115
002281,-0.145,34.4,34.45,35.18,33.82,34.45,2.12,-1.83,2444500.0,1.50126
002065,-0.158,18.9,18.9,19.28,18.41,18.93,1.85,-2.75,22542956.0,1.67179
300017,-0.164,48.84,48.77,49.98,47.45,48.92,2.17,-3.0,11076044.0,2.23293
300203,-0.169,23.57,23.68,24.13,23.18,23.61,2.2,-1.82,4254656.0,0.9561000000000001
002672,-0.177,16.88,16.91,17.33,16.61,16.91,2.48,-1.77,5459459.0,1.27204
002200,-0.224,13.37,13.49,13.66,13.16,13.4,1.94,-1.79,4959759.0,4.5996500000000005
000528,-0.251,7.95,7.95,8.08,7.87,7.97,1.38,-1.25,18216704.0,1.61914
600987,-0.29,10.31,10.3,10.63,10.13,10.34,2.8,-2.03,6158281.0,0.96933
000926,-0.299,10.02,10.0,10.1,9.91,10.05,0.5,-1.39,11784915.0,2.22267
600637,-0.309,32.3,32.3,32.94,32.02,32.4,1.67,-1.17,16013816.0,1.01329
000963,-0.31,70.86,71.08,71.55,70.62,71.08,0.66,-0.65,1608421.0,0.37055000000000005
600979,-0.313,6.37,6.37,6.5,6.32,6.39,1.72,-1.1,17019914.0,2.37082
600589,-0.319,6.24,6.25,6.4,6.12,6.26,2.24,-2.24,17104845.0,2.84261
600100,-0.322,15.49,15.56,15.84,15.03,15.54,1.93,-3.28,105379907.0,5.09032
600017,-0.358,5.56,5.56,5.64,5.48,5.58,1.08,-1.79,45063137.0,1.46516
002010,-0.369,16.19,16.1,16.5,15.69,16.25,1.54,-3.45,11218031.0,2.71733
600486,-0.377,29.08,29.05,29.67,28.6,29.19,1.64,-2.02,5352959.0,1.7273200000000002
300448,-0.394,60.65,61.21,62.3,58.6,60.89,2.32,-3.76,2274312.0,11.37156
600959,-0.404,17.26,17.34,17.57,16.88,17.33,1.38,-2.6,39231498.0,6.57144
300485,-0.44,79.25,79.5,80.88,78.0,79.6,1.61,-2.01,2842383.0,9.47461
002332,-0.454,10.97,11.1,11.3,10.76,11.02,2.54,-2.36,13048537.0,2.7905100000000003
002727,-0.47,46.6,46.85,47.45,46.06,46.82,1.35,-1.62,3135584.0,3.3724600000000002
300145,-0.49,34.53,34.77,35.35,33.0,34.7,1.87,-4.9,2571682.0,1.43954
002036,-0.498,13.98,14.05,14.4,13.81,14.05,2.49,-1.71,10501169.0,4.10405
603338,-0.506,33.46,33.65,34.65,32.62,33.63,3.03,-3.0,4231059.0,10.41491
603567,-0.515,38.6,38.92,39.8,38.0,38.8,2.58,-2.06,5179750.0,8.02067
600288,-0.517,15.38,15.3,15.85,14.8,15.46,2.52,-4.27,35760013.0,8.18682
002758,-0.535,50.2,50.75,51.7,49.28,50.47,2.44,-2.36,855565.0,6.11118
002454,-0.536,13.0,13.14,13.5,12.81,13.07,3.29,-1.99,6102040.0,2.41005
002120,-0.541,14.7,14.78,15.27,14.5,14.78,3.32,-1.89,4238142.0,4.33672
601098,-0.572,20.85,20.95,21.35,20.6,20.97,1.81,-1.76,3171320.0,0.17658000000000001
603008,-0.597,13.32,13.4,13.88,13.1,13.4,3.58,-2.24,8212540.0,4.14206
600647,-0.605,19.72,19.85,20.3,19.3,19.84,2.32,-2.72,4289592.0,3.08285
600138,-0.616,20.97,21.12,21.3,20.39,21.1,0.95,-3.36,25911435.0,3.68732
002737,-0.62,40.05,40.28,40.6,39.58,40.3,0.74,-1.79,2680261.0,3.67162
000061,-0.626,15.88,15.78,16.58,15.64,15.98,3.75,-2.13,47747719.0,2.96997
002125,-0.659,13.57,13.6,13.87,13.31,13.66,1.54,-2.56,3964920.0,2.84978
603000,-0.676,17.62,17.59,17.92,17.26,17.74,1.01,-2.71,18385045.0,1.66277
601880,-0.75,5.29,5.27,5.39,5.2,5.33,1.13,-2.44,56580492.0,1.6822400000000002
600877,-0.759,7.85,7.91,7.95,7.58,7.91,0.51,-4.17,61511002.0,8.94989
002625,-0.804,33.3,33.87,34.65,32.36,33.57,3.22,-3.6,13935754.0,7.41275
002192,-0.844,23.5,23.65,24.5,23.32,23.7,3.38,-1.6,1891716.0,1.6532900000000001
300146,-0.847,29.27,29.49,30.19,29.18,29.52,2.27,-1.15,5314585.0,1.5865
600456,-0.89,14.47,14.56,14.7,14.09,14.6,0.68,-3.49,6430039.0,1.49443
002735,-0.893,32.2,32.49,32.82,31.05,32.49,1.02,-4.43,3254289.0,16.27145
002563,-0.907,21.86,22.0,22.4,21.61,22.06,1.54,-2.04,2432831.0,0.26535000000000003
600114,-0.936,12.7,12.81,12.97,12.5,12.82,1.17,-2.5,9859586.0,4.11704
601599,-0.946,11.52,11.63,11.88,11.29,11.63,2.15,-2.92,10531240.0,3.31171
002045,-0.975,7.11,7.06,7.45,7.05,7.18,3.76,-1.81,10211681.0,2.45923
300240,-0.984,12.08,12.22,12.38,11.72,12.2,1.48,-3.93,7649223.0,3.13909
002440,-0.989,16.01,16.0,16.3,15.85,16.17,0.8,-1.98,13413465.0,2.33367
002491,-1.014,9.76,9.86,10.1,9.58,9.86,2.43,-2.84,34907105.0,3.23429
002113,-1.019,18.45,18.5,19.3,18.33,18.64,3.54,-1.66,11054892.0,9.33712
300308,-1.019,11.66,11.71,11.98,11.52,11.78,1.7,-2.21,4202783.0,1.95993
002049,-1.039,30.49,30.76,31.14,29.9,30.81,1.07,-2.95,6894209.0,1.43326
000636,-1.056,8.43,8.41,8.75,8.3,8.52,2.7,-2.58,18766918.0,2.79712
603808,-1.084,35.59,35.99,36.54,34.73,35.98,1.56,-3.47,1992439.0,4.9811
600661,-1.089,22.71,23.0,24.12,22.61,22.96,5.05,-1.52,6414070.0,3.69311
300369,-1.093,34.4,34.11,35.65,33.02,34.78,2.5,-5.06,12338340.0,12.03305
002483,-1.125,10.55,10.59,10.94,10.36,10.67,2.53,-2.91,8645080.0,2.4014100000000003
