2015-08-28 22:00:33,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,600022,10.109,4.03,3.68,4.03,3.56,3.66,242376774,3.76578
1,600231,10.101,5.45,5.05,5.45,4.92,4.95,54019848,6.71887
2,600169,10.093,5.89,5.48,5.89,5.39,5.35,138370481,5.7084600000000005
3,600173,10.093,5.89,5.42,5.89,5.41,5.35,29407484,4.05588
4,600725,10.093,5.89,5.5,5.89,5.37,5.35,17849785,2.89659
5,601188,10.09,4.91,4.67,4.91,4.51,4.46,32436402,2.67362
6,601518,10.09,4.91,4.56,4.91,4.49,4.46,37332003,3.07715
7,600303,10.085,6.44,5.97,6.44,5.87,5.85,33752787,5.8751
8,000514,10.078,7.1,6.7,7.1,6.55,6.45,22891971,2.71306
9,002164,10.078,7.1,6.6,7.1,6.47,6.45,30981879,7.64749
10,600425,10.076,5.79,5.31,5.79,5.25,5.26,58570394,4.24796
11,600339,10.074,7.43,6.55,7.43,6.48,6.75,83836352,14.50068
12,600751,10.07,7.87,7.26,7.87,7.15,7.15,24136333,6.21846
13,600215,10.068,8.09,7.55,8.09,7.37,7.35,12707743,2.73265
14,002524,10.066,6.67,6.12,6.67,6.12,6.06,30292391,6.1751
15,000428,10.063,7.0,6.48,7.0,6.42,6.36,32383199,4.50542
16,000877,10.061,9.08,8.48,9.08,8.41,8.25,50740384,5.76589
17,000953,10.061,8.97,8.39,8.97,8.23,8.15,15953118,5.4254
18,002105,10.061,7.22,6.6,7.22,6.6,6.56,14776806,4.00999
19,600409,10.057,7.66,7.05,7.66,6.92,6.96,46764907,2.52731
20,600698,10.057,7.77,7.3,7.77,7.1,7.06,30925989,7.18883
21,600839,10.057,7.66,7.07,7.66,6.74,6.96,450559056,9.77352
22,002062,10.057,7.66,7.1,7.66,7.02,6.96,29278533,4.36742
23,002314,10.057,9.63,8.95,9.63,8.81,8.75,31854111,5.49359
24,600133,10.055,10.07,9.2,10.07,8.9,9.15,68315209,12.6992
25,000043,10.055,10.07,9.4,10.07,9.21,9.15,32897850,4.9325
26,600287,10.054,10.18,9.49,10.18,9.35,9.25,31907655,7.30493
27,601218,10.054,6.13,5.72,6.13,5.6,5.57,42210087,4.25608
28,000045,10.053,10.4,9.6,10.4,9.6,9.45,20842793,5.13921
29,002204,10.053,8.32,7.7,8.32,7.65,7.56,18550282,1.92095
30,002243,10.053,10.4,9.56,10.4,9.5,9.45,16171169,5.21804
31,600353,10.052,8.43,7.84,8.43,7.56,7.66,26168905,4.81294
32,000029,10.052,10.51,9.59,10.51,9.59,9.55,22692715,2.545
33,002136,10.052,10.62,9.83,10.62,9.83,9.65,8861677,4.15461
34,300084,10.05,8.76,8.76,8.76,8.76,7.96,1851716,0.83028
35,000909,10.049,11.28,10.45,11.28,10.35,10.25,17416775,5.92407
36,300308,10.049,11.28,10.4,11.28,10.32,10.25,4532603,2.11374
37,600851,10.048,9.2,8.58,9.2,8.42,8.36,33727902,4.5689
38,000026,10.048,11.5,10.66,11.5,10.53,10.45,15185644,4.88174
39,600090,10.047,11.61,10.73,11.61,10.66,10.55,13362143,3.63184
40,600622,10.047,11.83,10.94,11.83,10.86,10.75,24880588,4.83772
41,600178,10.045,9.75,9.18,9.75,9.11,8.86,16324326,3.5327900000000003
42,601028,10.045,9.86,9.22,9.86,9.19,8.96,20279671,2.8976100000000002
43,601918,10.044,12.49,11.5,12.49,11.31,11.35,259925240,10.03362
44,300155,10.044,12.6,11.7,12.6,11.44,11.45,18038194,6.75649
45,600260,10.043,10.3,9.62,10.3,9.33,9.36,38973918,7.38646
46,002285,10.043,12.82,12.09,12.82,11.71,11.65,28961506,2.3707000000000003
47,601010,10.042,7.78,7.15,7.78,7.06,7.07,46879018,2.53674
48,000702,10.042,10.52,9.7,10.52,9.43,9.56,17240668,6.46606
49,600759,10.041,8.0,7.71,8.0,7.51,7.27,78827301,4.98645
50,002045,10.041,8.11,7.57,8.11,7.46,7.37,19677631,4.73887
51,600973,10.04,10.96,10.25,10.96,10.22,9.96,24778654,5.97982
52,002522,10.04,13.81,12.9,13.81,12.51,12.55,38678007,7.59163
53,600117,10.039,5.7,5.25,5.7,5.2,5.18,23741691,3.20306
54,600363,10.039,14.14,13.05,14.14,12.88,12.85,37055037,8.76406
55,000523,10.039,14.03,13.25,14.03,13.1,12.75,34691921,7.7966
56,000585,10.039,5.59,5.27,5.59,5.15,5.08,31538330,5.17513
57,600083,10.038,11.51,10.51,11.51,10.51,10.46,6484189,2.85744
58,600877,10.038,8.77,8.18,8.77,8.01,7.97,54842045,7.97955
59,000504,10.038,14.36,13.59,14.36,13.04,13.05,22561314,7.27849
60,000609,10.038,11.62,10.4,11.62,10.33,10.56,29299936,10.68877
61,002307,10.038,11.51,10.65,11.51,10.5,10.46,38471462,6.90323
62,600506,10.037,15.02,13.67,15.02,13.67,13.65,5499921,3.72354
63,601666,10.037,5.92,5.5,5.92,5.3,5.38,40525717,1.7163400000000002
64,300045,10.037,14.8,13.85,14.8,13.51,13.45,15220088,4.6747700000000005
65,300335,10.037,11.84,11.1,11.84,10.82,10.76,8306948,3.52079
66,600626,10.036,12.06,11.28,12.06,10.97,10.96,44444884,6.2577
67,002060,10.036,9.1,8.51,9.1,8.34,8.27,33891378,5.63886
68,002644,10.036,15.35,14.28,15.35,13.73,13.95,15947345,3.5894
69,600495,10.035,9.54,9.08,9.54,8.9,8.67,112874085,10.23039
70,000027,10.035,9.43,8.88,9.43,8.65,8.57,65095654,4.52831
71,000837,10.035,15.79,14.2,15.79,13.98,14.35,57442599,22.4715
72,002326,10.035,15.57,14.36,15.57,14.01,14.15,26528740,6.3346
73,600125,10.034,9.65,9.0,9.65,8.95,8.77,68485270,5.24582
74,002098,10.034,9.65,9.09,9.65,8.86,8.77,10877708,5.4677
75,002104,10.034,16.34,15.42,16.34,15.02,14.85,60266780,9.60709
76,002609,10.034,16.12,14.97,16.12,14.5,14.65,26011914,9.42763
77,600272,10.033,13.38,12.3,13.38,12.12,12.16,12769584,7.98099
78,600868,10.033,6.69,6.15,6.69,5.75,6.08,507970323,26.76136
79,601179,10.033,6.69,6.18,6.69,6.08,6.08,80290887,1.8428
80,300074,10.033,10.09,9.27,10.09,9.12,9.17,39201020,11.43842
81,601515,10.032,13.71,12.69,13.71,12.53,12.46,17869797,1.607
82,000949,10.032,6.8,6.18,6.8,6.05,6.18,102878582,12.41716
83,300162,10.032,17.22,15.88,17.22,15.42,15.65,27170371,12.78456
84,002133,10.031,7.13,6.51,7.13,6.38,6.48,72026369,15.71676
85,300199,10.031,17.88,16.8,17.88,16.32,16.25,28436605,7.03542
86,600358,10.03,10.86,10.01,10.86,9.87,9.87,35431291,8.20169
87,600416,10.03,14.7,13.6,14.7,13.39,13.36,36840989,9.29996
88,600708,10.03,10.86,10.21,10.86,10.1,9.87,36034448,7.08806
89,000905,10.03,10.97,10.26,10.97,10.0,9.97,19803516,3.72948
90,000567,10.029,14.92,14.0,14.92,13.68,13.56,11603106,7.71684
91,000718,10.029,7.68,7.13,7.68,7.02,6.98,55642259,2.9124600000000003
92,300120,10.029,15.14,14.09,15.14,13.45,13.76,20153270,12.94482
93,300245,10.029,19.09,17.98,19.09,17.03,17.35,24720423,14.46184
94,600126,10.028,7.79,7.2,7.79,7.06,7.08,38699707,4.61294
95,600156,10.028,11.85,11.08,11.85,11.08,10.77,18149530,4.51357
96,600328,10.028,11.96,11.3,11.96,11.1,10.87,21432442,5.9680800000000005
97,600630,10.028,15.8,15.0,15.8,14.8,14.36,45351589,10.67444
98,600662,10.028,11.85,11.0,11.85,10.91,10.77,77880842,7.39355
99,600676,10.028,11.85,11.2,11.85,10.98,10.77,44201715,5.12559
100,600838,10.028,15.91,14.08,15.91,13.6,14.46,119891859,29.90702
101,000638,10.028,11.63,10.8,11.63,10.38,10.57,19172829,6.19678
102,002024,10.028,15.47,14.23,15.47,13.81,14.06,450518167,9.01731
103,002269,10.028,7.79,7.21,7.79,6.98,7.08,87657883,3.48887
104,600119,10.027,16.35,15.35,16.35,15.01,14.86,23038351,7.49458
105,600650,10.027,20.41,19.59,20.41,19.25,18.55,12792041,3.27531
106,600848,10.027,16.46,15.4,16.46,15.0,14.96,11782760,4.03324
107,000159,10.027,8.01,7.51,8.01,7.44,7.28,26713605,5.55216
108,002123,10.027,16.02,15.15,16.02,14.9,14.56,27872407,6.12642
109,002129,10.027,12.4,11.49,12.4,11.28,11.27,64834899,4.06912
110,002406,10.027,8.12,7.53,8.12,7.42,7.38,24113593,6.85491
111,600576,10.026,21.51,19.9,21.51,19.58,19.55,19037329,8.72899
112,000096,10.026,16.68,15.89,16.68,15.7,15.16,22957709,4.49404
113,002205,10.026,21.51,20.0,21.51,19.72,19.55,7375895,6.35021
114,002273,10.026,21.51,20.0,21.51,19.94,19.55,19448794,5.44801
115,603611,10.025,21.73,20.0,21.73,19.9,19.75,3217687,8.04422
116,002066,10.025,21.84,20.19,21.84,19.88,19.85,29839103,12.91736
117,300229,10.025,21.95,20.48,21.95,19.01,19.95,34525305,8.42473
118,600775,10.024,13.83,12.99,13.83,12.8,12.57,36267142,5.73282
119,000021,10.024,9.33,8.68,9.33,8.48,8.48,46047510,3.13288
120,000993,10.024,9.11,8.41,9.11,8.34,8.28,35757557,9.58648
121,002364,10.024,18.66,17.2,18.66,17.2,16.96,7347477,1.73286
122,300332,10.024,18.0,16.71,18.0,16.71,16.36,7833455,2.4772
123,002130,10.023,14.6,13.6,14.6,13.41,13.27,35273765,9.11211
124,002163,10.023,9.55,8.8,9.55,8.8,8.68,34535780,5.05599
125,002556,10.023,14.16,13.06,14.16,13.06,12.87,31364620,6.77019
126,300159,10.023,14.16,13.3,14.16,13.07,12.87,22202791,3.8544400000000003
127,300166,10.023,23.93,22.4,23.93,21.76,21.75,18430392,5.38037
128,600105,10.022,14.82,13.79,14.82,13.47,13.47,23888965,6.27082
129,600184,10.022,24.59,23.0,24.59,22.41,22.35,10983831,2.62294
130,600749,10.022,20.42,18.71,20.42,17.67,18.56,27942121,14.77341
131,601886,10.022,9.99,9.29,9.99,9.28,9.08,21031438,1.8224
132,002195,10.022,25.36,24.2,25.36,23.71,23.05,4750230,1.7970100000000002
133,002593,10.022,19.98,19.0,19.98,18.16,18.16,8962684,6.84939
134,002746,10.022,24.81,23.25,24.81,22.88,22.55,3841353,9.63953
135,300221,10.022,10.21,9.52,10.21,9.35,9.28,24030647,6.0076600000000004
136,300247,10.022,10.21,9.4,10.21,9.38,9.28,15556794,9.27744
137,300248,10.022,20.2,18.6,20.2,18.06,18.36,17857018,10.43919
138,600179,10.021,10.54,9.66,10.54,9.66,9.58,13397645,3.43529
139,600681,10.021,10.65,9.69,10.65,9.68,9.68,15501537,6.2872900000000005
140,600760,10.021,16.03,14.92,16.03,14.65,14.57,47069342,13.64565
141,601038,10.021,10.43,9.78,10.43,9.54,9.48,20640333,3.47533
142,000070,10.021,20.64,19.49,20.64,19.4,18.76,14951058,5.78207
143,000910,10.021,15.7,14.75,15.7,14.6,14.27,19756759,3.74536
144,002025,10.021,26.02,24.17,26.02,24.13,23.65,25417732,5.92785
145,600098,10.02,10.87,10.2,10.87,10.08,9.88,54080931,1.9837500000000001
146,600611,10.02,10.87,10.19,10.87,10.08,9.88,73845654,7.0854800000000004
147,000811,10.02,11.2,10.65,11.2,10.53,10.18,21192818,5.37086
148,002023,10.02,16.8,15.6,16.8,15.37,15.27,37079113,6.79158
149,002118,10.02,16.36,15.2,16.36,14.98,14.87,30165153,5.88388
150,002496,10.02,16.14,15.3,16.14,15.29,14.67,8626287,3.89722
151,002623,10.02,27.01,25.04,27.01,24.68,24.55,5209287,3.2558
152,002681,10.02,28.0,26.8,28.0,26.21,25.45,9967451,4.7629
153,300001,10.02,16.58,15.69,16.58,15.07,15.07,23146492,2.7279400000000003
154,300012,10.02,16.58,15.38,16.58,15.33,15.07,25773695,9.36482
155,600151,10.019,11.31,10.5,11.31,10.5,10.28,61044570,4.88286
156,000008,10.019,23.72,22.47,23.72,22.04,21.56,7144957,3.34511
157,000615,10.019,11.31,10.5,11.31,10.29,10.28,15990893,7.55456
158,000831,10.019,17.57,16.55,17.57,16.05,15.97,58871401,7.8998800000000005
159,002544,10.019,29.65,27.69,29.65,27.52,26.95,11980865,2.35236
160,300369,10.019,28.88,27.4,28.88,26.27,26.25,8953443,8.73191
161,600372,10.018,24.05,22.44,24.05,22.0,21.86,44037269,2.50331
162,600803,10.018,12.19,11.35,12.19,11.21,11.08,7907381,1.46564
163,600883,10.018,12.3,11.41,12.3,11.13,11.18,12268351,5.19652
164,000683,10.018,6.04,5.63,6.04,5.54,5.49,52699276,6.86357
165,002013,10.018,23.83,22.4,23.83,22.0,21.66,21915827,5.7507
166,600148,10.017,25.81,24.2,25.81,23.5,23.46,14520059,10.26033
167,600743,10.017,6.48,6.15,6.48,5.81,5.89,68116852,3.7475
168,601890,10.017,12.74,11.84,12.74,11.59,11.58,55382446,5.77261
169,001696,10.017,12.85,12.11,12.85,11.81,11.68,89010337,10.02105
170,603698,10.016,33.94,31.11,33.94,30.0,30.85,8366951,10.1664
171,000408,10.016,14.17,13.44,14.17,12.88,12.88,18646833,7.39072
172,000762,10.016,13.4,12.55,13.4,12.2,12.18,39836995,8.36992
173,000796,10.016,20.43,19.98,20.43,19.0,18.57,10588680,4.29521
174,002196,10.016,20.76,19.4,20.76,19.4,18.87,8556242,9.50925
175,002290,10.016,20.98,19.49,20.98,18.95,19.07,11506504,8.43653
176,300227,10.016,35.15,33.16,35.15,31.26,31.95,19011497,14.00386
177,300314,10.016,20.54,19.01,20.54,18.35,18.67,19110140,14.6911
178,600211,10.015,36.69,33.6,36.69,33.6,33.35,4348309,3.81066
179,601717,10.015,7.47,6.9,7.47,6.85,6.79,35098915,2.5473
180,300156,10.015,29.99,27.7,29.99,26.8,27.26,9117760,3.6073
181,300313,10.015,15.16,13.95,15.16,13.7,13.78,6191114,4.29553
182,600581,10.014,8.02,7.36,8.02,7.0,7.29,56231056,7.33657
183,600764,10.014,15.82,15.0,15.82,14.45,14.38,16042289,4.8653200000000005
184,600986,10.014,16.15,15.04,16.15,14.8,14.68,16872295,5.03245
185,000506,10.014,8.13,7.55,8.13,7.39,7.39,43437270,4.67917
186,002044,10.014,30.87,28.06,30.87,28.06,28.06,7348334,2.64439
187,002402,10.014,15.6,14.58,15.6,14.0,14.18,11512119,4.7697400000000005
188,300003,10.014,32.3,30.0,32.3,29.82,29.36,8305942,1.21059
189,300148,10.014,15.6,14.6,15.6,14.35,14.18,15539490,4.60403
190,300237,10.014,23.51,21.74,23.51,21.73,21.37,2816054,2.46705
191,300391,10.014,16.04,14.98,16.04,14.6,14.58,2847689,5.51077
192,600594,10.013,16.7,15.58,16.7,15.5,15.18,38440362,4.9134
193,000666,10.013,17.58,16.77,17.58,16.45,15.98,25727104,8.76596
194,002302,10.013,16.81,15.5,16.81,15.5,15.28,7019780,2.59115
195,002407,10.013,25.16,24.39,25.16,23.81,22.87,29593924,15.83018
196,300080,10.013,8.46,8.04,8.46,7.85,7.69,22348007,6.21643
197,300126,10.013,16.59,15.4,16.59,15.03,15.08,14268585,6.79243
198,300208,10.013,43.95,41.05,43.95,40.5,39.95,15733771,6.6046
199,300328,10.013,24.5,22.8,24.5,22.3,22.27,7537130,3.36479
200,600391,10.012,37.58,35.95,37.58,35.51,34.16,19109103,5.7883700000000005
201,002121,10.012,18.9,17.98,18.9,17.5,17.18,19947640,7.42785
202,002135,10.012,9.34,8.81,9.34,8.3,8.49,32771098,4.8825
203,002488,10.012,18.68,17.68,18.68,16.48,16.98,24668809,7.5568
204,002579,10.012,8.9,8.23,8.9,8.18,8.09,15645020,4.46414
205,300036,10.012,26.92,25.38,26.92,24.53,24.47,15026460,9.905710000000001
206,300144,10.012,44.17,41.0,44.17,41.0,40.15,14657216,2.89448
