2015-10-09 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600380,0.0,10.82,10.78,10.92,10.63,10.82,0.92,-1.76,20253969.0,1.31023
600419,0.0,28.58,28.59,28.97,28.08,28.58,1.36,-1.75,947627.0,1.1814200000000001
600521,0.0,23.46,23.4,23.88,23.2,23.46,1.79,-1.11,3210089.0,0.40958000000000006
002593,0.0,16.6,16.6,16.84,16.28,16.6,1.45,-1.93,3174260.0,2.4258100000000002
000333,-0.037,27.1,27.05,27.25,26.74,27.11,0.52,-1.36,14428276.0,0.6443
000541,-0.098,10.17,10.21,10.26,10.05,10.18,0.79,-1.28,14863502.0,1.52467
000958,-0.103,29.01,29.0,29.27,28.9,29.04,0.79,-0.48,3336020.0,1.33185
300132,-0.113,8.85,8.78,9.01,8.64,8.86,1.69,-2.48,5943310.0,2.17265
000735,-0.157,6.35,6.32,6.39,6.18,6.36,0.47,-2.83,46407117.0,5.27304
600101,-0.159,12.55,12.5,12.6,12.26,12.57,0.24,-2.47,9349436.0,2.88404
300253,-0.163,36.68,36.6,37.28,36.0,36.74,1.47,-2.01,18202275.0,4.78828
300356,-0.174,28.71,28.56,28.9,27.96,28.76,0.49,-2.78,4810478.0,4.2195
002195,-0.176,28.44,28.46,28.92,27.96,28.49,1.51,-1.86,11894587.0,2.63969
600527,-0.179,5.58,5.57,5.64,5.42,5.59,0.89,-3.04,43512809.0,5.42493
300332,-0.232,21.5,21.55,21.8,21.02,21.55,1.16,-2.46,3240487.0,1.02475
002728,-0.238,20.95,21.0,21.04,20.7,21.0,0.19,-1.43,2444331.0,4.16624
002355,-0.259,7.69,7.68,7.76,7.5,7.71,0.65,-2.72,9296220.0,2.72042
600302,-0.273,7.3,7.23,7.46,7.15,7.32,1.91,-2.32,11550603.0,3.3382300000000003
603611,-0.295,23.69,23.78,23.87,23.2,23.76,0.46,-2.36,3598148.0,8.99537
300448,-0.31,64.3,64.0,65.1,63.0,64.5,0.93,-2.33,1576999.0,7.885
600601,-0.313,6.37,6.38,6.45,6.26,6.39,0.94,-2.03,104244021.0,4.74939
002390,-0.357,11.15,11.17,11.24,10.95,11.19,0.45,-2.14,12473493.0,1.69971
300206,-0.384,20.78,20.63,21.18,20.4,20.86,1.53,-2.21,8537468.0,6.27126
603636,-0.385,44.01,43.88,44.43,43.38,44.18,0.57,-1.81,1976124.0,7.9045000000000005
600129,-0.416,16.77,16.83,16.94,16.49,16.84,0.59,-2.08,11585113.0,2.71381
002734,-0.417,26.27,26.36,26.76,26.0,26.38,1.44,-1.44,3988018.0,12.27082
300452,-0.418,66.77,66.3,67.4,65.38,67.05,0.52,-2.49,1222794.0,10.54133
000628,-0.433,11.5,11.46,11.66,11.22,11.55,0.95,-2.86,13204931.0,7.03317
600599,-0.434,27.55,27.65,28.48,27.36,27.67,2.93,-1.12,4027671.0,3.19656
300359,-0.464,85.81,86.22,90.52,85.6,86.21,5.0,-0.71,3369695.0,4.16949
002312,-0.491,22.28,22.13,22.5,21.51,22.39,0.49,-3.93,43579070.0,8.04412
600834,-0.5,17.92,17.95,18.44,17.71,18.01,2.39,-1.67,18632301.0,3.90302
000413,-0.522,7.62,7.59,7.75,7.5,7.66,1.17,-2.09,44616178.0,2.21014
002022,-0.546,23.66,23.6,23.79,23.16,23.79,0.0,-2.65,19858718.0,5.22438
002398,-0.551,14.43,14.36,14.55,14.08,14.51,0.28,-2.96,5420265.0,2.14328
300252,-0.595,26.72,26.66,27.35,26.27,26.88,1.75,-2.27,4669882.0,1.7772999999999999
300392,-0.605,34.49,34.4,35.17,34.18,34.7,1.35,-1.5,6042916.0,3.76476
603703,-0.665,38.85,39.1,39.25,38.23,39.11,0.36,-2.25,1035246.0,4.50107
002517,-0.669,43.08,43.0,44.89,42.8,43.37,3.5,-1.31,2004477.0,1.13375
002440,-0.728,16.36,16.44,16.47,16.06,16.48,-0.06,-2.55,15993595.0,2.78256
002665,-0.758,26.17,26.16,26.46,25.72,26.37,0.34,-2.46,8431577.0,1.45266
000559,-0.797,21.15,21.29,21.58,20.63,21.32,1.22,-3.24,111629523.0,4.87486
300029,-0.86,10.37,10.34,10.54,10.18,10.46,0.76,-2.68,10108983.0,5.22545
600512,-0.864,4.59,4.57,4.65,4.5,4.63,0.43,-2.81,24915894.0,3.38099
300405,-0.982,38.3,38.2,38.68,37.52,38.68,0.0,-3.0,1525658.0,8.97446
