2015-09-23 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600117,-2.51,4.66,4.63,4.76,4.58,4.78,-0.42,-4.18,10657347.0,1.43781
002016,-2.51,6.99,7.02,7.19,6.9,7.17,0.28,-3.77,15654323.0,2.42291
600668,-2.526,11.19,11.26,11.43,11.1,11.48,-0.44,-3.31,5613428.0,1.63251
300005,-2.542,17.25,17.2,17.61,16.86,17.7,-0.51,-4.75,20756841.0,5.96894
600986,-2.556,19.44,19.2,19.97,18.87,19.95,0.1,-5.41,10090039.0,3.00953
000929,-2.564,11.78,11.75,12.05,11.69,12.09,-0.33,-3.31,6693940.0,3.60602
002469,-2.564,12.16,12.22,12.44,12.09,12.48,-0.32,-3.13,6094900.0,2.16364
600143,-2.592,7.14,7.17,7.29,7.02,7.33,-0.55,-4.23,23518755.0,0.9187000000000001
300057,-2.613,11.18,11.25,11.48,11.01,11.48,0.0,-4.09,7289299.0,2.91688
300315,-2.613,10.81,10.78,11.1,10.65,11.1,0.0,-4.05,97613772.0,6.06108
002374,-2.614,11.92,11.93,12.17,11.7,12.24,-0.57,-4.41,12833672.0,6.94752
002159,-2.655,22.73,22.51,23.3,22.21,23.35,-0.21,-4.88,1812447.0,1.5119500000000001
000639,-2.661,13.17,13.3,13.9,13.03,13.53,2.73,-3.7,10254264.0,2.7225200000000003
600079,-2.692,14.82,14.85,15.23,14.75,15.23,0.0,-3.15,20990067.0,2.09513
002669,-2.703,16.2,16.18,16.6,16.0,16.65,-0.3,-3.9,3698924.0,2.83419
600713,-2.743,7.8,7.82,7.95,7.71,8.02,-0.87,-3.87,16366926.0,2.35977
002157,-2.75,15.56,15.5,15.93,15.48,16.0,-0.44,-3.25,5819521.0,1.5067599999999999
300292,-2.766,31.64,31.74,32.49,31.3,32.54,-0.15,-3.81,2433064.0,3.62773
600853,-2.817,6.9,6.9,7.09,6.71,7.1,-0.14,-5.49,32593347.0,6.0717
002599,-2.85,20.11,20.0,21.06,19.5,20.7,1.74,-5.8,3891370.0,4.33277
002220,-2.867,8.13,8.15,8.54,8.08,8.37,2.03,-3.46,9783692.0,2.51198
002488,-2.872,19.28,19.3,19.86,18.9,19.85,0.05,-4.79,16715553.0,5.12048
300396,-2.882,40.78,41.0,42.2,40.5,41.99,0.5,-3.55,1073839.0,2.5105500000000003
002628,-2.914,6.33,6.38,6.45,6.22,6.52,-1.07,-4.6,20188338.0,3.17631
600313,-2.919,11.64,11.66,12.0,11.48,11.99,0.08,-4.25,7914576.0,2.60177
002153,-2.949,85.88,86.0,88.45,84.81,88.49,-0.05,-4.16,1089229.0,0.6680200000000001
002620,-2.971,23.19,23.01,23.79,22.8,23.9,-0.46,-4.6,5574275.0,5.96601
000830,-3.05,6.04,6.08,6.16,5.96,6.23,-1.12,-4.33,35778571.0,2.44392
600851,-3.066,9.17,9.25,9.42,9.07,9.46,-0.42,-4.12,25373809.0,3.43723
002031,-3.066,9.17,9.19,9.35,9.08,9.46,-1.16,-4.02,11980353.0,2.09579
000910,-3.069,18.95,19.0,19.39,18.48,19.55,-0.82,-5.47,11682417.0,2.21468
000703,-3.081,7.55,7.53,7.7,7.48,7.79,-1.16,-3.98,6184942.0,0.53615
002160,-3.099,8.13,8.09,8.28,8.03,8.39,-1.31,-4.29,5838928.0,1.79827
002743,-3.107,24.95,24.7,25.7,23.94,25.75,-0.19,-7.03,3224682.0,10.62848
002161,-3.132,12.68,12.63,13.06,12.47,13.09,-0.23,-4.74,47848199.0,6.87559
000829,-3.173,8.85,8.9,9.06,8.66,9.14,-0.88,-5.25,30459254.0,3.2171
000788,-3.176,10.06,10.11,10.3,9.93,10.39,-0.87,-4.43,6962130.0,1.24596
600784,-3.197,7.57,7.6,7.82,7.48,7.82,0.0,-4.35,21822906.0,4.39434
300200,-3.207,11.77,11.79,12.36,11.61,12.16,1.64,-4.52,13002453.0,6.39877
601000,-3.243,7.46,7.51,7.63,7.4,7.71,-1.04,-4.02,21185436.0,1.04344
002726,-3.276,10.04,10.08,10.29,9.93,10.38,-0.87,-4.34,3508900.0,3.21387
000897,-3.299,4.69,4.69,4.86,4.6,4.85,0.21,-5.15,59363493.0,3.67096
002550,-3.315,13.71,13.85,14.15,13.55,14.18,-0.21,-4.44,11288914.0,2.77414
600339,-3.329,6.68,6.68,6.93,6.35,6.91,0.29,-8.1,68904664.0,11.91803
000685,-3.333,11.6,11.69,11.86,11.41,12.0,-1.17,-4.92,9781050.0,0.9806
002592,-3.361,31.34,31.0,32.0,30.6,32.43,-1.33,-5.64,5467689.0,4.81437
002327,-3.364,9.48,9.56,9.72,9.35,9.81,-0.92,-4.69,12892209.0,2.94519
600289,-3.369,13.48,13.59,13.86,13.17,13.95,-0.65,-5.59,23700569.0,4.18795
601968,-3.372,13.18,13.15,13.88,13.06,13.64,1.76,-4.25,36771775.0,17.65045
600084,-3.373,5.73,5.79,5.9,5.59,5.93,-0.51,-5.73,13844597.0,1.70938
002549,-3.393,9.11,9.13,9.28,8.91,9.43,-1.59,-5.51,16381058.0,8.3161
601677,-3.491,10.23,10.25,10.45,10.17,10.6,-1.42,-4.06,5351708.0,1.33459
600093,-3.563,12.45,12.52,12.77,12.1,12.91,-1.08,-6.27,9252298.0,2.8694
002662,-3.571,10.53,10.6,10.87,10.42,10.92,-0.46,-4.58,8049357.0,2.07194
000878,-3.578,10.78,10.7,10.99,10.55,11.18,-1.7,-5.64,80178695.0,5.66077
002713,-3.605,16.31,16.5,16.87,15.94,16.92,-0.3,-5.79,2614593.0,4.18916
002105,-3.62,6.39,6.39,6.57,6.31,6.63,-0.9,-4.83,7892361.0,2.14175
600137,-3.629,19.12,19.0,19.82,18.77,19.84,-0.1,-5.39,9113585.0,9.37442
002387,-3.629,9.56,9.6,9.86,9.44,9.92,-0.6,-4.84,11351684.0,3.93315
603223,-3.641,36.26,36.0,39.0,36.0,37.63,3.64,-4.33,10067275.0,33.55758
300346,-3.644,21.68,21.9,22.5,21.41,22.5,0.0,-4.84,6325577.0,4.99231
002222,-3.657,12.91,12.88,13.39,12.7,13.4,-0.07,-5.22,12880698.0,4.62774
000650,-3.676,9.17,9.24,9.46,9.07,9.52,-0.63,-4.73,102681439.0,8.29406
600338,-3.718,12.69,12.72,13.09,12.6,13.18,-0.68,-4.4,7875947.0,4.97428
603003,-3.771,15.82,15.85,16.18,15.4,16.44,-1.58,-6.33,4246420.0,2.1021900000000002
002136,-3.785,11.44,11.6,11.76,11.09,11.89,-1.09,-6.73,11030326.0,5.17133
601216,-3.794,9.89,9.9,10.15,9.84,10.28,-1.26,-4.28,39219015.0,1.06388
002234,-3.796,10.39,10.32,10.7,10.28,10.8,-0.93,-4.81,6027037.0,2.92014
002746,-3.819,27.7,27.93,28.6,27.49,28.8,-0.69,-4.55,4188630.0,10.51099
600696,-3.825,8.8,8.89,9.13,8.55,9.15,-0.22,-6.56,49430395.0,14.51421
000017,-3.829,8.79,8.88,9.0,8.6,9.14,-1.53,-5.91,7772197.0,2.5652600000000003
002373,-3.847,33.24,33.0,34.58,32.63,34.57,0.03,-5.61,8621941.0,3.96085
600275,-3.861,4.98,5.0,5.09,4.9,5.18,-1.74,-5.41,21133548.0,4.1533
002359,-3.867,17.4,17.44,17.96,17.08,18.1,-0.77,-5.64,16568546.0,4.93201
600692,-3.926,12.97,13.11,13.59,12.88,13.5,0.67,-4.59,30391407.0,11.91771
000655,-3.927,7.34,7.43,7.64,7.24,7.64,0.0,-5.24,18548956.0,3.11569
002515,-4.011,14.6,14.75,15.08,14.28,15.21,-0.85,-6.11,12481681.0,6.36262
600958,-4.164,16.34,16.38,16.84,16.26,17.05,-1.23,-4.63,21901489.0,2.19015
600287,-4.212,9.78,9.81,10.06,9.56,10.21,-1.47,-6.37,33703992.0,7.71618
600268,-4.279,7.83,7.88,8.08,7.7,8.18,-1.22,-5.87,25117178.0,3.95393
600850,-4.304,39.8,40.02,41.35,39.31,41.59,-0.58,-5.48,4900732.0,1.52317
002578,-4.418,6.49,6.5,6.6,6.34,6.79,-2.8,-6.63,12986750.0,4.89978
603198,-4.476,34.15,34.68,35.67,32.8,35.75,-0.22,-8.25,13491955.0,16.86494
002211,-4.603,6.01,6.05,6.17,5.92,6.3,-2.06,-6.03,29742154.0,11.15776
600743,-4.626,5.36,5.4,5.5,5.3,5.62,-2.14,-5.69,29902906.0,1.64513
600891,-4.78,7.57,7.62,7.82,7.47,7.95,-1.64,-6.04,11593226.0,3.57928
603898,-5.042,23.54,23.6,24.98,22.4,24.79,0.77,-9.64,20765221.0,28.252
600127,-5.766,6.21,6.25,6.42,6.11,6.59,-2.58,-7.28,48565345.0,8.91992
600361,-5.772,6.53,6.5,6.75,6.5,6.93,-2.6,-6.2,20427067.0,3.06801
002214,-9.964,12.56,12.57,13.13,12.56,13.95,-5.88,-9.96,81262514.0,23.49645
