2015-09-11 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600850,0.0,38.69,38.01,40.55,37.5,38.69,4.81,-3.08,7098415.0,2.20622
000833,0.0,10.11,10.13,10.24,9.78,10.11,1.29,-3.26,9456793.0,3.19416
002124,0.0,20.74,20.5,21.4,20.0,20.74,3.18,-3.57,2427489.0,1.64602
300252,0.0,21.19,21.0,21.65,20.35,21.19,2.17,-3.96,9359747.0,3.5622
300424,0.0,53.99,53.6,54.38,51.6,53.99,0.72,-4.43,2321898.0,6.97895
002489,-0.04,24.89,24.89,25.35,24.29,24.9,1.81,-2.45,29642973.0,5.55339
000615,-0.093,10.7,10.58,10.99,10.4,10.71,2.61,-2.89,9866148.0,4.66105
300073,-0.106,18.78,18.76,19.33,18.3,18.8,2.82,-2.66,3514408.0,2.21043
002314,-0.118,8.46,8.53,8.68,8.27,8.47,2.48,-2.36,18349076.0,3.1645
002321,-0.124,8.03,8.05,8.17,7.87,8.04,1.62,-2.11,12634339.0,2.9836
300022,-0.132,7.58,7.52,7.68,7.33,7.59,1.19,-3.43,19128984.0,5.978870000000001
600728,-0.143,21.0,21.0,21.27,20.34,21.03,1.14,-3.28,21938329.0,5.52719
000927,-0.173,5.78,5.75,5.85,5.67,5.79,1.04,-2.07,7142153.0,0.44774
600269,-0.191,5.23,5.2,5.28,5.12,5.24,0.76,-2.29,37809201.0,1.61896
002149,-0.191,15.65,15.55,15.8,15.28,15.68,0.77,-2.55,2495823.0,1.42921
600151,-0.194,10.3,10.26,10.58,10.02,10.32,2.52,-2.91,26271908.0,2.10145
300176,-0.223,17.88,18.0,18.33,17.19,17.92,2.29,-4.07,2950084.0,2.74989
600054,-0.255,19.54,19.6,19.85,19.08,19.59,1.33,-2.6,2091306.0,1.7780200000000002
603818,-0.255,23.51,23.33,23.88,23.12,23.57,1.32,-1.91,3833476.0,6.33423
600658,-0.305,9.81,9.81,9.93,9.59,9.84,0.91,-2.54,4676058.0,0.80608
300268,-0.335,14.88,14.79,15.08,14.09,14.93,1.0,-5.63,5663198.0,5.72548
300281,-0.373,13.37,13.42,13.65,12.94,13.42,1.71,-3.58,9433045.0,8.88876
002498,-0.379,18.4,18.4,18.61,17.91,18.47,0.76,-3.03,16381427.0,1.5272999999999999
002531,-0.393,10.14,10.21,10.44,9.92,10.18,2.55,-2.55,10281908.0,1.25203
300351,-0.436,22.83,23.0,23.44,22.4,22.93,2.22,-2.31,3817514.0,4.18522
000953,-0.472,8.43,8.45,8.65,8.18,8.47,2.13,-3.42,7722539.0,2.62631
002386,-0.498,6.0,5.96,6.06,5.88,6.03,0.5,-2.49,9827183.0,1.46314
300422,-0.518,59.5,59.8,60.83,58.38,59.81,1.71,-2.39,833961.0,5.38039
002318,-0.531,30.0,29.83,30.55,28.8,30.16,1.29,-4.51,9084235.0,2.8066500000000003
002621,-0.544,18.29,18.3,18.79,18.1,18.39,2.18,-1.58,2885416.0,5.12963
603799,-0.554,14.36,14.28,14.63,14.01,14.44,1.32,-2.98,5195055.0,5.70885
000800,-0.559,16.0,16.0,16.44,15.51,16.09,2.18,-3.6,25062144.0,1.7752500000000002
000931,-0.559,8.9,8.85,9.05,8.71,8.95,1.12,-2.68,28800670.0,5.68606
600015,-0.574,10.4,10.4,10.48,10.33,10.46,0.19,-1.24,20399922.0,0.26203000000000004
002299,-0.585,16.99,17.01,17.29,16.29,17.09,1.17,-4.68,7181230.0,0.79808
