,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,300487,44.032,21.36,17.8,21.36,17.8,14.83,11100,0.0555
1,300480,43.956,10.48,9.49,10.48,9.49,7.28,5301,0.02305
2,002770,10.046,11.94,11.94,11.94,11.94,10.85,34200,0.05
3,600667,10.031,7.02,7.02,7.02,7.02,6.38,478151,0.04014
4,300486,10.028,15.58,15.58,15.58,15.58,14.16,6100,0.017570000000000002
5,601998,10.027,8.12,7.8,8.12,7.39,7.38,525850221,1.64817
6,600209,10.025,12.95,12.3,12.95,12.0,11.77,66019301,15.642900000000001
7,603223,10.023,14.49,14.49,14.49,14.49,13.17,20800,0.06933
8,300300,10.021,26.35,24.8,26.35,23.8,23.95,35448361,15.17198
9,300481,10.021,15.92,15.92,15.92,15.92,14.47,8200,0.041
10,002771,10.018,24.49,24.49,24.49,24.49,22.26,8100,0.0405
11,603889,10.015,29.0,27.49,29.0,25.22,26.36,8920352,22.28974
12,300488,10.014,31.86,31.86,31.86,31.86,28.96,6500,0.051960000000000006
13,002569,10.013,24.72,21.0,24.72,20.22,22.47,14066420,10.19728
14,603589,10.011,30.66,30.66,30.66,30.66,27.87,236298,0.39383
15,000008,10.011,29.56,29.56,29.56,24.18,26.87,31219427,14.61624
16,600649,10.01,11.32,11.32,11.32,11.32,10.29,4036715,0.13512000000000002
17,002264,10.01,11.32,11.32,11.32,10.3,10.29,79714160,14.865
18,300336,10.009,25.17,22.99,25.17,22.2,22.88,27496153,16.88725
19,002768,10.007,30.45,30.45,30.45,30.45,27.68,17400,0.08700000000000001
20,002010,10.006,19.46,18.0,19.46,16.5,17.69,79570060,19.27415
21,300489,10.004,27.82,27.82,27.82,27.82,25.29,4900,0.04317000000000001
22,002773,10.0,28.71,28.71,28.71,28.71,26.1,51800,0.1136
23,002775,10.0,32.45,32.45,32.45,32.45,29.5,38865,0.12955
24,300436,10.0,151.8,143.0,151.8,141.0,138.0,995203,7.10859
25,300485,9.999,81.08,81.08,81.08,81.08,73.71,169950,0.5665
26,300479,9.998,54.79,54.79,54.79,47.2,49.81,12050818,60.25409
27,300469,9.996,55.46,55.46,55.46,55.46,50.42,146366,0.8764400000000001
28,603558,9.992,41.61,38.3,41.61,38.3,37.83,7350295,24.50098
29,002769,9.992,54.6,54.6,54.6,54.6,49.64,16400,0.08865
30,002772,9.992,27.41,27.41,27.41,27.41,24.92,63700,0.17101000000000002
