2015-10-19 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600616,0.0,11.39,11.4,11.6,11.1,11.39,1.84,-2.55,21858946.0,4.47895
002484,-0.052,19.26,19.3,19.38,18.73,19.27,0.57,-2.8,8383944.0,2.7401
600851,-0.092,10.86,10.89,11.15,10.62,10.87,2.58,-2.3,35329213.0,4.78582
600814,-0.1,10.02,9.97,10.21,9.82,10.03,1.79,-2.09,10780310.0,3.47323
300300,-0.159,25.15,25.5,25.78,24.24,25.19,2.34,-3.77,28778404.0,11.19096
600755,-0.235,8.48,8.47,8.65,8.28,8.5,1.76,-2.59,54905836.0,3.2987
300376,-0.341,43.85,44.1,45.0,42.35,44.0,2.27,-3.75,5713464.0,9.11355
600543,-0.391,10.2,10.32,10.55,9.98,10.24,3.03,-2.54,17960833.0,5.59318
600135,-0.405,14.75,14.7,15.16,14.37,14.81,2.36,-2.97,24756287.0,7.2386800000000004
300073,-0.457,26.14,26.0,27.38,25.43,26.26,4.27,-3.16,6627147.0,4.16822
002028,-0.534,14.9,14.9,15.28,14.42,14.98,2.0,-3.74,27720665.0,5.8411100000000005
002101,-0.582,20.5,20.6,20.78,20.11,20.62,0.78,-2.47,4372865.0,2.28119
600119,-0.623,20.75,20.79,21.38,20.22,20.88,2.39,-3.16,32382564.0,10.53434
600352,-0.626,11.11,11.08,11.28,10.9,11.18,0.89,-2.5,98356440.0,3.21433
600997,-0.667,5.96,6.0,6.05,5.86,6.0,0.83,-2.33,26983471.0,2.18553
002066,-0.67,25.21,24.88,26.58,24.53,25.38,4.73,-3.35,38643885.0,16.72895
600727,-0.724,8.23,8.29,8.39,8.09,8.29,1.21,-2.41,12760217.0,3.63615
600963,-0.734,8.11,8.07,8.53,7.93,8.17,4.41,-2.94,74019334.0,8.77881
600400,-0.742,17.38,17.3,17.96,16.9,17.51,2.57,-3.48,17408898.0,3.10651
300367,-0.79,61.51,62.39,64.97,61.3,62.0,4.79,-1.13,3693200.0,2.48064
000682,-0.852,6.98,7.05,7.19,6.76,7.04,2.13,-3.98,74134888.0,7.58007
600266,-0.96,13.41,13.55,13.85,13.25,13.54,2.29,-2.14,40869085.0,2.88532
601898,-0.992,6.99,7.05,7.17,6.92,7.06,1.56,-1.98,70805564.0,0.77366
600636,-1.001,14.84,14.91,15.17,14.58,14.99,1.2,-2.74,15457039.0,4.04687
002177,-1.021,9.69,9.78,9.95,9.4,9.79,1.63,-3.98,66741866.0,11.16374
