2015-10-13 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600455,-0.437,47.8,48.01,48.64,47.02,48.01,1.31,-2.06,630504.0,1.26817
002311,-0.441,13.55,13.46,13.72,13.21,13.61,0.81,-2.94,5105436.0,0.33685000000000004
002448,-0.442,9.02,8.99,9.09,8.84,9.06,0.33,-2.43,17351352.0,3.78419
600182,-0.449,15.52,15.45,15.67,15.38,15.59,0.51,-1.35,5527286.0,3.25134
603022,-0.449,37.71,37.86,38.48,37.01,37.88,1.58,-2.3,1896287.0,9.48143
600310,-0.451,8.83,8.85,8.94,8.69,8.87,0.79,-2.03,25303426.0,3.0568
600475,-0.454,15.35,15.29,15.38,15.05,15.42,-0.26,-2.4,5010483.0,1.95722
600731,-0.457,8.72,8.7,8.8,8.53,8.76,0.46,-2.63,13381915.0,5.2344
600048,-0.467,8.53,8.51,8.61,8.48,8.57,0.47,-1.05,66418255.0,0.6175400000000001
002450,-0.477,33.39,33.26,33.5,32.8,33.55,-0.15,-2.24,16366935.0,1.14518
603026,-0.482,20.66,20.7,20.7,20.3,20.76,-0.29,-2.22,4528468.0,8.935410000000001
600337,-0.485,14.36,14.31,14.88,14.15,14.43,3.12,-1.94,6950575.0,1.08197
600725,-0.498,5.99,5.95,6.01,5.8,6.02,-0.17,-3.65,22839464.0,3.70629
002338,-0.5,51.74,51.8,52.0,50.7,52.0,0.0,-2.5,985433.0,0.8338
300477,-0.517,38.5,38.49,38.67,38.01,38.7,-0.08,-1.78,1727857.0,6.6456
603328,-0.523,22.83,22.79,22.85,22.48,22.95,-0.44,-2.05,4302605.0,4.39131
601607,-0.524,18.97,18.89,19.02,18.7,19.07,-0.26,-1.94,17120080.0,0.89031
002687,-0.527,9.44,9.43,9.75,9.18,9.49,2.74,-3.27,7271666.0,2.1441
000895,-0.531,18.75,18.69,18.85,18.6,18.85,0.0,-1.33,10500381.0,0.57776
601555,-0.544,12.79,12.75,12.91,12.55,12.86,0.39,-2.41,31321443.0,1.20886
002565,-0.551,7.22,7.23,7.3,7.11,7.26,0.55,-2.07,19870343.0,2.89091
000157,-0.554,5.39,5.37,5.42,5.34,5.42,0.0,-1.48,69181541.0,1.1048
300234,-0.559,16.0,15.9,16.15,15.61,16.09,0.37,-2.98,3558804.0,2.49786
002434,-0.561,14.17,14.24,14.97,14.0,14.25,5.05,-1.75,8359337.0,1.68266
600015,-0.572,10.43,10.46,10.54,10.39,10.49,0.48,-0.95,21545227.0,0.27675
300398,-0.574,58.93,58.7,59.4,58.0,59.27,0.22,-2.14,793873.0,3.05336
000963,-0.59,72.41,72.7,73.4,72.11,72.84,0.77,-1.0,2647952.0,0.61004
002776,-0.591,42.06,41.8,42.5,41.26,42.31,0.45,-2.48,2375099.0,9.05835
000027,-0.599,9.96,9.98,10.06,9.77,10.02,0.4,-2.5,40871913.0,2.84321
600332,-0.605,27.94,28.0,28.0,27.61,28.11,-0.39,-1.78,12946433.0,1.24925
002701,-0.612,24.34,24.51,24.55,23.7,24.49,0.24,-3.23,10500274.0,1.65548
600829,-0.617,11.28,11.3,11.38,11.12,11.35,0.26,-2.03,6238184.0,1.07576
002299,-0.625,17.49,17.47,17.86,17.1,17.6,1.48,-2.84,6431920.0,0.7148100000000001
600657,-0.633,6.28,6.28,6.31,6.19,6.32,-0.16,-2.06,9096473.0,0.5967800000000001
600572,-0.64,12.42,12.4,12.5,12.25,12.5,0.0,-2.0,24895095.0,2.08917
000338,-0.64,9.32,9.3,9.37,9.21,9.38,-0.11,-1.81,29030535.0,1.38758
000650,-0.641,9.3,9.26,9.39,9.2,9.36,0.32,-1.71,59113578.0,4.77488
601668,-0.644,6.17,6.17,6.22,6.15,6.21,0.16,-0.97,129010805.0,0.43147
002705,-0.645,15.4,15.35,15.48,15.15,15.5,-0.13,-2.26,4391253.0,4.01474
000078,-0.658,15.09,15.0,15.2,14.76,15.19,0.07,-2.83,37937384.0,5.19144
002144,-0.661,22.56,22.48,22.58,22.05,22.71,-0.57,-2.91,9890661.0,7.53683
002007,-0.665,38.85,38.6,39.79,38.5,39.11,1.74,-1.56,6997171.0,1.39615
600019,-0.669,5.94,5.94,5.97,5.92,5.98,-0.17,-1.0,35680195.0,0.21724000000000002
600997,-0.672,5.91,5.88,5.95,5.76,5.95,0.0,-3.19,26893435.0,2.17824
000983,-0.675,5.89,5.87,5.92,5.8,5.93,-0.17,-2.19,35748997.0,1.13447
000402,-0.68,8.77,8.78,8.82,8.68,8.83,-0.11,-1.7,29140851.0,0.9755900000000001
002041,-0.68,16.06,16.13,16.15,15.86,16.17,-0.12,-1.92,5078370.0,0.5811400000000001
000651,-0.686,17.38,17.37,17.49,17.22,17.5,-0.06,-1.6,66640030.0,1.11565
601991,-0.692,5.74,5.73,5.78,5.69,5.78,0.0,-1.56,24095425.0,0.24109000000000003
300125,-0.695,24.28,24.4,24.57,23.85,24.45,0.49,-2.45,3133500.0,4.04445
000919,-0.719,15.19,15.1,15.49,14.98,15.3,1.24,-2.09,5774390.0,1.14748
002634,-0.719,23.49,23.48,23.64,22.99,23.66,-0.08,-2.83,3496712.0,4.97622
600397,-0.725,5.48,5.46,5.54,5.38,5.52,0.36,-2.54,33260763.0,3.35981
000719,-0.728,20.45,20.3,21.02,20.02,20.6,2.04,-2.82,5088872.0,4.77802
603589,-0.73,33.99,34.0,34.19,33.4,34.24,-0.15,-2.45,6057717.0,10.0962
002295,-0.734,13.52,13.47,13.65,13.3,13.62,0.22,-2.35,10152906.0,5.57341
000596,-0.742,29.41,29.32,29.59,29.03,29.63,-0.13,-2.02,2992113.0,0.7800100000000001
600177,-0.743,13.35,13.28,13.47,13.17,13.45,0.15,-2.08,36819146.0,1.6536
600398,-0.746,14.63,14.69,14.82,14.49,14.74,0.54,-1.7,9669288.0,0.64378
300273,-0.746,21.3,21.25,21.62,20.76,21.46,0.75,-3.26,20681476.0,4.03191
600567,-0.748,3.98,3.95,4.05,3.91,4.01,1.0,-2.49,109172881.0,5.01662
601006,-0.749,9.28,9.28,9.33,9.2,9.35,-0.21,-1.6,40959405.0,0.27551000000000003
603968,-0.755,24.99,24.89,25.08,24.31,25.18,-0.4,-3.46,5425211.0,10.6127
300192,-0.755,13.15,13.01,13.57,12.88,13.25,2.42,-2.79,11596905.0,6.64627
600837,-0.758,14.4,14.34,14.56,14.23,14.51,0.34,-1.93,73372764.0,0.9067200000000001
002403,-0.758,11.78,11.85,11.85,11.5,11.87,-0.17,-3.12,7745776.0,2.6793
300098,-0.758,28.8,28.6,29.33,28.32,29.02,1.07,-2.41,4374586.0,2.22103
002342,-0.761,6.52,6.48,6.56,6.4,6.57,-0.15,-2.59,36910398.0,4.46705
600456,-0.764,15.59,15.54,15.72,15.32,15.71,0.06,-2.48,7214862.0,1.67684
002724,-0.768,18.08,18.0,18.31,17.7,18.22,0.49,-2.85,2495164.0,4.99033
600873,-0.769,7.74,7.7,7.83,7.59,7.8,0.38,-2.69,73651558.0,2.36957
603017,-0.772,39.84,39.7,40.05,39.4,40.15,-0.25,-1.87,2021383.0,6.73794
000069,-0.774,7.69,7.66,7.78,7.6,7.75,0.39,-1.94,46769914.0,1.5026700000000002
002375,-0.775,14.09,14.1,14.3,13.91,14.2,0.7,-2.04,33117704.0,2.9309700000000003
603518,-0.782,27.92,27.9,28.03,27.58,28.14,-0.39,-1.99,1992522.0,5.3859200000000005
300146,-0.782,30.46,30.5,30.8,30.21,30.7,0.33,-1.6,5852100.0,1.74696
601515,-0.79,13.82,13.74,13.94,13.5,13.93,0.07,-3.09,17672388.0,1.5892400000000002
002367,-0.79,16.32,16.2,17.1,16.1,16.45,3.95,-2.13,24273654.0,5.27797
601689,-0.803,18.52,18.42,18.62,18.21,18.67,-0.27,-2.46,7367731.0,5.707
000726,-0.804,12.34,12.3,12.46,12.17,12.44,0.16,-2.17,10995522.0,1.96069
002027,-0.805,27.12,26.8,27.85,26.31,27.34,1.87,-3.77,28342390.0,13.83274
600963,-0.809,7.36,7.37,7.42,7.2,7.42,0.0,-2.96,46124995.0,5.4705
000572,-0.809,6.13,6.09,6.19,5.99,6.18,0.16,-3.07,43487281.0,2.64828
000550,-0.812,26.86,26.9,27.16,26.41,27.08,0.3,-2.47,2213259.0,0.42774
600395,-0.814,7.31,7.27,7.45,7.2,7.37,1.09,-2.31,24015598.0,1.45105
000028,-0.833,61.88,61.71,62.5,61.12,62.4,0.16,-2.05,1397786.0,0.59923
300202,-0.845,22.3,22.29,22.58,21.6,22.49,0.4,-3.96,10930276.0,2.60108
601390,-0.846,11.72,11.74,11.77,11.6,11.82,-0.42,-1.86,95384327.0,0.55805
002341,-0.846,12.89,12.9,12.99,12.64,13.0,-0.08,-2.77,8295845.0,3.23512
002184,-0.852,34.9,34.68,35.58,34.31,35.2,1.08,-2.53,5906022.0,4.41922
600986,-0.856,22.0,22.1,22.55,21.68,22.19,1.62,-2.3,6515486.0,1.9433600000000002
600609,-0.858,4.62,4.6,4.66,4.51,4.66,0.0,-3.22,55162834.0,5.04846
000998,-0.858,20.81,20.8,21.28,20.66,20.99,1.38,-1.57,15253619.0,1.83425
300475,-0.875,23.79,23.77,24.0,23.42,24.0,0.0,-2.42,4750449.0,9.5009
600436,-0.877,52.01,52.0,52.31,51.41,52.47,-0.3,-2.02,3060369.0,0.7608900000000001
603023,-0.889,27.86,28.0,28.28,27.55,28.11,0.6,-1.99,2707241.0,9.02414
601898,-0.89,6.68,6.66,6.74,6.56,6.74,0.0,-2.67,44085750.0,0.48171
002750,-0.893,27.75,27.65,28.03,27.3,28.0,0.11,-2.5,4724753.0,9.40249
002128,-0.9,9.91,9.85,9.98,9.71,10.0,-0.2,-2.9,8598821.0,0.64815
600123,-0.903,7.68,7.67,7.7,7.59,7.75,-0.65,-2.06,35932047.0,3.14531
002513,-0.903,13.17,13.26,13.29,12.89,13.29,0.0,-3.01,4383177.0,2.05667
600022,-0.906,3.28,3.27,3.3,3.22,3.31,-0.3,-2.72,72358776.0,1.12423
002433,-0.921,11.83,11.79,11.96,11.63,11.94,0.17,-2.6,23773724.0,3.5084400000000002
000736,-0.94,14.75,14.67,14.97,14.51,14.89,0.54,-2.55,3850398.0,2.77539
002763,-0.944,31.49,31.6,31.84,31.0,31.79,0.16,-2.49,3746102.0,6.9372300000000005
300008,-0.944,13.64,13.6,13.92,13.51,13.77,1.09,-1.89,9279054.0,5.21383
002087,-0.949,7.31,7.26,7.55,7.22,7.38,2.3,-2.17,34885808.0,6.71374
601186,-0.959,14.46,14.49,14.55,14.33,14.6,-0.34,-1.85,38593516.0,0.37611000000000006
600886,-0.964,9.25,9.25,9.31,9.21,9.34,-0.32,-1.39,174596028.0,2.57288
000100,-0.971,4.08,4.08,4.1,4.05,4.12,-0.49,-1.7,170125379.0,1.89101
000783,-0.976,10.15,10.11,10.25,9.93,10.25,0.0,-3.12,46970263.0,0.9904400000000001
002422,-0.977,16.22,16.2,16.4,16.03,16.38,0.12,-2.14,12848999.0,1.80706
600699,-0.985,28.16,28.01,28.5,27.55,28.44,0.21,-3.13,12229267.0,2.72279
002274,-0.985,9.05,9.07,9.14,8.89,9.14,0.0,-2.74,10962490.0,2.23436
000725,-0.987,3.01,3.01,3.03,2.99,3.04,-0.33,-1.64,487681144.0,2.08826
000544,-0.988,17.03,16.82,17.6,16.6,17.2,2.33,-3.49,8480467.0,3.14721
600005,-0.99,4.0,4.0,4.04,3.97,4.04,0.0,-1.73,70093576.0,0.69442
000666,-0.99,18.0,18.15,18.58,17.55,18.18,2.2,-3.47,14526956.0,4.94975
002140,-0.992,17.97,17.9,18.12,17.61,18.15,-0.17,-2.98,4666825.0,1.06715
600031,-1.0,6.93,6.9,6.97,6.85,7.0,-0.43,-2.14,77843916.0,1.02511
000807,-1.006,4.92,4.89,4.97,4.8,4.97,0.0,-3.42,38900124.0,2.5274900000000002
002560,-1.008,24.55,24.31,25.65,24.0,24.8,3.43,-3.23,4664102.0,5.26878
601788,-1.012,17.61,17.57,17.78,17.22,17.79,-0.06,-3.2,29074573.0,0.8506300000000001
601857,-1.026,8.68,8.66,8.7,8.62,8.77,-0.8,-1.71,62600469.0,0.03866
600508,-1.033,10.54,10.49,10.62,10.38,10.65,-0.28,-2.54,16529063.0,2.28707
600385,-1.035,16.25,16.17,16.61,16.15,16.42,1.16,-1.64,4149203.0,2.90614
603616,-1.046,39.75,39.63,39.9,38.83,40.17,-0.67,-3.34,7881523.0,21.48725
002676,-1.056,28.1,28.12,28.65,27.68,28.4,0.88,-2.54,2257201.0,1.42299
002740,-1.056,41.24,40.9,41.94,40.49,41.68,0.62,-2.86,2424962.0,9.69985
300277,-1.061,19.59,19.63,19.86,19.15,19.8,0.3,-3.28,2296047.0,2.36121
002155,-1.073,8.3,8.23,8.4,8.05,8.39,0.12,-4.05,24921269.0,2.502
600027,-1.083,7.31,7.34,7.36,7.23,7.39,-0.41,-2.17,30862079.0,0.51956
600403,-1.083,5.48,5.5,5.51,5.39,5.54,-0.54,-2.71,8775071.0,0.36703
603006,-1.089,30.88,30.68,31.14,30.2,31.22,-0.26,-3.27,1280556.0,3.71822
002538,-1.108,11.6,11.5,11.95,11.25,11.73,1.88,-4.09,19350622.0,3.37388
603979,-1.122,26.44,26.31,26.72,26.02,26.74,-0.07,-2.69,9654774.0,10.16292
000937,-1.124,5.28,5.28,5.31,5.22,5.34,-0.56,-2.25,30987548.0,1.08001
002133,-1.124,6.16,6.13,6.24,6.05,6.23,0.16,-2.89,23240984.0,4.7241
600369,-1.126,7.9,7.87,7.96,7.78,7.99,-0.38,-2.63,65890112.0,1.41848
603116,-1.136,28.73,28.89,28.99,28.19,29.06,-0.24,-2.99,7511444.0,12.77456
600958,-1.145,18.99,18.95,19.18,18.52,19.21,-0.16,-3.59,25964038.0,2.5964
601600,-1.145,5.18,5.18,5.23,5.13,5.24,-0.19,-2.1,90800586.0,0.94776
601088,-1.146,15.53,15.55,15.6,15.45,15.71,-0.7,-1.65,19652643.0,0.11917000000000001
600795,-1.149,4.3,4.3,4.33,4.25,4.35,-0.46,-2.3,155934425.0,0.8752700000000001
000039,-1.149,18.93,19.01,19.05,18.68,19.15,-0.52,-2.45,20227534.0,1.60646
300482,-1.149,86.0,85.96,87.79,85.48,87.0,0.91,-1.75,1780711.0,8.09414
000926,-1.151,11.16,11.21,11.45,11.11,11.29,1.42,-1.59,11606922.0,2.37579
600980,-1.156,17.95,17.82,18.12,17.56,18.16,-0.22,-3.3,4690095.0,3.60777
600028,-1.165,5.09,5.1,5.13,5.07,5.15,-0.39,-1.55,145789934.0,0.15257
600216,-1.167,10.16,10.12,10.22,9.99,10.28,-0.58,-2.82,30167408.0,3.22266
000656,-1.172,5.06,5.06,5.08,5.0,5.12,-0.78,-2.34,46406025.0,1.55496
002209,-1.18,15.91,15.93,16.35,15.75,16.1,1.55,-2.17,3616308.0,2.79609
600999,-1.182,17.55,17.51,17.83,17.4,17.76,0.39,-2.03,22752573.0,0.47371
000819,-1.183,26.73,26.7,26.9,26.17,27.05,-0.55,-3.25,7549850.0,3.06788
000539,-1.184,7.51,7.54,7.57,7.4,7.6,-0.39,-2.63,19602083.0,0.76753
600422,-1.188,34.93,34.9,35.2,34.33,35.35,-0.42,-2.89,17340711.0,5.09344
600961,-1.194,11.59,11.5,11.69,11.32,11.73,-0.34,-3.5,18029460.0,3.41818
002160,-1.196,9.09,9.07,9.3,8.99,9.2,1.09,-2.28,7916294.0,2.43806
000705,-1.203,12.32,12.25,12.64,12.11,12.47,1.36,-2.89,17865725.0,6.55083
002208,-1.214,13.83,13.81,13.97,13.62,14.0,-0.21,-2.71,4733294.0,1.49388
600863,-1.224,4.84,4.82,4.88,4.8,4.9,-0.41,-2.04,73272157.0,1.26163
601258,-1.225,4.03,4.02,4.05,3.99,4.08,-0.74,-2.21,78992811.0,1.50663
002250,-1.244,19.06,19.11,19.55,18.89,19.3,1.3,-2.12,13681881.0,2.48515
600305,-1.256,22.01,22.1,22.29,21.63,22.29,0.0,-2.96,4290868.0,1.4237900000000001
600549,-1.272,17.08,16.98,17.31,16.81,17.3,0.06,-2.83,13117562.0,1.4795800000000001
002236,-1.274,34.87,35.0,35.41,34.63,35.32,0.25,-1.95,11718232.0,1.76722
600491,-1.281,10.79,10.87,10.93,10.55,10.93,0.0,-3.48,36386113.0,3.83982
002193,-1.284,13.84,13.9,13.99,13.68,14.02,-0.21,-2.43,5659650.0,3.53872
000932,-1.286,3.07,3.08,3.1,3.04,3.11,-0.32,-2.25,31308099.0,1.03844
600362,-1.294,14.49,14.43,14.6,14.23,14.68,-0.54,-3.07,23244237.0,1.1200700000000001
600348,-1.306,6.8,6.8,6.84,6.69,6.89,-0.73,-2.9,27411585.0,1.13977
002673,-1.33,17.81,17.65,18.26,17.57,18.05,1.16,-2.66,32018852.0,1.39212
300359,-1.338,88.5,88.0,89.99,86.51,89.7,0.32,-3.56,3542208.0,4.38295
002349,-1.346,29.32,29.35,29.49,28.65,29.72,-0.77,-3.6,5051962.0,2.55579
603338,-1.347,40.28,40.4,41.2,38.98,40.83,0.91,-4.53,4515061.0,11.114
601318,-1.348,32.2,32.3,32.67,32.1,32.64,0.09,-1.65,48784540.0,0.45035000000000003
002714,-1.359,55.9,55.5,57.68,54.56,56.67,1.78,-3.72,4005974.0,2.79646
300144,-1.364,23.86,23.95,24.1,23.36,24.19,-0.37,-3.43,14390777.0,1.18048
601969,-1.369,14.41,14.32,14.6,14.0,14.61,-0.07,-4.18,8185091.0,4.38479
601699,-1.37,6.48,6.5,6.55,6.4,6.57,-0.3,-2.59,28344908.0,0.94754
002628,-1.376,7.17,7.22,7.23,7.03,7.27,-0.55,-3.3,28093319.0,4.42003
601968,-1.388,13.5,13.48,13.57,13.18,13.69,-0.88,-3.73,27160621.0,13.0371
600688,-1.395,7.07,7.06,7.1,6.91,7.17,-0.98,-3.63,79950351.0,2.73335
002738,-1.398,28.21,28.0,28.45,27.5,28.61,-0.56,-3.88,3169051.0,10.5635
002680,-1.402,41.5,41.98,41.98,40.03,42.09,-0.26,-4.89,3999904.0,6.02531
603558,-1.405,16.14,16.19,16.32,15.94,16.37,-0.31,-2.63,3022468.0,4.02996
002462,-1.408,41.31,41.3,42.33,40.6,41.9,1.03,-3.1,3686780.0,1.8789500000000001
000681,-1.431,27.56,27.5,27.78,27.17,27.96,-0.64,-2.83,6249620.0,3.17763
002500,-1.445,12.28,12.22,12.42,12.1,12.46,-0.32,-2.89,46851702.0,1.8827500000000001
000612,-1.454,6.1,6.13,6.16,6.02,6.19,-0.48,-2.75,26543029.0,2.7713
601211,-1.457,20.29,20.31,20.48,20.02,20.59,-0.53,-2.77,56074122.0,3.67699
600331,-1.475,6.68,6.66,6.76,6.5,6.78,-0.29,-4.13,35364051.0,3.42675
300463,-1.493,85.1,84.8,85.51,83.73,86.39,-1.02,-3.08,2374960.0,6.33323
002001,-1.503,15.07,15.02,15.19,14.85,15.3,-0.72,-2.94,13408280.0,1.24957
603838,-1.509,33.29,33.18,33.7,32.8,33.8,-0.3,-2.96,7354406.0,22.05881
300251,-1.521,27.84,27.78,28.19,27.28,28.27,-0.28,-3.5,47171677.0,3.8519300000000003
601168,-1.551,6.98,6.99,7.04,6.88,7.09,-0.71,-2.96,46607162.0,1.9558200000000001
000570,-1.554,9.5,9.45,9.6,9.32,9.65,-0.52,-3.42,21443248.0,5.21259
300349,-1.559,32.2,32.0,33.61,31.78,32.71,2.75,-2.84,5381684.0,3.85605
600872,-1.584,14.91,14.94,15.04,14.68,15.15,-0.73,-3.1,30968323.0,3.8873800000000003
002244,-1.589,7.43,7.44,7.54,7.34,7.55,-0.13,-2.78,64344953.0,2.80314
002142,-1.609,12.23,12.25,12.3,12.1,12.43,-1.05,-2.65,27320235.0,0.7918600000000001
002173,-1.631,16.28,16.35,16.48,16.01,16.55,-0.42,-3.26,3765627.0,3.90628
600857,-1.658,14.83,14.8,15.02,14.6,15.08,-0.4,-3.18,9970941.0,4.44496
600782,-1.679,5.27,5.25,5.33,5.18,5.36,-0.56,-3.36,28029533.0,2.01152
603988,-1.687,37.89,37.81,38.3,36.51,38.54,-0.62,-5.27,1923209.0,9.61605
002037,-1.692,27.3,27.1,28.05,27.0,27.77,1.01,-2.77,3465795.0,1.05868
600096,-1.696,11.59,11.6,11.76,11.41,11.79,-0.25,-3.22,13643239.0,2.61734
000758,-1.7,14.46,14.5,14.7,14.11,14.71,-0.07,-4.08,39015682.0,4.32757
000803,-1.738,17.53,17.53,18.05,17.32,17.84,1.18,-2.91,5874731.0,6.01348
002180,-1.738,44.1,43.94,44.88,43.52,44.88,0.0,-3.03,2875556.0,2.65785
002665,-1.758,27.38,27.22,27.8,27.14,27.87,-0.25,-2.62,7555271.0,1.30168
600489,-1.798,9.83,9.79,9.96,9.68,10.01,-0.5,-3.3,56877969.0,1.9325
600262,-1.803,40.84,40.6,42.0,40.6,41.59,0.99,-2.38,2851279.0,1.6772200000000002
300450,-1.861,83.3,83.0,84.45,81.02,84.88,-0.51,-4.55,3168065.0,9.31784
300486,-1.883,39.08,39.05,39.95,38.49,39.83,0.3,-3.36,6604914.0,19.02337
000886,-1.898,5.17,5.18,5.21,5.07,5.27,-1.14,-3.8,38835694.0,4.02601
300431,-1.924,67.28,67.26,68.99,65.98,68.6,0.57,-3.82,11668418.0,17.67942
000962,-1.928,11.19,11.22,11.28,11.0,11.41,-1.14,-3.59,6985774.0,1.58468
000070,-1.93,23.38,23.51,23.55,22.7,23.84,-1.22,-4.78,12976962.0,5.01862
000620,-1.963,9.99,10.01,10.19,9.97,10.19,0.0,-2.16,13187496.0,0.8252700000000001
300017,-1.97,56.22,56.6,57.3,55.52,57.35,-0.09,-3.19,12188516.0,2.4572
300460,-1.975,25.31,25.31,25.55,24.96,25.82,-1.05,-3.33,4648307.0,11.04636
002759,-2.045,34.48,34.45,35.16,34.01,35.2,-0.11,-3.38,2117634.0,8.82348
603223,-2.131,36.74,36.9,37.1,36.4,37.54,-1.17,-3.04,6457833.0,21.52611
000791,-2.156,14.52,14.5,14.82,14.31,14.84,-0.13,-3.57,14293616.0,7.56411
002459,-2.161,15.39,15.25,15.84,15.2,15.73,0.7,-3.37,3386601.0,1.70392
601116,-2.183,9.41,9.4,9.5,9.26,9.62,-1.25,-3.74,6912333.0,1.68282
300236,-2.206,26.6,26.6,27.05,26.0,27.2,-0.55,-4.41,4260502.0,2.81001
601666,-2.335,5.02,5.0,5.05,4.96,5.14,-1.75,-3.5,56398200.0,2.38858
300420,-2.348,42.01,42.0,43.48,41.26,43.02,1.07,-4.09,2784965.0,13.92483
