2015-08-06 20:54:24,changepercent,trade,open,high,low,settlement,volume,turnoverratio
600528,-3.692,15.39,15.24,15.86,15.0,15.98,74000100,5.07128
603718,-3.831,38.41,38.39,39.44,37.6,39.94,5430122,7.75732
600031,-3.833,8.28,8.28,8.6,8.2,8.61,159503439,2.10047
000548,-3.877,10.91,10.91,11.35,10.75,11.35,20607033,4.128
002669,-3.897,20.22,20.0,21.56,19.81,21.04,19336888,14.81633
000856,-3.913,12.77,12.89,13.27,12.5,13.29,11105616,4.89234
002644,-3.94,49.25,49.0,51.0,48.45,51.27,4763570,2.68044
002380,-3.958,54.6,55.13,56.68,54.5,56.85,3043782,5.97837
601918,-4.064,13.69,13.5,14.27,13.36,14.27,300649681,11.60567
600012,-4.067,9.67,9.71,9.88,9.6,10.08,14140909,1.21319
002488,-4.297,24.5,24.32,25.81,24.08,25.6,10742717,3.28992
600581,-4.359,10.75,10.85,11.67,10.59,11.24,54549992,7.11724
000401,-4.441,14.2,14.26,15.22,14.03,14.86,68690589,5.0992
600491,-4.463,10.49,10.6,10.92,10.35,10.98,55037595,5.8081
601390,-4.473,13.24,13.31,13.78,13.08,13.86,167591879,0.9805
600917,-4.526,13.08,13.04,13.42,12.81,13.7,17146956,10.99164
300452,-4.542,73.98,74.53,77.49,73.06,77.5,1416540,12.21155
603006,-4.558,35.6,35.71,36.98,35.52,37.3,2237014,6.49539
600830,-4.585,12.07,12.16,12.59,11.9,12.65,41041091,9.03347
300448,-4.622,71.4,71.0,74.78,70.1,74.86,1153011,5.76506
000528,-4.643,10.68,10.75,11.1,10.51,11.2,61110014,5.43157
600812,-4.762,9.2,9.15,9.4,8.9,9.66,32557327,3.16528
603568,-4.77,40.93,41.21,42.5,39.13,42.98,8335750,18.20033
002759,-4.924,47.69,48.0,49.6,45.8,50.16,3198520,13.32717
603118,-4.952,37.62,38.0,38.8,37.0,39.58,11979706,15.97294
600101,-4.983,11.25,11.36,11.65,11.08,11.84,24796220,7.64893
300453,-5.016,57.0,57.3,59.25,55.72,60.01,3211596,16.17118
603030,-5.19,33.43,33.99,35.58,32.71,35.26,5463792,13.65948
300455,-5.318,46.29,46.8,48.5,45.01,48.89,4199353,11.99815
002253,-5.355,41.36,41.18,43.3,41.0,43.7,9352125,7.38023
600726,-5.41,11.19,11.28,11.7,11.01,11.83,97057530,6.3243
300391,-5.52,20.71,20.8,21.49,20.27,21.92,2263130,4.37955
300460,-5.634,37.52,37.67,38.65,35.95,39.76,12440298,29.56345
000518,-5.696,7.45,7.51,7.72,7.4,7.9,126682867,12.30485
300101,-6.273,55.28,56.1,58.79,54.8,58.98,14316204,6.5014
000031,-6.674,17.06,17.3,17.96,16.91,18.28,91230606,5.03003
000930,-7.052,18.19,18.3,19.3,18.0,19.57,104008353,10.78465
300470,-10.0,83.34,84.2,87.9,83.34,92.6,3515832,26.35556
