2015-08-06 20:54:24,changepercent,trade,open,high,low,settlement,volume,turnoverratio
002205,-0.349,22.84,22.5,23.5,22.1,22.92,4836844,4.16424
002062,-0.57,10.47,10.4,11.05,10.21,10.53,31950213,4.77712
600160,-0.845,12.91,12.77,13.0,12.4,13.02,44263724,2.44427
002658,-1.063,27.93,27.55,29.16,27.26,28.23,15963006,5.59565
002051,-1.27,24.88,24.8,25.77,24.5,25.2,7053924,0.9226400000000001
002035,-1.447,14.3,14.3,14.49,14.0,14.51,3904899,1.3912200000000001
600630,-1.538,15.36,15.11,16.1,14.88,15.6,23444054,5.51804
000963,-1.658,71.79,72.0,74.17,69.66,73.0,6925674,1.59556
600829,-1.67,13.54,13.44,13.88,13.1,13.77,5610861,0.9675800000000001
600180,-1.728,23.89,24.0,24.28,23.11,24.31,4145054,1.56763
600225,-1.739,7.91,7.85,8.25,7.76,8.05,20953948,3.37912
002585,-1.909,12.33,12.28,12.6,12.05,12.57,5148279,1.41328
002291,-1.952,11.55,11.4,11.99,11.31,11.78,3410525,0.9386300000000001
300318,-1.98,19.8,19.59,20.33,19.36,20.2,3938678,1.9357600000000001
002437,-2.047,31.11,31.4,32.1,30.9,31.76,6049973,0.86428
600820,-2.072,14.18,14.01,14.86,13.98,14.48,172715307,5.49332
603306,-2.11,35.26,35.33,36.0,34.7,36.02,1389710,3.9706
000722,-2.128,15.18,14.98,15.79,14.78,15.51,17724058,3.81856
300446,-2.162,89.6,89.07,91.92,87.7,91.58,503541,3.26975
300292,-2.187,32.65,32.4,34.09,32.0,33.38,3502933,3.75518
600449,-2.242,10.03,10.0,10.32,9.9,10.26,14614520,3.05627
000935,-2.319,7.16,7.1,7.3,7.05,7.33,10519038,3.29327
002177,-2.33,10.06,9.98,10.39,9.87,10.3,39627776,6.67351
600090,-2.376,14.79,14.7,15.21,14.52,15.15,11476676,3.11937
000811,-2.472,13.81,13.68,14.15,13.33,14.16,20741787,5.25655
600666,-2.666,30.67,30.92,31.93,30.1,31.51,3323716,1.14553
600130,-2.713,7.89,7.9,8.11,7.8,8.11,37488071,4.88126
300242,-2.716,64.11,63.66,66.26,62.8,65.9,1174650,2.81219
600283,-2.812,11.75,11.6,12.07,11.41,12.09,11076338,3.88194
600802,-2.82,8.27,8.2,8.49,8.11,8.51,17392428,4.5545
300119,-2.841,15.39,15.39,15.95,15.2,15.84,7852569,3.85693
002507,-2.85,19.43,19.49,19.95,19.08,20.0,2334448,1.25929
300434,-2.888,54.47,54.3,56.2,53.8,56.09,1782315,10.484210000000001
300304,-2.889,21.18,21.2,21.63,20.36,21.81,6475801,3.2379
603869,-2.904,28.75,28.89,29.59,28.3,29.61,6543563,12.10426
300489,-2.913,73.98,74.16,79.99,73.73,76.2,3024831,26.65049
002039,-2.948,16.46,16.47,17.12,16.31,16.96,10179839,3.33356
002307,-2.971,12.41,12.4,13.0,12.2,12.79,29404175,5.27606
603558,-2.979,44.95,45.5,46.56,44.1,46.33,1764750,5.8825
000157,-3.026,6.41,6.45,6.6,6.38,6.61,94220344,1.50488
601038,-3.051,12.71,12.7,12.92,12.36,13.11,21284674,14.18978
000737,-3.077,6.3,6.3,6.45,6.2,6.5,22646366,4.12695
000425,-3.086,11.62,11.67,11.97,11.54,11.99,31088096,1.31925
300074,-3.145,12.01,11.9,12.36,11.66,12.4,40547199,11.32851
002537,-3.153,15.05,15.19,15.54,14.7,15.54,10725682,3.57523
002443,-3.201,12.4,12.52,13.02,12.28,12.81,21136438,4.3149
600512,-3.209,5.73,5.78,5.92,5.63,5.92,28359382,3.84826
600233,-3.237,17.04,16.88,18.35,16.58,17.61,9694038,5.87517
600784,-3.296,10.27,10.19,10.57,10.06,10.62,22726524,4.5763
603020,-3.306,47.09,47.0,48.5,46.5,48.7,3692921,9.2323
002159,-3.376,25.47,25.69,26.5,25.0,26.36,2411273,2.0114900000000002
300471,-3.404,127.69,128.28,131.9,124.0,132.19,1845914,12.47239
002175,-3.409,46.75,46.07,48.0,44.85,48.4,6772342,3.38679
300468,-3.424,67.13,67.0,69.88,66.07,69.51,1253653,5.01461
600179,-3.453,14.82,14.72,15.18,14.45,15.35,19308266,4.95084
000585,-3.54,5.45,5.45,5.69,5.41,5.65,44265538,7.26354
600749,-3.56,21.4,21.16,23.0,20.82,22.19,27683043,14.63643
000860,-3.576,22.38,22.5,23.28,22.21,23.21,14205218,2.52313
002757,-3.629,43.28,43.9,44.66,41.51,44.91,5857841,21.4259
601518,-3.678,5.5,5.5,5.67,5.41,5.71,34118390,2.81226
