2015-08-24 22:16:39,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,000425,10.03,11.08,11.08,11.08,10.61,10.07,209123674,8.87433
1,601636,10.0,9.79,9.0,9.79,8.8,8.9,106819912,12.99535
2,000628,10.0,9.46,9.46,9.46,9.46,8.6,3581393,1.90751
3,002529,10.0,20.79,19.5,20.79,19.5,18.9,52160919,26.08046
4,002515,9.979,20.72,20.72,20.72,19.85,18.84,31969650,16.29675
5,002752,9.957,35.78,30.5,35.78,29.29,32.54,8949188,14.91531
6,300417,6.115,67.68,60.2,67.68,57.4,63.78,1281110,12.5599
7,000510,5.031,10.02,9.55,10.02,9.06,9.54,70596566,11.58987
8,601069,4.907,22.02,19.11,23.07,18.89,20.99,59334408,47.0908
9,600381,2.876,22.18,21.3,23.29,19.91,21.56,54758488,27.5271
10,002743,1.53,34.5,31.57,35.43,31.0,33.98,7105825,23.42065
11,600750,1.194,38.97,35.45,41.06,34.66,38.51,12668999,4.223
12,002359,0.649,15.5,14.43,15.6,13.86,15.4,30770558,9.15957
13,002591,0.619,13.0,12.41,13.18,11.63,12.92,10531686,6.97597
14,600485,0.123,32.65,30.65,33.3,29.35,32.61,9962920,7.18898
15,002691,-0.498,19.97,19.2,20.07,18.06,20.07,9716050,4.90425
16,603568,-0.502,43.59,43.0,44.2,39.88,43.81,9967982,21.76415
17,600768,-1.299,19.76,18.02,21.51,18.02,20.02,9255650,6.92026
18,603021,-1.588,53.29,53.49,58.76,49.26,54.15,7700645,29.16911
19,600613,-2.113,19.46,18.17,21.3,18.17,19.88,32818094,18.51721
20,603600,-3.1,128.49,135.0,135.0,128.0,132.6,2937550,11.7502
21,600547,-3.442,21.32,20.78,23.5,19.88,22.08,97271184,6.8352900000000005
22,000885,-3.774,12.75,12.05,13.15,11.93,13.25,10344811,2.42381
23,002113,-4.104,25.7,26.07,27.0,24.12,26.8,7820221,6.6050699999999996
24,600400,-4.655,12.29,11.8,12.47,11.6,12.89,36395705,6.4946
25,603268,-4.886,30.95,29.5,31.5,29.32,32.54,2139258,9.7239
26,601857,-4.9,9.51,9.8,10.49,9.0,10.0,249613571,0.15416000000000002
27,000155,-4.943,7.5,7.5,7.56,7.5,7.89,2323918,0.49445000000000006
28,000059,-4.957,7.67,7.69,7.69,7.67,8.07,3182300,0.26508000000000004
29,000557,-4.976,5.92,5.95,5.95,5.92,6.23,4111480,0.6154900000000001
30,000995,-4.981,12.59,12.59,12.6,12.59,13.25,1573700,0.88707
31,002192,-4.982,24.03,24.04,24.15,24.03,25.29,641600,0.5607300000000001
32,002633,-4.985,21.92,21.92,22.7,21.92,23.07,1844900,2.12745
33,000815,-4.993,21.12,21.12,21.12,21.12,22.23,522700,0.165
34,300464,-5.0,33.82,35.31,35.31,32.04,35.6,4918758,23.7966
35,000976,-5.006,7.78,7.78,7.87,7.78,8.19,3363600,0.57345
36,600733,-5.007,41.36,41.36,41.36,41.36,43.54,66600,0.0881
37,000068,-5.008,12.33,12.33,12.33,12.33,12.98,2623200,0.29255000000000003
38,000912,-5.016,5.87,5.94,5.94,5.87,6.18,1724400,0.29477000000000003
39,600182,-5.024,16.07,16.29,16.29,16.07,16.92,1135600,0.668
40,002417,-5.028,15.49,15.49,15.49,15.49,16.31,376200,0.17958000000000002
41,000927,-5.03,6.42,6.42,6.5,6.42,6.76,2121200,0.13298000000000001
