,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,002776,44.01,33.54,27.95,33.54,27.95,23.29,20493,0.07816000000000001
1,002772,44.0,18.72,15.6,18.72,15.6,13.0,22401,0.060140000000000006
2,300485,43.994,55.38,50.77,55.38,50.77,38.46,18100,0.06033
3,601211,43.988,28.38,23.65,28.38,23.65,19.71,2068078,0.13561
4,002773,43.979,19.61,16.34,19.61,16.34,13.62,29100,0.06382
5,002607,10.028,11.74,11.74,11.74,11.02,10.67,29817420,11.97447
6,600359,10.023,18.77,16.81,18.77,16.3,17.06,51125425,15.92692
7,600232,10.022,14.93,14.57,14.93,13.64,13.57,72502923,19.87914
8,601368,10.02,21.85,21.85,21.85,21.85,19.86,5665048,3.85377
9,002766,10.02,28.11,28.11,28.11,28.11,25.55,601850,1.3140800000000001
10,601968,10.019,11.53,11.53,11.53,11.53,10.48,2911245,1.3974
11,002010,10.017,13.29,13.29,13.29,13.29,12.08,281257,0.06813000000000001
12,601985,10.016,13.95,13.95,13.95,13.01,12.68,1616476991,41.544
13,002765,10.013,26.04,26.04,26.04,26.04,23.67,987630,1.8992900000000001
14,000981,10.012,26.48,26.0,26.48,25.0,24.07,26832963,3.127
15,600871,10.009,11.65,10.0,11.65,9.75,10.59,186109128,41.35758
16,300478,10.009,61.0,61.0,61.0,53.88,55.45,9391449,56.33743
17,300475,10.006,36.17,36.17,36.17,30.22,32.88,24561277,49.12255
18,300152,10.003,42.34,42.34,42.34,39.95,38.49,80717586,33.97205
19,300470,10.001,117.47,117.47,117.47,97.0,106.79,8096583,60.69403
20,002761,10.0,29.92,29.92,29.92,29.92,27.2,2006291,6.68764
21,002767,10.0,50.49,50.49,50.49,48.12,45.9,5154417,20.61767
22,603066,9.998,46.43,46.43,46.43,44.0,42.21,7612288,30.44915
23,300464,9.995,41.93,41.93,41.93,39.01,38.12,5186731,25.09304
24,300476,9.994,58.77,58.77,58.77,48.88,53.43,21063823,57.44157
25,300479,9.994,37.42,37.42,37.42,37.42,34.02,90000,0.45
26,000020,9.992,26.86,24.48,26.86,23.24,24.42,23228755,35.91585
27,603616,9.99,42.39,42.39,42.39,34.82,38.54,24240713,66.087
28,300472,9.99,42.5,42.5,42.5,42.5,38.64,534715,3.20765
29,300477,9.99,43.6,43.6,43.6,42.16,39.64,4834185,18.59302
30,002760,9.989,31.05,31.05,31.05,31.05,28.23,737038,3.35017
31,300469,9.988,37.88,37.88,37.88,37.88,34.44,102713,0.6150500000000001
32,600756,9.986,32.38,32.38,32.38,32.38,29.44,1265495,0.45399000000000006
33,002021,9.968,10.26,10.26,10.26,10.26,9.33,660374,0.1163
34,600747,9.964,9.05,8.67,9.05,8.32,8.23,270528470,25.41776
35,600649,9.957,7.73,7.73,7.73,7.73,7.03,2100061,0.07029
36,300368,9.94,32.96,32.98,32.98,30.98,29.98,28197924,36.84871
37,601016,9.714,33.77,28.5,33.86,27.7,30.78,16185643,9.10431
38,300457,8.607,83.91,75.4,84.0,75.0,77.26,6113962,31.353650000000002
39,002590,7.484,21.4,19.7,21.84,18.99,19.91,19614712,5.44249
40,600688,7.253,11.09,10.01,11.28,9.8,10.34,622481896,26.09987
41,601800,5.214,15.74,14.8,16.46,14.42,14.96,213101557,1.81406
