2015-09-10 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600768,0.0,14.78,14.5,15.5,14.1,14.78,4.87,-4.6,6454396.0,4.82582
000509,0.0,5.3,5.25,5.65,5.14,5.3,6.6,-3.02,30968535.0,5.11342
000560,0.0,20.0,19.9,20.35,19.38,20.0,1.75,-3.1,3885872.0,2.34913
000669,0.0,18.37,18.13,19.07,17.93,18.37,3.81,-2.4,7474725.0,3.34726
000889,0.0,10.17,10.11,10.45,9.95,10.17,2.75,-2.16,10130646.0,2.99257
002215,0.0,13.0,12.87,13.3,12.45,13.0,2.31,-4.23,10000493.0,1.46495
300180,0.0,12.39,12.2,12.93,12.09,12.39,4.36,-2.42,7810576.0,2.60433
002208,-0.079,12.68,12.89,13.19,12.32,12.69,3.94,-2.92,7554118.0,2.38417
600651,-0.179,11.17,11.0,11.65,10.85,11.19,4.11,-3.04,20388971.0,2.75875
600376,-0.197,10.12,9.98,10.46,9.89,10.14,3.16,-2.47,50902514.0,2.27039
300439,-0.21,90.32,89.9,94.37,88.1,90.51,4.26,-2.66,3207199.0,11.31686
600372,-0.222,22.44,22.0,23.58,21.52,22.49,4.85,-4.31,22135767.0,1.25831
600182,-0.349,14.27,14.17,14.56,14.1,14.32,1.68,-1.54,6070501.0,3.57088
002037,-0.476,27.17,27.0,28.01,26.31,27.3,2.6,-3.63,2977209.0,0.90944
600121,-0.546,5.46,5.38,5.67,5.33,5.49,3.28,-2.91,11349049.0,1.62514
002098,-0.547,9.09,8.98,9.66,8.8,9.14,5.69,-3.72,11832996.0,5.94787
002743,-0.547,25.44,25.5,26.22,24.89,25.58,2.5,-2.7,2962376.0,9.76393
300405,-0.568,35.0,35.0,35.75,34.0,35.2,1.56,-3.41,1400889.0,8.24052
002462,-0.573,34.69,34.6,36.21,33.46,34.89,3.78,-4.1,4982804.0,2.53947
000543,-0.598,13.3,13.36,13.7,13.22,13.38,2.39,-1.2,20413997.0,1.9913
600136,-0.606,27.88,27.51,29.28,27.05,28.05,4.39,-3.57,4075669.0,3.90787
300101,-0.663,37.46,36.77,39.0,36.1,37.71,3.42,-4.27,11202908.0,5.08756
600223,-0.669,5.94,5.94,6.32,5.81,5.98,5.69,-2.84,20627353.0,2.06074
600158,-0.674,17.69,17.36,18.8,17.07,17.81,5.56,-4.15,59785323.0,9.09289
000501,-0.682,17.48,17.29,17.95,17.11,17.6,1.99,-2.78,4068362.0,0.80215
000903,-0.693,7.16,7.21,7.43,7.12,7.21,3.05,-1.25,16732446.0,2.48139
002205,-0.702,19.79,19.5,20.55,19.2,19.93,3.11,-3.66,4040367.0,3.47852
000036,-0.736,6.74,6.72,6.98,6.56,6.79,2.8,-3.39,32355120.0,2.87888
600782,-0.745,5.33,5.23,5.54,5.13,5.37,3.17,-4.47,27077454.0,1.9432
300234,-0.761,13.04,13.1,13.35,12.81,13.14,1.6,-2.51,3937387.0,2.76358
002576,-0.771,16.73,16.68,17.5,16.42,16.86,3.8,-2.61,6581059.0,5.55251
600594,-0.772,16.7,16.55,17.5,16.36,16.83,3.98,-2.79,16298652.0,2.08327
000523,-0.775,14.08,13.87,14.75,13.55,14.19,3.95,-4.51,28534561.0,6.41281
300035,-0.791,8.78,8.74,8.98,8.6,8.85,1.47,-2.82,7940569.0,4.31584
002016,-0.798,7.46,7.34,7.76,7.25,7.52,3.19,-3.59,18372430.0,2.84361
300232,-0.8,19.85,19.6,20.66,19.58,20.01,3.25,-2.15,2399421.0,1.73133
600751,-0.825,7.21,7.2,7.45,7.1,7.27,2.48,-2.34,12871927.0,3.31631
600973,-0.826,10.81,10.9,11.28,10.67,10.9,3.49,-2.11,11981478.0,2.89149
002651,-0.848,30.4,30.8,32.2,29.55,30.66,5.02,-3.62,15116683.0,11.38304
600475,-0.851,13.98,13.88,14.32,13.78,14.1,1.56,-2.27,4497741.0,1.75693
000055,-0.86,6.92,6.95,7.03,6.8,6.98,0.72,-2.58,9810136.0,2.33475
000546,-0.861,8.06,7.99,8.37,7.84,8.13,2.95,-3.57,6751235.0,3.98598
000547,-0.873,15.9,15.69,16.8,15.5,16.04,4.74,-3.37,33535762.0,4.01703
300078,-0.894,53.2,52.5,55.99,51.8,53.68,4.3,-3.5,2200525.0,1.98812
000611,-0.909,7.63,7.57,7.95,7.53,7.7,3.25,-2.21,15019134.0,4.7072400000000005
002631,-0.912,13.04,12.95,13.51,12.76,13.16,2.66,-3.04,14059196.0,2.79826
000790,-0.93,9.59,9.45,10.17,9.37,9.68,5.06,-3.2,26995363.0,6.30144
002360,-0.973,8.14,8.03,8.49,8.0,8.22,3.28,-2.68,9236250.0,3.76858
300018,-0.973,20.35,20.38,21.07,20.0,20.55,2.53,-2.68,5378937.0,3.5869400000000002
002717,-0.98,15.16,15.19,15.34,14.8,15.31,0.2,-3.33,2992656.0,1.9533800000000001
000902,-0.982,21.18,21.3,21.95,20.88,21.39,2.62,-2.38,6707477.0,2.5998
600358,-0.993,9.97,9.91,10.38,9.72,10.07,3.08,-3.48,29889246.0,6.918810000000001
601177,-0.994,7.97,7.91,8.17,7.85,8.05,1.49,-2.48,9440890.0,2.35987
002253,-1.001,28.68,28.4,30.6,28.0,28.97,5.63,-3.35,8902302.0,7.01886
000789,-1.003,6.91,6.82,7.09,6.72,6.98,1.58,-3.72,16524406.0,2.69412
000417,-1.023,8.71,8.63,9.05,8.6,8.8,2.84,-2.27,15627538.0,2.00711
000043,-1.026,8.68,8.56,9.1,8.52,8.77,3.76,-2.85,18824604.0,2.8224400000000003
002173,-1.03,14.41,14.37,14.9,14.35,14.56,2.34,-1.44,3481475.0,3.61152
600116,-1.038,13.35,13.41,13.71,13.3,13.49,1.63,-1.41,10352933.0,3.86978
300177,-1.051,13.18,13.05,13.77,12.88,13.32,3.38,-3.3,10048767.0,3.94607
300290,-1.078,25.7,25.47,26.83,25.02,25.98,3.27,-3.7,5028686.0,6.56114
600452,-1.09,18.15,18.0,18.83,17.73,18.35,2.62,-3.38,4447722.0,2.77983
000620,-1.097,9.92,9.8,10.25,9.68,10.03,2.19,-3.49,12825310.0,0.8026000000000001
600435,-1.121,28.22,28.3,29.92,27.51,28.54,4.84,-3.61,13772311.0,1.8494800000000002
002708,-1.125,19.34,19.28,19.85,18.91,19.56,1.48,-3.32,2613732.0,3.80727
600765,-1.132,16.6,16.5,17.5,16.03,16.79,4.23,-4.53,27665450.0,3.55596
600235,-1.148,7.75,7.68,8.0,7.54,7.84,2.04,-3.83,8323655.0,2.36939
300228,-1.162,39.99,39.6,41.2,39.1,40.46,1.83,-3.36,8826057.0,8.074
300254,-1.162,21.27,20.99,22.28,20.6,21.52,3.53,-4.28,8078718.0,7.69852
002209,-1.164,15.28,15.4,15.87,15.01,15.46,2.65,-2.91,2298698.0,1.77733
603885,-1.18,47.75,47.39,49.73,46.97,48.32,2.92,-2.79,2678454.0,3.9389000000000003
600980,-1.19,17.43,17.5,18.16,17.12,17.64,2.95,-2.95,5482034.0,4.21695
300455,-1.19,29.05,28.68,30.0,28.51,29.4,2.04,-3.03,2043162.0,5.83761
300168,-1.195,24.8,24.5,25.68,24.44,25.1,2.31,-2.63,57740480.0,5.77321
300151,-1.198,11.55,11.55,11.89,11.2,11.69,1.71,-4.19,21069346.0,7.91963
000419,-1.203,7.39,7.35,7.58,7.25,7.48,1.34,-3.07,16416243.0,3.02164
600697,-1.205,23.77,23.67,24.2,23.53,24.06,0.58,-2.2,2326288.0,1.49932
600246,-1.215,4.88,4.91,5.06,4.8,4.94,2.43,-2.83,14070971.0,1.15639
600007,-1.221,13.75,13.8,14.2,13.4,13.92,2.01,-3.74,5330166.0,0.5291600000000001
002500,-1.228,11.26,11.18,11.7,11.1,11.4,2.63,-2.63,37984317.0,1.52641
600865,-1.232,10.42,10.32,10.98,10.2,10.55,4.08,-3.32,14684780.0,3.90303
600354,-1.233,7.21,7.07,7.63,7.07,7.3,4.52,-3.15,22378365.0,4.99738
002582,-1.235,16.79,16.68,17.15,16.5,17.0,0.88,-2.94,3951308.0,4.15298
002032,-1.253,22.06,22.0,22.79,21.86,22.34,2.01,-2.15,1592272.0,0.34136000000000005
600173,-1.254,5.51,5.5,5.79,5.41,5.58,3.76,-3.05,16274856.0,2.24463
002510,-1.271,10.1,10.01,10.51,9.95,10.23,2.74,-2.74,9593026.0,3.00956
600660,-1.282,12.32,12.3,12.45,12.18,12.48,-0.24,-2.4,9991117.0,0.49881000000000003
603018,-1.307,59.64,59.97,61.89,58.0,60.43,2.42,-4.02,1466956.0,5.64214
601313,-1.324,12.67,12.72,13.13,12.43,12.84,2.26,-3.19,4131374.0,1.04729
002526,-1.327,8.18,8.1,8.48,8.06,8.29,2.29,-2.77,26398935.0,6.32585
002309,-1.338,15.49,15.57,15.8,15.3,15.7,0.64,-2.55,13310438.0,3.69444
002581,-1.359,23.95,24.0,25.35,23.7,24.28,4.41,-2.39,17470494.0,8.99825
600683,-1.362,7.24,7.25,7.3,7.1,7.34,-0.54,-3.27,5792085.0,0.7818900000000001
300207,-1.364,21.7,21.38,22.68,21.1,22.0,3.09,-4.09,9786956.0,2.24879
000716,-1.368,11.54,11.47,11.99,11.37,11.7,2.48,-2.82,10024463.0,5.85319
002398,-1.379,12.87,12.78,13.25,12.75,13.05,1.53,-2.3,6850011.0,2.70862
601126,-1.393,27.6,27.25,28.5,27.0,27.99,1.82,-3.54,2889404.0,0.71065
600753,-1.404,19.67,19.95,20.48,18.6,19.95,2.66,-6.77,1399532.0,1.09338
600543,-1.421,9.02,8.99,9.23,8.91,9.15,0.87,-2.62,11920168.0,3.71206
600403,-1.429,5.52,5.52,5.59,5.41,5.6,-0.18,-3.39,4413124.0,0.18459
002046,-1.44,8.9,8.78,9.2,8.68,9.03,1.88,-3.88,8659867.0,2.54279
300308,-1.443,10.93,10.88,11.15,10.81,11.09,0.54,-2.52,3530943.0,1.64663
601908,-1.449,12.92,12.88,13.36,12.71,13.11,1.91,-3.05,15158257.0,5.30457
002385,-1.463,11.45,11.5,11.9,11.3,11.62,2.41,-2.75,24547176.0,1.59462
300034,-1.475,20.04,19.98,20.78,19.75,20.34,2.16,-2.9,6494749.0,2.02961
300282,-1.488,21.19,21.2,22.22,20.8,21.51,3.3,-3.3,2713311.0,1.98875
002163,-1.489,7.94,7.8,8.48,7.71,8.06,5.21,-4.34,39634181.0,5.81926
600546,-1.499,4.6,4.59,4.8,4.55,4.67,2.78,-2.57,41652412.0,2.10105
000831,-1.503,16.38,16.3,17.01,16.16,16.63,2.29,-2.83,35038100.0,4.70172
002635,-1.524,19.38,19.2,20.69,18.96,19.68,5.13,-3.66,14742211.0,8.01964
000788,-1.525,10.98,10.98,11.49,10.89,11.15,3.05,-2.33,9803477.0,1.75446
000780,-1.53,5.15,5.15,5.33,5.05,5.23,1.91,-3.44,12850378.0,1.26691
002058,-1.53,18.02,17.8,18.7,17.56,18.3,2.19,-4.04,6220771.0,4.33781
000589,-1.531,6.43,6.43,6.65,6.34,6.53,1.84,-2.91,36718430.0,4.92596
601888,-1.539,54.37,54.38,55.73,54.01,55.22,0.92,-2.19,3200186.0,0.32781000000000005
601011,-1.541,14.06,13.98,14.58,13.83,14.28,2.1,-3.15,6446901.0,1.66587
000423,-1.544,43.35,43.5,44.1,43.23,44.03,0.16,-1.82,6199992.0,0.94842
002381,-1.553,9.51,9.59,9.78,9.42,9.66,1.24,-2.48,4770883.0,2.19945
002688,-1.571,13.78,13.7,14.26,13.63,14.0,1.86,-2.64,4869919.0,2.32316
002317,-1.579,11.84,11.9,12.13,11.77,12.03,0.83,-2.16,10617449.0,2.23975
000768,-1.585,22.98,22.75,24.57,22.44,23.35,5.22,-3.9,70065082.0,2.82794
002033,-1.585,12.42,12.38,12.66,12.3,12.62,0.32,-2.54,14381821.0,3.4024900000000002
300172,-1.586,11.79,11.74,12.25,11.62,11.98,2.25,-3.01,8185362.0,3.5952200000000003
300298,-1.593,27.8,27.7,28.72,27.5,28.25,1.66,-2.65,2066819.0,1.96663
300167,-1.596,16.65,16.4,17.62,16.18,16.92,4.14,-4.37,12311695.0,4.10062
300054,-1.597,14.17,14.05,14.7,13.93,14.4,2.08,-3.26,9850832.0,3.33291
600187,-1.601,5.53,5.45,5.89,5.42,5.62,4.8,-3.56,58757859.0,4.03661
002066,-1.604,17.79,17.42,18.9,17.2,18.08,4.54,-4.87,30802309.0,13.33433
600686,-1.606,17.16,17.05,17.96,16.9,17.44,2.98,-3.1,4263510.0,0.9632900000000001
300006,-1.607,25.72,25.53,26.48,25.52,26.14,1.3,-2.37,4113949.0,3.04151
600422,-1.619,31.59,31.6,32.9,31.52,32.11,2.46,-1.84,4643210.0,1.3638400000000002
600178,-1.62,9.11,8.99,9.45,8.95,9.26,2.05,-3.35,8774724.0,1.8989600000000002
300324,-1.623,24.25,24.46,24.95,23.71,24.65,1.22,-3.81,7485229.0,2.70648
601377,-1.626,8.47,8.48,8.6,8.39,8.61,-0.12,-2.56,48678435.0,0.9361200000000001
600841,-1.632,11.45,11.3,12.17,11.18,11.64,4.55,-3.95,6783195.0,1.29973
000900,-1.65,7.75,7.72,7.82,7.69,7.88,-0.76,-2.41,12008588.0,1.1875
300442,-1.651,40.5,40.0,42.16,39.58,41.18,2.38,-3.89,1767496.0,7.06998
600573,-1.652,10.12,10.03,10.79,10.02,10.29,4.86,-2.62,4172533.0,1.66901
600351,-1.668,11.2,11.2,11.38,11.1,11.39,-0.09,-2.55,8172181.0,1.29112
002578,-1.671,7.06,7.11,7.24,7.01,7.18,0.84,-2.37,7284500.0,2.74838
300005,-1.677,17.0,16.89,17.98,16.8,17.29,3.99,-2.83,21888367.0,6.29432
600703,-1.679,21.67,21.68,22.21,21.46,22.04,0.77,-2.63,16502934.0,0.6962200000000001
002377,-1.685,6.42,6.42,6.57,6.33,6.53,0.61,-3.06,12092095.0,2.80575
002042,-1.687,8.74,8.72,8.84,8.59,8.89,-0.56,-3.37,11215862.0,1.3489
600063,-1.692,5.23,5.29,5.45,5.16,5.32,2.44,-3.01,55749654.0,3.7219700000000002
002062,-1.693,6.97,6.95,7.3,6.86,7.09,2.96,-3.24,14748012.0,2.19993
600373,-1.704,22.5,22.61,22.76,22.21,22.89,-0.57,-2.97,5723262.0,0.4827
002713,-1.719,17.15,17.05,17.62,16.9,17.45,0.97,-3.15,2289749.0,3.66869
002080,-1.725,16.52,16.4,17.49,16.08,16.81,4.05,-4.34,16196314.0,4.04908
002504,-1.726,17.65,17.61,18.28,17.4,17.96,1.78,-3.12,4367072.0,3.95726
600050,-1.727,6.26,6.25,6.33,6.16,6.37,-0.63,-3.3,154070523.0,0.7268600000000001
600760,-1.731,13.06,12.9,13.8,12.64,13.29,3.84,-4.89,29925755.0,8.67563
002709,-1.731,31.8,31.95,33.22,31.5,32.36,2.66,-2.66,1311005.0,2.3118600000000002
002689,-1.739,7.91,7.91,8.13,7.79,8.05,0.99,-3.23,12289503.0,1.31241
000977,-1.742,22.0,21.9,22.76,21.7,22.39,1.65,-3.08,43333137.0,4.51516
300223,-1.742,18.05,18.0,18.92,17.76,18.37,2.99,-3.32,4184138.0,4.29789
000506,-1.743,7.33,7.25,7.56,7.19,7.46,1.34,-3.62,22479213.0,2.42152
000516,-1.748,15.74,15.52,16.48,15.31,16.02,2.87,-4.43,39592309.0,5.62164
300156,-1.767,28.91,29.0,29.71,28.6,29.43,0.95,-2.82,2600622.0,1.0289
300421,-1.769,23.32,23.2,23.7,23.01,23.74,-0.17,-3.07,1373301.0,4.90465
002193,-1.773,12.19,12.2,12.79,11.96,12.41,3.06,-3.63,4312145.0,2.69619
600675,-1.786,7.15,7.1,7.37,6.99,7.28,1.24,-3.98,47174270.0,2.52666
002324,-1.793,19.72,19.6,20.34,19.48,20.08,1.29,-2.99,5561148.0,3.55476
300401,-1.798,17.48,17.5,18.28,17.24,17.8,2.7,-3.15,2082896.0,4.58788
300100,-1.804,13.61,13.51,14.24,13.4,13.86,2.74,-3.32,5272592.0,1.9622700000000002
002125,-1.806,15.22,15.06,15.86,14.97,15.5,2.32,-3.42,4685912.0,3.36799
300305,-1.806,17.94,17.85,18.43,17.68,18.27,0.88,-3.23,2437902.0,3.87184
300025,-1.807,14.67,14.55,15.19,14.41,14.94,1.67,-3.55,10335205.0,7.47467
600705,-1.811,15.72,15.69,16.41,15.62,16.01,2.5,-2.44,69205350.0,1.85403
601021,-1.814,108.27,109.0,110.89,106.51,110.27,0.56,-3.41,937553.0,0.9375500000000001
002282,-1.816,9.19,9.16,9.5,9.05,9.36,1.5,-3.31,4699302.0,2.52125
300065,-1.818,19.44,19.4,20.6,19.06,19.8,4.04,-3.74,9321469.0,5.23234
601218,-1.83,5.9,5.85,6.09,5.8,6.01,1.33,-3.49,37398945.0,3.77097
002250,-1.842,18.65,18.7,18.88,18.32,19.0,-0.63,-3.58,7158530.0,1.30026
600228,-1.843,10.12,10.2,10.41,10.01,10.31,0.97,-2.91,5933761.0,2.45888
002469,-1.848,12.75,12.71,13.0,12.61,12.99,0.08,-2.93,5512884.0,1.9736600000000002
000909,-1.869,10.5,10.41,11.09,10.31,10.7,3.64,-3.64,12249317.0,4.16643
300304,-1.882,15.12,14.96,15.73,14.96,15.41,2.08,-2.92,3776944.0,1.88847
600992,-1.887,10.4,10.5,10.76,10.28,10.6,1.51,-3.02,7925350.0,3.23365
601857,-1.887,8.84,8.85,8.98,8.81,9.01,-0.33,-2.22,96554126.0,0.05963
600668,-1.89,11.42,11.46,11.62,11.3,11.64,-0.17,-2.92,7503582.0,2.18221
600429,-1.901,7.74,7.79,7.9,7.7,7.89,0.13,-2.41,3718311.0,0.42015
002593,-1.902,16.5,16.5,17.26,16.36,16.82,2.62,-2.73,5689869.0,4.34827
002186,-1.906,19.56,19.65,19.92,19.48,19.94,-0.1,-2.31,2063784.0,0.73506
002495,-1.906,5.66,5.64,5.85,5.6,5.77,1.39,-2.95,19808455.0,5.30069
600527,-1.916,5.12,5.14,5.32,5.08,5.22,1.92,-2.68,21194863.0,2.64246
002292,-1.92,24.52,24.7,26.66,24.16,25.0,6.64,-3.36,31501886.0,4.8617
002311,-1.923,12.75,12.81,13.31,12.6,13.0,2.38,-3.08,7052248.0,0.46530000000000005
002056,-1.94,19.71,19.75,20.26,19.56,20.1,0.8,-2.69,7707517.0,1.87615
000301,-1.949,5.03,5.05,5.22,4.98,5.13,1.75,-2.92,25089016.0,2.05945
000825,-1.952,4.52,4.53,4.75,4.48,4.61,3.04,-2.82,43720974.0,0.76758
300423,-1.956,29.07,29.2,29.98,28.67,29.65,1.11,-3.31,2685596.0,12.20725
600256,-1.961,7.0,7.02,7.14,6.93,7.14,0.0,-2.94,56763757.0,1.08713
002138,-1.97,10.95,10.84,11.4,10.84,11.17,2.06,-2.95,18533639.0,2.55008
000925,-1.974,14.4,14.41,14.95,14.21,14.69,1.77,-3.27,8885852.0,2.9488000000000003
600149,-1.981,15.34,15.5,16.25,15.07,15.65,3.83,-3.71,83512333.0,21.96768
002572,-1.983,34.6,34.2,35.48,33.1,35.3,0.51,-6.23,1798948.0,0.6742100000000001
600327,-1.985,7.9,7.9,8.05,7.84,8.06,-0.12,-2.73,8058715.0,1.54467
600337,-1.993,13.77,13.8,14.43,13.61,14.05,2.7,-3.13,5629107.0,0.8762700000000001
000685,-1.995,12.28,12.38,12.55,12.04,12.53,0.16,-3.91,10401412.0,1.0428
600169,-1.996,5.4,5.41,5.55,5.35,5.51,0.73,-2.9,48625224.0,2.00603
002096,-2.0,14.7,14.81,15.29,14.58,15.0,1.93,-2.8,2830651.0,1.07278
300354,-2.0,20.58,20.76,21.66,20.07,21.0,3.14,-4.43,1189198.0,2.65623
600283,-2.002,9.79,9.84,10.09,9.75,9.99,1.0,-2.4,7232185.0,2.53467
600348,-2.003,6.85,6.8,7.14,6.76,6.99,2.15,-3.29,24519190.0,1.01951
