2015-08-21 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
002743,-1.106,33.98,34.3,34.8,32.81,34.36,1.28,-4.51,8787005.0,28.96178
000419,-1.745,10.7,10.46,11.47,9.86,10.89,5.33,-9.46,57313268.0,10.5493
600360,-3.333,7.83,7.84,8.3,7.38,8.1,2.47,-8.89,39146623.0,5.30385
600498,-4.365,24.76,24.88,25.98,24.2,25.89,0.35,-6.53,21237808.0,2.19693
002396,-4.574,24.41,24.5,26.55,23.02,25.58,3.79,-10.01,41370150.0,7.85624
600285,-4.615,11.78,12.01,12.39,11.42,12.35,0.32,-7.53,14256227.0,3.0612
600101,-4.651,11.48,11.7,12.2,11.25,12.04,1.33,-6.56,9509967.0,2.9335500000000003
300337,-4.665,23.5,23.79,23.98,22.19,24.65,-2.72,-9.98,18615044.0,12.46492
600857,-4.789,16.9,17.0,17.94,16.12,17.75,1.07,-9.18,14116445.0,6.293
300227,-5.091,36.54,37.0,38.4,34.65,38.5,-0.26,-10.0,18866074.0,13.89674
002723,-5.23,18.3,18.5,19.1,18.3,19.31,-1.09,-5.23,4064463.0,6.63045
600207,-5.32,8.72,8.9,9.15,8.29,9.21,-0.65,-9.99,36081085.0,8.20025
300235,-5.334,26.8,27.12,29.58,26.02,28.31,4.49,-8.09,7777456.0,8.50215
600339,-5.442,6.95,7.1,7.3,6.62,7.35,-0.68,-9.93,36924638.0,6.38664
600022,-5.682,4.98,5.1,5.47,4.77,5.28,3.6,-9.66,345773295.0,5.37224
002125,-6.642,23.05,23.1,24.82,23.03,24.69,0.53,-6.72,9318398.0,6.69771
002287,-7.558,39.75,41.0,44.28,39.0,43.0,2.98,-9.3,3674100.0,0.90495
002270,-9.974,17.33,17.62,18.94,17.33,19.25,-1.61,-9.97,15550122.0,11.1479
002623,-10.0,33.03,33.04,34.36,33.03,36.7,-6.38,-10.0,7142660.0,4.46416
