2015-09-15 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
603288,-0.281,31.89,31.56,32.22,30.81,31.98,0.75,-3.66,4663087.0,1.73053
601166,-1.146,14.67,14.62,14.76,14.43,14.84,-0.54,-2.76,159329819.0,0.9847600000000001
600036,-1.853,18.01,17.94,18.25,17.65,18.35,-0.54,-3.81,159682120.0,0.77407
601006,-2.583,9.43,9.39,9.47,9.1,9.68,-2.17,-5.99,65073291.0,0.43771000000000004
600535,-2.684,34.45,34.48,35.1,34.01,35.4,-0.85,-3.93,4191379.0,0.40581000000000006
600000,-2.95,15.46,15.53,15.55,15.24,15.93,-2.39,-4.33,107602458.0,0.72106
601088,-3.603,15.25,15.3,15.65,14.65,15.82,-1.07,-7.4,38255473.0,0.23198000000000002
600518,-4.027,14.06,14.21,14.33,13.62,14.65,-2.18,-7.03,59240728.0,1.34717
600310,-9.961,9.13,9.13,9.27,9.13,10.14,-8.58,-9.96,7116900.0,0.8597600000000001
603223,-10.009,31.56,32.0,34.73,31.56,35.07,-0.97,-10.01,14323060.0,47.74353
