code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
002242,-0.62,20.85,20.3,22.59,19.46,20.98,24807319,3.26005
601238,-1.121,15.87,15.75,16.99,15.2,16.05,28535325,0.6759200000000001
000999,-1.387,29.15,28.5,31.13,28.0,29.56,24835380,2.54007
600085,-1.399,29.6,30.12,31.49,28.5,30.02,49415564,3.60311
600735,-1.434,22.68,22.3,23.8,21.8,23.01,27231878,8.68651
000661,-1.664,136.5,135.58,141.53,132.58,138.81,4616363,3.51525
601607,-1.744,21.41,21.0,22.87,20.88,21.79,78231109,4.06832
300072,-1.936,39.0,38.49,42.76,38.0,39.77,31955081,5.35371
000590,-2.108,19.5,19.3,20.69,19.12,19.92,11163692,5.00084
601009,-2.163,18.09,18.16,18.34,17.5,18.49,130581841,4.39827
002039,-2.221,16.73,16.65,17.9,16.5,17.11,16623380,5.44361
300347,-2.588,46.68,46.25,51.95,45.08,47.92,19234617,7.97045
002374,-2.61,25.0,24.55,26.25,23.5,25.67,18761640,12.12659
600062,-2.774,25.59,25.42,27.27,25.22,26.32,25819484,4.5163
600332,-3.01,33.51,33.61,35.89,33.3,34.55,30476090,2.94074
002140,-3.043,23.26,23.0,24.28,22.5,23.99,13284636,3.03934
002262,-3.069,36.0,36.07,37.3,34.97,37.14,12856810,3.24781
002661,-3.148,44.61,44.35,48.0,44.0,46.06,3828087,4.6560500000000005
000042,-3.253,22.01,22.0,22.86,21.53,22.75,36046709,7.5287
600141,-3.266,13.92,14.1,14.96,13.71,14.39,29523283,7.25607
000423,-3.298,49.55,49.89,51.88,49.01,51.24,32141832,4.91676
601888,-3.341,62.2,61.88,67.21,61.28,64.35,14894963,1.52575
600535,-3.367,46.78,46.98,48.88,46.21,48.41,19780459,1.9151500000000001
600138,-3.374,21.19,21.06,22.68,20.84,21.93,35328317,5.02738
002134,-3.418,12.15,12.1,13.29,12.0,12.58,19172258,7.79836
601588,-3.459,6.14,6.28,6.74,6.0,6.36,134981163,5.07448
600971,-3.514,7.14,7.29,7.7,7.01,7.4,42405099,4.24049
000002,-3.642,14.55,14.68,14.93,14.41,15.1,277962347,2.86051
600196,-3.88,27.99,28.4,29.94,27.61,29.12,76654568,4.02256
000927,-3.896,7.4,7.45,7.74,7.37,7.7,36526819,2.28984
603328,-3.941,28.03,27.92,30.2,27.61,29.18,15195563,15.50884
600382,-4.012,12.68,12.7,13.98,12.38,13.21,51299552,15.01099
600234,-4.251,17.12,17.25,19.22,16.8,17.88,32844644,16.22391
000402,-4.253,11.03,11.2,11.84,10.88,11.52,140941956,4.72012
600881,-4.322,9.52,9.6,9.9,9.01,9.95,203133937,10.72098
000729,-4.348,9.02,9.0,9.48,8.9,9.43,89363404,3.56123
000568,-4.363,25.21,25.5,27.2,25.0,26.36,64079043,4.57556
600007,-4.457,13.72,13.99,14.84,13.5,14.36,19616689,1.9474900000000002
600026,-4.585,9.78,9.9,10.67,9.68,10.25,113409214,4.14502
000611,-4.643,8.42,8.6,9.14,8.4,8.83,44946291,14.08691
600177,-4.732,18.12,18.41,19.58,18.08,19.02,131060204,5.88608
600012,-4.785,11.94,12.14,12.98,11.53,12.54,33472345,2.87168
603699,-4.862,23.09,23.1,24.79,22.88,24.27,16872872,11.22747
603118,-4.887,47.49,48.11,52.7,47.08,49.93,15109298,20.14573
002041,-4.969,19.89,20.41,21.8,19.37,20.93,30864718,3.81589
000570,-5.035,10.75,10.88,11.95,10.5,11.32,40566000,9.86109
600717,-5.038,13.76,14.03,14.9,13.6,14.49,75424080,4.50355
000848,-5.285,18.1,18.3,19.27,18.0,19.11,39114552,5.19821
300033,-5.425,85.6,85.0,95.5,85.0,90.51,29512842,11.26453
600111,-5.607,16.33,16.56,17.7,16.08,17.3,162850200,7.33822
000521,-6.113,8.14,8.35,8.94,8.01,8.67,47984722,8.12087
603766,-6.174,28.42,29.01,31.2,28.0,30.29,36989789,9.45139
601198,-6.193,24.54,25.03,26.08,24.08,26.16,70843125,14.16862
000880,-6.225,14.31,14.6,15.9,14.19,15.26,20510435,15.17774
002761,-6.236,40.6,41.8,46.5,40.0,43.3,13706904,45.68968
002035,-6.257,16.48,16.8,17.89,16.4,17.58,19227163,6.85018
300115,-6.294,42.73,43.0,47.6,42.5,45.6,32732892,6.37847
002440,-6.335,22.62,23.0,24.51,22.28,24.15,46688203,11.08982
002205,-6.843,24.64,25.22,27.15,24.5,26.45,11857404,10.20852
601969,-6.933,17.72,18.16,19.59,17.51,19.04,40821802,21.86843
603998,-7.016,40.82,42.0,44.85,40.01,43.9,9830011,27.73862
600707,-7.126,11.47,11.86,12.93,11.22,12.35,116378817,15.83994
300059,-7.355,56.68,58.0,63.0,56.57,61.18,188934111,14.63182
000550,-7.465,34.71,35.12,37.37,34.21,37.51,10007049,1.9340000000000002
300212,-7.644,60.89,63.15,69.72,59.6,65.93,18821780,6.20923
300069,-10.0,41.22,42.05,45.02,41.22,45.8,14412669,17.94113
600531,-10.004,20.87,21.0,22.0,20.87,23.19,41572434,14.08038
002209,-10.01,26.25,26.26,29.15,26.25,29.17,39901697,31.51888
