2015-10-14 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600701,0.0,15.19,14.99,15.79,14.8,15.19,3.95,-2.57,32572653.0,6.5304400000000005
600831,0.0,14.04,13.95,14.4,13.83,14.04,2.56,-1.5,22532794.0,3.99916
002308,0.0,16.0,15.88,16.44,15.2,16.0,2.75,-5.0,53571638.0,6.41185
000920,-0.058,17.29,17.13,18.48,17.01,17.3,6.82,-1.68,21899384.0,5.18943
000587,-0.088,22.69,22.6,23.45,22.01,22.71,3.26,-3.08,17336686.0,3.11176
300062,-0.1,19.93,19.9,20.76,19.06,19.95,4.06,-4.46,5186562.0,6.5543700000000005
002656,-0.162,18.5,18.2,18.97,17.52,18.53,2.37,-5.45,4877209.0,3.05422
600640,-0.223,22.38,22.3,23.09,22.07,22.43,2.94,-1.6,14494494.0,2.7074100000000003
300260,-0.265,22.62,22.77,23.46,22.32,22.68,3.44,-1.59,1729181.0,3.66022
000622,-0.427,9.33,9.26,9.78,9.22,9.37,4.38,-1.6,25852427.0,9.13592
002756,-0.477,43.79,43.9,44.49,43.29,44.0,1.11,-1.61,3984925.0,8.36433
600529,-0.662,15.01,15.0,15.38,14.7,15.11,1.79,-2.71,7153084.0,2.77919
600673,-0.667,5.96,5.94,6.13,5.85,6.0,2.17,-2.5,46505639.0,1.89336
603729,-0.699,73.92,74.0,74.99,73.1,74.44,0.74,-1.8,613727.0,3.68163
601996,-0.82,8.47,8.53,8.85,8.36,8.54,3.63,-2.11,29976148.0,6.3927
000889,-0.932,11.69,11.57,11.83,11.3,11.8,0.25,-4.24,10669849.0,3.15185
000411,-0.953,18.71,18.87,19.3,18.6,18.89,2.17,-1.54,2749929.0,1.3263500000000001
603885,-1.045,57.75,57.98,60.12,57.01,58.36,3.02,-2.31,5092829.0,7.48945
000058,-1.087,10.01,10.0,10.32,9.72,10.12,1.98,-3.95,27756895.0,5.15629
600959,-1.108,18.74,18.88,19.53,18.61,18.95,3.06,-1.79,47014200.0,7.8750800000000005
600876,-1.123,31.7,31.45,32.99,30.45,32.06,2.9,-5.02,27958305.0,11.18251
000012,-1.127,9.65,9.63,9.74,9.45,9.76,-0.2,-3.18,26442576.0,2.03006
601139,-1.14,9.54,9.41,9.98,9.35,9.65,3.42,-3.11,40787551.0,1.87269
000685,-1.157,12.81,12.87,12.98,12.59,12.96,0.15,-2.85,15879891.0,1.59205
300240,-1.158,15.37,15.17,15.99,14.51,15.55,2.83,-6.69,15332777.0,6.29228
601558,-1.16,4.26,4.22,4.4,4.13,4.31,2.09,-4.18,88339933.0,6.54777
601313,-1.165,14.42,14.52,14.97,14.41,14.59,2.6,-1.23,11082306.0,2.80934
000488,-1.276,7.74,7.77,7.89,7.51,7.84,0.64,-4.21,23532423.0,2.12956
002324,-1.29,22.95,22.94,23.25,22.6,23.25,0.0,-2.8,5487001.0,3.5073600000000003
002093,-1.297,12.18,12.12,12.58,12.08,12.34,1.94,-2.11,36435885.0,4.27194
000619,-1.346,11.73,11.83,12.1,11.48,11.89,1.77,-3.45,9887705.0,2.74658
600057,-1.35,12.42,12.5,12.56,12.1,12.59,-0.24,-3.89,14840234.0,3.4525
002725,-1.373,17.24,17.29,17.47,17.0,17.48,-0.06,-2.75,1745593.0,3.29606
600797,-1.405,12.63,12.7,13.19,12.41,12.81,2.97,-3.12,64395559.0,7.83676
300344,-1.456,10.15,10.18,10.34,9.96,10.3,0.39,-3.3,4799050.0,3.48969
002314,-1.469,8.72,8.75,8.81,8.42,8.85,-0.45,-4.86,16571939.0,2.85801
000701,-1.515,14.95,14.89,15.18,14.61,15.18,0.0,-3.75,13070021.0,4.5116700000000005
603088,-1.519,42.15,42.2,42.96,41.73,42.8,0.37,-2.5,1580614.0,7.90307
600291,-1.542,23.63,23.72,23.99,23.45,24.0,-0.04,-2.29,10745272.0,2.79825
