,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,300489,44.021,25.29,23.18,25.29,23.18,17.56,3000,0.026430000000000002
1,300488,44.008,28.96,24.13,28.96,24.13,20.11,3100,0.024780000000000003
2,603838,43.984,11.13,11.13,11.13,11.13,7.73,12196,0.03658
3,600548,10.058,9.41,8.75,9.41,8.55,8.55,29083991,2.0292
4,600649,10.053,10.29,10.29,10.29,10.29,9.35,1010225,0.03381
5,002264,10.053,10.29,10.29,10.29,10.29,9.35,233449,0.043530000000000006
6,002770,10.041,10.85,10.85,10.85,10.85,9.86,12019,0.017570000000000002
7,300481,10.038,14.47,14.47,14.47,14.47,13.15,2300,0.0115
8,603085,10.029,11.52,11.52,11.52,11.52,10.47,3432,0.013730000000000001
9,603223,10.025,13.17,13.17,13.17,13.17,11.97,2999,0.01
10,300486,10.023,14.16,14.16,14.16,14.16,12.87,2500,0.007200000000000001
11,002772,10.022,24.92,24.92,24.92,24.92,22.65,10100,0.027110000000000002
12,603979,10.02,27.23,27.23,27.23,27.23,24.75,37955,0.039950000000000006
13,002768,10.016,27.68,27.68,27.68,27.68,25.16,4500,0.022500000000000003
14,002681,10.015,30.21,29.4,30.21,28.3,27.46,23334372,11.150220000000001
15,002010,10.012,17.69,17.69,17.69,17.69,16.08,1084469,0.26269000000000003
16,603117,10.011,10.33,10.33,10.33,10.33,9.39,5532,0.00922
17,000715,10.008,13.63,13.63,13.63,13.63,12.39,116535,0.04184
18,600086,10.006,59.15,57.0,59.15,55.28,53.77,10845979,3.07878
19,002760,10.006,39.8,34.88,39.8,33.8,36.18,9818842,44.6311
20,002776,10.005,44.64,44.64,44.64,44.64,40.58,12143,0.046310000000000004
21,603318,10.004,91.16,87.0,91.16,84.0,82.87,9051980,30.07302
22,002750,10.004,111.94,105.0,111.94,103.6,101.76,3741612,22.33798
23,300479,10.004,49.81,49.81,49.81,49.81,45.28,73398,0.36699000000000004
24,600667,10.0,6.38,6.38,6.38,6.38,5.8,192176,0.016130000000000002
25,002180,10.0,48.4,43.6,48.4,43.12,44.0,5567636,5.44792
26,300483,10.0,18.04,18.04,18.04,18.04,16.4,501,0.0032300000000000002
27,300485,9.999,73.71,73.71,73.71,73.71,67.01,14417,0.048060000000000005
28,002769,9.993,49.64,49.64,49.64,49.64,45.13,4400,0.023780000000000003
29,002775,9.993,29.5,29.5,29.5,29.5,26.82,9955,0.03318
30,002607,9.991,11.67,10.55,11.67,10.09,10.61,37623112,15.10918
31,300469,9.991,50.42,50.42,50.42,50.42,45.84,43996,0.26345
32,002107,9.99,33.25,31.3,33.25,30.8,30.23,18071129,10.78409
33,002773,9.987,26.1,26.1,26.1,26.1,23.73,10800,0.023680000000000003
34,603116,9.986,30.84,30.84,30.84,30.84,28.04,33800,0.05748
35,002624,9.986,32.05,32.05,32.05,31.0,29.14,8958363,6.18666
36,002569,9.985,22.47,22.47,22.47,22.47,20.43,188464,0.13662000000000002
37,603589,9.984,27.87,27.87,27.87,27.87,25.34,26450,0.04408
38,002021,9.984,13.66,13.16,13.66,13.16,12.42,30684401,5.40394
39,300482,9.983,25.34,25.34,25.34,25.34,23.04,500,0.0022700000000000003
40,000070,9.981,23.03,20.68,23.03,20.3,20.94,22544842,8.71868
41,002771,9.98,22.26,22.26,22.26,22.26,20.24,3000,0.015
42,600828,9.962,11.48,11.19,11.48,10.75,10.44,26423137,4.63712
43,600871,9.892,14.22,12.0,14.23,11.8,12.94,226891676,50.42037
44,300222,9.33,46.52,43.0,46.81,42.45,42.55,7771737,5.30671
45,002037,9.329,36.8,36.0,37.03,34.9,33.66,16871880,5.15379
46,603678,8.917,117.5,106.0,118.67,105.0,107.88,3328732,8.00176
47,600572,8.326,24.59,24.0,24.97,23.34,22.7,55243264,7.88113
48,300156,8.025,46.98,44.22,47.84,43.52,43.49,13370746,5.28988
49,000504,7.962,22.51,22.94,22.94,21.8,20.85,12148858,3.91933
50,300120,7.621,27.68,27.3,28.29,27.06,25.72,10392602,6.6976700000000005
51,600756,7.541,33.94,30.66,34.72,30.07,31.56,60518410,21.71085
52,601968,7.455,14.99,15.35,15.35,14.6,13.95,61231314,29.39104
53,002361,7.355,19.85,18.55,20.34,18.3,18.49,24834894,12.84905
54,000594,7.237,1.63,1.5,1.67,1.5,1.52,74009985,4.95457
55,000516,7.133,23.13,22.09,23.75,21.6,21.59,64081075,9.09691
56,002262,6.988,34.6,34.11,35.57,33.1,32.34,13652377,3.44879
57,002459,6.339,25.33,24.06,26.2,24.0,23.82,22521731,11.74056
58,600052,6.331,11.42,10.6,11.81,9.78,10.74,81371825,9.33389
59,002552,6.244,21.78,20.51,22.48,19.67,20.5,16663774,9.89682
60,300309,5.933,15.89,16.5,16.5,15.68,15.0,20943027,9.56658
61,600747,5.927,8.4,7.71,8.72,7.6,7.93,219922973,20.66307
62,603166,5.909,36.74,35.78,38.16,34.0,34.69,18369082,42.22777
63,300104,5.873,54.8,54.35,56.94,54.0,51.76,123445634,11.34368
64,002766,5.851,36.0,34.0,37.41,32.99,34.01,19994738,43.65663
65,002384,5.608,23.35,22.64,24.32,22.0,22.11,20090941,4.25394
66,600419,5.521,37.46,34.66,38.09,33.01,35.5,4973483,6.20051
67,300032,5.478,36.2,35.12,37.75,35.0,34.32,24128617,4.42852
68,002692,5.449,22.45,21.2,22.5,20.49,21.29,8790790,8.14521
69,002039,5.271,21.77,20.6,22.75,20.21,20.68,22025888,7.21275
70,002761,5.267,31.18,29.2,32.58,29.05,29.62,11745513,39.15171
71,300347,5.217,35.9,35.05,37.53,34.2,34.12,20359732,8.43667
72,601368,5.139,19.64,17.7,20.55,17.02,18.68,63803200,43.40354
73,300133,5.111,28.38,28.09,29.7,28.0,27.0,33913475,4.98226
74,000510,5.0,7.77,7.77,7.77,7.77,7.4,1148588,0.18856
75,002512,4.88,34.6,34.03,36.29,32.99,32.99,12330352,7.58006
76,603158,4.734,50.44,47.45,52.98,46.0,48.16,3205597,12.01949
77,002406,4.716,11.99,12.0,12.6,11.0,11.45,38955359,11.07407
78,300216,4.67,51.1,50.9,53.7,50.01,48.82,23905375,9.6547
79,300458,4.663,79.0,74.0,83.03,73.06,75.48,11322106,28.30527
80,002210,4.502,29.25,27.94,30.3,26.5,27.99,13371437,2.29879
81,300152,4.459,47.79,44.05,50.33,43.8,45.75,64565852,27.17418
82,600373,4.424,25.02,24.7,26.36,24.36,23.96,40555116,3.42041
83,603006,4.38,46.47,40.36,48.97,40.36,44.52,5812810,16.87808
84,002409,4.377,31.0,29.8,32.67,29.6,29.7,4969123,6.02099
85,300168,4.357,51.26,49.89,54.03,49.48,49.12,30738019,3.18876
86,601100,4.334,19.02,18.0,20.0,17.86,18.23,14322695,5.79221
87,002659,4.304,21.81,21.08,23.0,20.98,20.91,12271837,3.94593
88,002765,4.284,24.83,23.01,26.19,22.22,23.81,19621051,37.73279
89,300244,4.229,87.49,83.6,92.33,82.0,83.94,10952899,6.07048
90,002437,4.096,30.24,29.06,31.87,28.41,29.05,22117284,3.15961
91,002719,4.085,72.87,68.39,76.3,66.0,70.01,6839992,20.23579
92,300303,4.068,12.79,12.7,13.52,12.33,12.29,38409005,10.32246
93,300465,4.053,95.0,94.99,100.43,91.0,91.3,13045804,39.12959
94,002759,4.02,38.3,35.8,40.4,35.11,36.82,6312146,26.30061
95,600070,3.924,14.83,14.52,15.7,14.42,14.27,37644064,10.556000000000001
96,300285,3.922,37.1,35.84,39.27,34.6,35.7,8985501,3.54
97,300358,3.905,44.44,44.9,47.05,42.7,42.77,8056669,10.97845
98,300367,3.896,60.0,59.0,63.53,58.01,57.75,11812886,8.21242
99,002762,3.855,86.2,80.18,90.6,79.1,83.0,3343225,19.66603
100,600777,3.849,16.19,15.55,17.1,15.14,15.59,61707583,9.86836
101,300258,3.794,16.14,15.29,16.78,15.02,15.55,15754433,6.30758
102,002418,3.792,32.3,31.95,33.78,30.0,31.12,13242608,7.17616
103,002737,3.787,48.51,47.69,51.41,47.0,46.74,10444669,14.30777
