2015-07-22 21:42:40,changepercent,trade,open,high,low,settlement,volume,turnoverratio
600826,0.63,28.76,28.43,29.13,27.72,28.58,10626123,2.52617
600582,0.0,19.69,19.6,20.0,19.1,19.69,26174840,2.1562200000000002
600611,0.0,13.96,13.91,14.15,13.46,13.96,66906287,6.41965
601016,0.0,23.46,23.45,23.89,22.5,23.46,10747254,6.04525
000585,0.0,5.7,5.67,5.75,5.48,5.7,37697838,6.18585
002222,0.0,16.36,16.29,16.66,15.59,16.36,16326837,5.9130400000000005
002467,0.0,16.17,16.01,16.38,15.51,16.17,30041813,5.05003
300371,0.0,25.88,25.79,26.16,25.02,25.88,2096328,5.90325
300244,-0.031,96.6,95.0,99.0,91.11,96.63,7994057,4.43058
300233,-0.04,74.9,74.03,76.8,72.6,74.93,2002939,1.77211
000685,-0.064,15.66,15.5,15.79,15.01,15.67,25053095,2.5131300000000003
000952,-0.069,14.57,14.3,14.99,13.8,14.58,16348973,6.49594
002396,-0.077,25.81,25.83,26.2,24.69,25.83,18349893,3.48466
002447,-0.078,12.86,12.89,13.2,12.43,12.87,30782791,5.34079
002162,-0.107,9.35,9.25,9.56,9.0,9.36,23414981,3.73445
600635,-0.112,8.89,9.0,9.05,8.52,8.9,134477248,5.45037
603066,-0.119,33.45,33.18,34.48,32.3,33.49,3678356,14.71342
600382,-0.147,13.55,13.38,13.68,12.78,13.57,21426847,6.26981
300368,-0.152,19.77,19.58,20.43,19.26,19.8,3988960,5.21273
603688,-0.177,22.56,22.56,23.15,22.05,22.6,6387708,11.41682
300330,-0.18,16.65,16.52,16.9,16.0,16.68,8587727,5.18894
603808,-0.209,43.03,43.2,43.5,41.6,43.12,4421174,11.05294
000012,-0.226,13.25,13.23,13.5,12.8,13.28,36111910,2.77194
600569,-0.243,4.1,4.08,4.14,4.0,4.11,53054888,2.21645
601211,-0.244,28.64,28.78,29.5,28.49,28.71,147120763,9.64726
300225,-0.251,7.95,7.98,8.07,7.71,7.97,17057571,5.06465
603023,-0.252,47.41,47.17,48.7,45.9,47.53,2085933,10.42967
002681,-0.269,37.1,36.71,38.29,36.1,37.2,12790397,6.11183
300461,-0.273,43.9,44.32,45.75,41.88,44.02,2903721,17.4084
600731,-0.314,9.52,9.54,9.72,9.1,9.55,20926543,8.18552
000573,-0.322,6.19,6.11,6.34,5.91,6.21,49107675,7.8915
300392,-0.328,136.55,138.0,142.78,131.25,137.0,2679960,8.37487
300296,-0.341,20.47,20.3,20.9,20.1,20.54,6692770,1.91904
002769,-0.357,106.0,104.07,110.95,101.2,106.38,3728133,20.15207
300468,-0.368,84.0,84.9,85.85,81.7,84.31,1460482,5.84193
600149,-0.374,15.97,15.97,16.32,15.1,16.03,40925947,10.76545
600283,-0.381,13.09,13.18,13.31,12.7,13.14,13641307,4.78089
002290,-0.403,34.59,35.5,36.26,32.5,34.73,17324874,12.91993
000511,-0.419,9.5,9.55,9.73,9.15,9.54,73834110,6.39355
300260,-0.429,27.88,27.68,28.35,27.01,28.0,1574782,3.3334
300405,-0.452,46.2,46.47,46.5,44.49,46.41,1187237,6.983750000000001
002365,-0.467,19.19,19.15,19.34,18.4,19.28,10545893,7.21607
002274,-0.482,10.33,10.3,10.62,9.85,10.38,18355211,3.74113
000078,-0.5,19.9,19.62,20.4,19.0,20.0,53749310,7.35518
000955,-0.513,7.76,7.74,7.85,7.5,7.8,26700445,4.95927
002033,-0.528,15.06,15.01,15.53,14.53,15.14,21243222,5.02578
600310,-0.54,36.81,36.96,37.9,35.88,37.01,15558460,5.63866
300118,-0.569,13.98,13.98,14.2,13.44,14.06,22553308,5.7074
000036,-0.584,6.81,6.8,6.89,6.51,6.85,47458383,4.22273
601678,-0.585,8.49,8.48,8.65,8.25,8.54,20625807,2.08341
600507,-0.591,8.41,8.28,8.75,8.09,8.46,36745589,2.77097
601139,-0.595,10.02,10.13,10.17,9.64,10.08,17313510,0.79507
002356,-0.612,25.98,26.1,26.57,25.18,26.14,7333873,3.05578
300329,-0.615,29.09,29.26,29.8,27.9,29.27,8687118,12.64611
000888,-0.62,12.82,12.64,13.41,12.58,12.9,16901601,3.20824
600190,-0.621,6.4,6.38,6.49,6.19,6.44,23464003,1.75238
600868,-0.642,4.64,4.64,4.73,4.48,4.67,136709251,7.20224
300005,-0.686,27.51,27.37,28.49,26.63,27.7,19041401,5.4766200000000005
600780,-0.694,8.58,8.62,8.7,8.2,8.64,14710860,1.28311
300345,-0.713,40.41,40.3,42.57,38.8,40.7,5387508,6.8897200000000005
002521,-0.728,12.27,12.29,12.48,11.88,12.36,27140158,6.72506
601113,-0.73,8.16,8.11,8.36,7.82,8.22,14125447,2.2071
600255,-0.744,6.67,6.6,6.77,6.42,6.72,89412134,5.7178
600767,-0.746,19.96,20.0,20.55,19.28,20.11,31352473,9.1967
000017,-0.765,12.98,13.02,13.26,12.52,13.08,13884507,4.5827
002533,-0.768,9.05,9.05,9.2,8.77,9.12,17891914,3.64329
600861,-0.769,15.49,15.5,15.88,14.91,15.61,14816202,4.67676
002225,-0.776,8.95,8.99,9.08,8.68,9.02,13869597,2.50939
600821,-0.787,8.83,8.81,9.04,8.5,8.9,30959333,7.43735
300100,-0.79,17.59,17.38,18.2,17.0,17.73,9716603,3.61719
300344,-0.799,12.42,12.25,13.15,11.9,12.52,7517029,7.21237
002181,-0.8,12.4,12.48,12.72,11.91,12.5,38004721,3.33122
600004,-0.816,14.59,14.59,14.8,14.2,14.71,14395674,1.2518
002674,-0.824,16.85,17.0,17.19,16.31,16.99,5644663,2.34635
000019,-0.826,13.21,13.2,13.85,12.76,13.32,17246370,6.83695
300331,-0.827,47.99,48.86,49.5,45.33,48.39,5282527,8.33425
300035,-0.84,12.99,13.05,13.2,12.6,13.1,20205962,13.0227
300362,-0.843,41.15,41.45,41.9,40.13,41.5,1415298,3.0963
600961,-0.847,10.54,10.6,10.95,10.2,10.63,20861521,3.9551100000000003
603015,-0.861,28.79,28.63,29.48,28.05,29.04,6080039,12.13581
600195,-0.874,26.09,26.42,27.17,25.3,26.32,15543874,3.61654
600680,-0.879,18.05,18.0,18.23,17.38,18.21,6480583,2.51746
000950,-0.887,7.82,7.89,7.98,7.6,7.89,18690198,3.12128
000935,-0.891,7.79,7.78,7.85,7.44,7.86,18348741,5.74457
000532,-0.893,21.09,21.18,21.7,20.01,21.28,14698527,4.28615
300124,-0.902,51.63,52.0,52.95,50.28,52.1,11792189,1.90991
002197,-0.922,29.0,28.7,29.99,28.04,29.27,32152308,9.54482
300319,-0.922,27.93,28.0,28.8,26.8,28.19,2889205,4.5519
002564,-0.932,10.63,10.62,10.87,10.2,10.73,54985804,11.02431
600169,-0.936,7.41,7.37,7.5,7.09,7.48,101930078,4.20511
300336,-0.937,31.71,31.8,33.29,30.33,32.01,14532190,3.49666
603599,-0.947,42.9,43.1,43.75,41.43,43.31,5686873,12.0843
600307,-0.949,5.22,5.21,5.31,5.02,5.27,335627957,5.35859
600917,-0.985,12.06,12.14,12.34,11.7,12.18,8291419,5.31501
603566,-0.992,47.91,48.45,49.34,46.15,48.39,5912825,14.78206
601339,-1.02,7.76,7.83,7.93,7.52,7.84,24309998,1.62067
002697,-1.032,13.42,13.5,13.84,13.01,13.56,20811713,6.75729
002688,-1.039,20.96,21.25,21.5,20.15,21.18,11434391,5.45469
300421,-1.042,31.35,31.0,31.97,29.85,31.68,3814433,13.62297
002528,-1.043,12.34,12.3,12.5,11.91,12.47,19980108,3.891
600369,-1.049,18.87,18.9,19.2,18.6,19.07,50798420,2.18718
000661,-1.054,145.53,146.8,148.17,140.88,147.08,2082224,1.5855700000000001
002659,-1.068,21.3,21.55,21.93,20.61,21.53,8996254,2.89269
002580,-1.072,15.69,15.75,16.18,15.21,15.86,8404067,5.64495
000922,-1.075,12.88,12.84,13.14,12.35,13.02,26190348,8.7759
600192,-1.077,11.02,10.9,11.29,10.66,11.14,24373274,5.51746
600458,-1.08,24.73,25.02,25.3,23.88,25.0,27691017,4.18659
000757,-1.106,9.84,9.77,10.08,9.37,9.95,24457922,7.81896
600077,-1.111,8.01,8.0,8.19,7.7,8.1,38842352,3.56037
002449,-1.118,16.8,16.7,17.2,16.02,16.99,17570639,5.3064
300408,-1.14,42.5,43.02,44.0,41.41,42.99,4264732,4.63558
002324,-1.147,32.76,33.14,33.99,32.15,33.14,10742357,6.89379
603001,-1.152,28.32,28.62,29.3,27.5,28.65,9560522,2.38429
002501,-1.153,14.58,14.51,14.91,14.11,14.75,57254853,8.52882
600766,-1.154,13.71,13.87,14.13,13.33,13.87,6898374,3.08057
600831,-1.156,16.25,16.2,16.6,15.78,16.44,19837421,3.5207800000000002
300200,-1.161,13.62,13.51,13.75,13.04,13.78,9155893,4.50132
603309,-1.172,61.58,61.6,62.79,60.1,62.31,2454055,9.81622
000069,-1.195,9.92,9.97,10.12,9.64,10.04,132950101,4.27154
601198,-1.206,23.76,23.8,24.3,23.2,24.05,37451522,7.4903
300475,-1.216,26.0,26.02,26.5,25.21,26.32,7431629,14.86326
600112,-1.24,16.72,16.61,17.2,16.0,16.93,47772635,9.38181
300449,-1.25,91.62,91.82,94.0,88.7,92.78,2052613,11.59668
603555,-1.257,40.85,40.8,42.18,39.05,41.37,12792507,11.23283
600521,-1.26,28.21,28.28,29.58,28.0,28.57,20039876,2.5569
000686,-1.26,17.24,17.3,17.65,16.95,17.46,52208898,3.09023
300218,-1.264,16.4,16.5,16.77,15.75,16.61,3079578,1.8832300000000002
300393,-1.264,54.7,55.3,56.18,53.67,55.4,1257876,5.47747
600185,-1.27,25.66,25.71,26.09,25.05,25.99,13725889,2.37631
002171,-1.28,20.83,20.57,21.25,19.85,21.1,15495751,4.7841000000000005
600960,-1.284,11.53,11.7,11.84,11.06,11.68,21064198,4.1075800000000005
600332,-1.294,32.8,33.1,33.33,32.08,33.23,14549252,1.40391
600563,-1.294,32.8,32.8,33.95,32.05,33.23,6239523,2.77312
002693,-1.3,12.91,12.8,13.17,12.5,13.08,19110414,9.52815
002551,-1.301,30.35,30.45,30.86,29.0,30.75,15236588,5.69257
300462,-1.312,51.9,51.6,52.58,50.0,52.59,2855764,16.584
300206,-1.313,26.3,26.0,27.3,25.38,26.65,8589391,6.3094
002736,-1.328,21.54,21.59,22.09,21.23,21.83,47126626,3.92722
300213,-1.328,35.67,36.2,37.47,34.4,36.15,5179722,4.20094
600716,-1.329,8.91,8.9,9.14,8.55,9.03,26838505,3.62388
300476,-1.332,42.23,42.11,43.11,40.8,42.8,6857638,18.70095
300236,-1.333,29.6,29.55,30.45,28.65,30.0,3249172,2.14299
002397,-1.344,10.28,10.35,10.5,9.95,10.42,14782174,4.53442
000636,-1.346,10.99,11.0,11.25,10.55,11.14,33518328,4.99575
002266,-1.347,9.52,9.5,9.72,9.18,9.65,116182567,8.15114
300014,-1.347,22.7,22.6,23.86,21.71,23.01,13829312,4.41649
600400,-1.363,12.3,12.3,12.53,11.9,12.47,18283175,3.26252
002376,-1.368,17.31,17.33,17.63,16.6,17.55,29677455,5.40102
000582,-1.387,20.62,20.8,20.97,20.24,20.91,3411827,2.4017
600406,-1.391,18.43,18.5,18.89,17.58,18.69,91954413,4.16884
600776,-1.398,13.4,13.28,13.76,12.9,13.59,33250160,3.47805
603997,-1.405,23.16,23.24,23.77,22.45,23.49,8560410,14.26735
300445,-1.406,99.59,101.0,102.18,96.03,101.01,1164728,11.4189
300138,-1.431,17.22,17.2,17.95,16.62,17.47,6623213,4.84411
002379,-1.435,6.18,6.25,6.35,6.01,6.27,63023755,9.36497
600626,-1.451,14.94,14.9,15.31,14.42,15.16,46819243,6.59201
300414,-1.466,80.0,80.0,81.3,77.77,81.19,1915057,9.08902
002627,-1.468,25.5,25.6,26.21,24.58,25.88,4312997,3.30588
002628,-1.508,6.53,6.55,6.66,6.42,6.63,33275804,5.07425
000759,-1.512,9.12,9.08,9.27,8.82,9.26,16630136,2.44351
600448,-1.526,8.39,8.3,8.58,8.05,8.52,35910431,8.99124
000565,-1.541,35.79,36.0,36.5,34.41,36.35,19050878,10.98433
002715,-1.556,35.44,35.65,36.53,34.15,36.0,7481867,14.35759
600875,-1.587,16.74,16.76,17.1,16.21,17.01,82497904,4.1313
601727,-1.606,14.09,14.2,14.46,13.66,14.32,174491413,1.77136
002177,-1.612,12.21,12.1,12.47,11.61,12.41,79423191,13.37526
002009,-1.62,23.68,23.98,24.85,22.93,24.07,20944316,8.05823
002357,-1.623,24.25,24.06,25.0,23.7,24.65,14589886,7.45374
300221,-1.644,11.37,11.35,11.76,11.03,11.56,21350894,5.33772
600606,-1.667,19.47,19.5,20.02,18.61,19.8,34727440,6.7
603589,-1.676,32.27,32.5,33.6,31.5,32.82,10065846,16.77641
300251,-1.69,28.51,28.5,29.88,27.59,29.0,48311539,3.94501
300486,-1.69,32.57,32.89,33.98,30.93,33.13,12356913,35.59019
603818,-1.714,30.97,31.4,31.86,29.86,31.51,11291069,18.65676
600623,-1.717,20.04,20.4,20.65,19.01,20.39,7738411,1.19721
000089,-1.721,9.71,9.88,10.09,9.32,9.88,88910629,4.33568
601901,-1.732,10.21,10.26,10.39,10.12,10.39,85571945,1.40282
300437,-1.743,66.5,67.0,67.6,64.21,67.68,1982875,11.8735
002054,-1.754,11.2,11.35,11.52,10.73,11.4,23623088,7.4824
300073,-1.754,28.0,28.71,29.6,26.22,28.5,10141192,6.37841
600317,-1.761,5.58,5.61,5.69,5.45,5.68,66843167,2.03003
600095,-1.765,9.46,9.5,9.7,9.01,9.63,27376355,7.57795
002327,-1.777,13.82,13.8,14.31,13.2,14.07,47301299,10.46094
300372,-1.777,16.58,16.32,16.98,15.88,16.88,12591509,13.87684
300488,-1.781,59.01,58.32,60.93,57.0,60.08,2899691,23.17898
002707,-1.789,95.54,96.0,99.5,92.01,97.28,1966933,2.39316
002349,-1.801,39.26,39.18,40.15,37.31,39.98,10899144,5.52194
300027,-1.818,43.2,43.0,45.29,42.02,44.0,66913555,7.65293
002500,-1.824,16.69,16.73,17.17,16.34,17.0,71920602,2.89015
300483,-1.842,49.57,49.21,52.0,48.0,50.5,3927526,25.33888
002579,-1.844,13.31,13.3,13.76,12.81,13.56,17212592,4.91143
300121,-1.847,11.69,11.87,12.08,11.32,11.91,7618312,5.51802
600017,-1.867,8.41,8.5,8.69,8.04,8.57,106733043,3.47026
600203,-1.867,14.19,14.3,14.77,13.54,14.46,20291353,7.15041
600490,-1.877,10.98,11.0,11.22,10.55,11.19,130266650,8.80775
002763,-1.881,32.87,33.05,33.6,32.01,33.5,6553228,12.13561
600958,-1.886,25.49,25.69,26.16,25.14,25.98,41259915,4.12599
600215,-1.907,9.26,9.31,9.45,8.99,9.44,20262053,4.35712
000498,-1.916,8.19,8.22,8.54,7.9,8.35,32924141,9.29614
002756,-1.916,51.2,51.5,53.25,50.28,52.2,5426723,10.85345
600311,-1.923,7.14,7.18,7.27,6.92,7.28,39247306,5.89653
601958,-1.939,9.61,9.72,9.78,9.31,9.8,50278043,1.55823
002381,-1.947,13.6,13.65,14.19,13.19,13.87,18542342,8.54829
000750,-1.977,14.38,14.47,14.77,14.13,14.67,64122582,3.1772
000859,-1.977,6.94,6.9,7.14,6.6,7.08,67282406,9.099
603009,-1.991,30.52,30.38,31.0,29.41,31.14,2547739,7.33581
600988,-1.996,14.73,14.89,15.02,14.24,15.03,22775418,8.10495
000610,-2.001,13.71,13.68,14.14,13.22,13.99,25996225,13.32583
002155,-2.014,9.73,9.8,9.9,9.42,9.93,34004673,3.41385
601669,-2.016,10.69,10.7,10.9,10.38,10.91,220754868,6.68954
000978,-2.018,12.14,12.3,12.51,11.68,12.39,14864329,4.12783
601899,-2.022,4.36,4.38,4.44,4.27,4.45,321975850,2.03733
000507,-2.024,8.23,8.2,8.4,8.01,8.4,43148862,5.58819
002237,-2.026,11.12,11.12,11.38,10.92,11.35,20107764,2.5006500000000003
300232,-2.028,25.61,25.9,26.22,24.88,26.14,3407836,2.57562
002098,-2.042,15.83,16.0,16.57,15.21,16.16,14636314,7.35696
000936,-2.043,11.51,11.73,11.97,11.0,11.75,37268387,4.9845
600209,-2.049,10.04,10.08,10.3,9.73,10.25,31911624,7.56128
