2015-07-28 21:02:49,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,002526,10.064,8.64,8.64,8.64,8.64,7.85,545865,0.13325
1,002342,10.031,7.02,7.02,7.02,7.02,6.38,18746443,2.3842600000000003
2,002548,10.031,17.66,15.2,17.66,14.61,16.05,69933074,22.54451
3,002569,10.027,20.3,17.5,20.3,16.8,18.45,6839250,4.95803
4,603699,10.024,22.83,19.98,22.83,19.0,20.75,17119903,11.39184
5,600876,10.023,19.54,16.35,19.54,16.2,17.76,26501336,10.59976
6,000619,10.023,14.27,12.1,14.27,11.67,12.97,37942590,10.53961
7,600252,10.022,25.47,25.08,25.47,24.51,23.15,75891070,6.95134
8,002062,10.022,9.99,9.39,9.99,9.18,9.08,58904921,8.80733
9,002032,10.021,26.13,22.88,26.13,22.0,23.75,5406260,1.15901
10,002736,10.02,21.74,19.17,21.74,18.21,19.76,148080702,12.34006
11,603838,10.016,34.49,28.22,34.49,28.22,31.35,17888369,53.65438
12,000732,10.016,26.69,23.77,26.69,23.77,24.26,18022639,1.77428
13,002504,10.015,22.19,22.19,22.19,20.82,20.17,21733094,22.67244
14,600108,10.013,8.68,7.49,8.68,7.21,7.89,249629349,12.82179
15,300097,10.013,32.96,27.7,32.96,27.63,29.96,10215532,12.7718
16,000153,10.009,12.31,10.46,12.31,10.19,11.19,27750765,9.35487
17,002535,10.009,12.09,12.09,12.09,11.8,10.99,32204338,9.94797
18,600750,10.008,39.46,35.0,39.46,32.4,35.87,17032393,5.67746
19,603589,10.008,39.79,33.9,39.79,33.57,36.17,24372591,40.62098
20,002509,10.007,14.84,14.84,14.84,14.84,13.49,654795,0.22777000000000003
21,603268,10.005,43.21,37.72,43.21,35.88,39.28,3308363,15.03801
22,002366,10.005,68.94,67.0,68.94,61.83,62.67,16202467,15.04434
23,002769,10.002,130.77,117.22,130.77,111.53,118.88,4135778,22.35556
24,000023,10.0,21.67,21.6,21.67,20.01,19.7,26592972,19.16524
25,000151,10.0,31.02,26.7,31.02,26.7,28.2,68471824,25.68875
26,000801,10.0,32.56,27.5,32.56,27.5,29.6,32325183,7.02897
27,000863,10.0,10.01,10.01,10.01,10.01,9.1,178826,0.10241000000000001
28,002180,10.0,51.7,43.02,51.7,42.3,47.0,9764108,9.55416
29,002299,10.0,22.66,19.96,22.66,19.5,20.6,40993365,4.55575
30,002498,10.0,31.24,27.11,31.24,27.0,28.4,151268768,14.10336
31,002746,10.0,35.64,29.65,35.64,29.65,32.4,8780990,22.03511
32,300019,10.0,15.07,12.6,15.07,12.37,13.7,34780330,16.08164
33,300248,10.0,35.09,30.8,35.09,30.01,31.9,41155575,24.0595
34,300443,10.0,149.6,130.0,149.6,129.0,136.0,2065015,18.33939
35,300480,10.0,58.3,47.8,58.3,47.8,53.0,9625885,41.85167
36,300482,9.999,100.99,86.01,100.99,82.9,91.81,8115288,36.88767
37,300459,9.998,53.03,46.0,53.03,45.38,48.21,10495396,39.60527
