2015-09-25 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
000895,-0.277,17.99,17.9,18.1,17.6,18.04,0.33,-2.44,8606313.0,0.47354
002542,-1.11,9.8,9.91,9.95,9.3,9.91,0.4,-6.16,10056905.0,2.7971500000000002
600976,-1.304,25.73,25.63,26.25,25.0,26.07,0.69,-4.1,1268122.0,0.8276
600750,-1.315,45.02,45.38,45.95,43.35,45.62,0.72,-4.98,5108972.0,1.70299
002693,-1.824,9.15,9.2,9.37,9.03,9.32,0.54,-3.11,3805228.0,0.94325
002676,-2.13,25.27,25.3,26.0,24.56,25.82,0.7,-4.88,4543386.0,2.86425
002414,-2.193,25.42,25.45,26.7,25.18,25.99,2.73,-3.12,23561497.0,5.0714
000710,-2.239,22.7,23.2,23.2,21.0,23.22,-0.09,-9.56,3543942.0,2.34388
300125,-2.347,20.8,21.3,21.44,19.2,21.3,0.66,-9.86,2506606.0,3.23531
000766,-2.416,7.27,7.35,7.75,7.2,7.45,4.03,-3.36,15272643.0,3.40137
600180,-2.997,21.36,21.86,22.39,20.22,22.02,1.68,-8.17,4059427.0,0.45997000000000005
002723,-3.27,14.79,14.98,15.48,14.43,15.29,1.24,-5.62,4986035.0,8.13383
300091,-3.513,20.6,20.95,21.56,19.53,21.35,0.98,-8.52,7283682.0,5.03825
002096,-3.531,14.48,14.8,15.7,14.37,15.01,4.6,-4.26,3460086.0,1.31133
600527,-4.058,5.91,6.0,6.03,5.64,6.16,-2.11,-8.44,98174178.0,12.23981
002280,-4.962,32.75,33.5,34.3,31.19,34.46,-0.46,-9.49,12481465.0,11.32176
