2015-09-07 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
601099,-1.266,7.02,7.11,7.38,6.97,7.11,3.8,-1.97,71339825.0,2.15824
600837,-1.301,12.14,12.28,12.77,12.02,12.3,3.82,-2.28,168148240.0,2.07792
600138,-1.355,18.2,18.45,19.5,17.81,18.45,5.69,-3.47,22476674.0,3.19853
600801,-1.363,7.96,8.06,8.45,7.83,8.07,4.71,-2.97,12090503.0,1.24289
600111,-1.369,12.97,13.17,13.86,12.88,13.15,5.4,-2.05,42513279.0,1.9157000000000002
000572,-1.37,5.76,5.81,6.2,5.68,5.84,6.16,-2.74,36939143.0,2.24951
600875,-1.374,12.92,13.1,13.78,12.83,13.1,5.19,-2.06,37445650.0,1.87519
600809,-1.378,15.75,15.58,16.45,15.51,15.97,3.01,-2.88,5869378.0,0.67788
002748,-1.425,24.91,25.01,26.42,24.8,25.27,4.55,-1.86,2450568.0,8.16856
002422,-1.483,15.94,16.15,16.84,15.88,16.18,4.08,-1.85,19287850.0,2.7126200000000003
002562,-1.484,14.6,14.7,15.58,14.55,14.82,5.13,-1.82,6719450.0,6.20765
002267,-1.49,11.9,12.04,12.55,11.83,12.08,3.89,-2.07,6415795.0,0.6309600000000001
600823,-1.552,10.15,10.3,10.85,9.9,10.31,5.24,-3.98,21331312.0,1.21205
300268,-1.571,13.78,14.0,14.58,13.07,14.0,4.14,-6.64,5532381.0,5.5932200000000005
002419,-1.639,10.8,10.8,11.61,10.73,10.98,5.74,-2.28,4455797.0,0.55684
601377,-1.709,8.05,8.12,8.5,8.01,8.19,3.79,-2.2,66516426.0,1.27916
000620,-2.0,9.31,9.51,10.17,9.19,9.5,7.05,-3.26,15109223.0,0.9455300000000001
600535,-2.02,35.41,35.3,37.2,35.16,36.14,2.93,-2.71,5379373.0,0.52083
601727,-2.102,11.18,11.38,12.0,11.1,11.42,5.08,-2.8,84174709.0,0.85448
000552,-2.214,7.95,7.99,8.4,7.9,8.13,3.32,-2.83,7221205.0,2.03917
000631,-2.266,6.9,7.05,7.49,6.84,7.06,6.09,-3.12,22631110.0,1.54614
600518,-2.376,13.97,14.19,15.05,13.9,14.31,5.17,-2.87,59736810.0,1.35845
000729,-2.675,7.64,7.75,8.14,7.6,7.85,3.69,-3.18,23867807.0,0.9511600000000001
002128,-2.694,9.39,9.55,10.1,9.38,9.65,4.66,-2.8,8221280.0,0.6196900000000001
600115,-2.808,7.96,8.09,8.58,7.82,8.19,4.76,-4.52,170469992.0,2.19051
601098,-2.915,18.65,18.86,20.19,18.32,19.21,5.1,-4.63,12209541.0,0.6798200000000001
600018,-3.911,7.37,7.5,7.89,7.31,7.67,2.87,-4.69,147065214.0,0.64629
600019,-4.327,5.97,6.1,6.44,5.9,6.24,3.21,-5.45,114724376.0,0.6985
000039,-4.861,19.57,20.0,21.45,19.51,20.57,4.28,-5.15,22807554.0,1.8126
000898,-4.87,5.47,5.56,5.88,5.41,5.75,2.26,-5.91,41060308.0,0.66776
601016,-7.445,19.89,20.33,22.0,19.34,21.49,2.37,-10.0,16584248.0,9.32852
603227,-9.926,20.69,20.67,24.1,20.67,22.97,4.92,-10.01,25685667.0,31.19085
