2015-07-21 18:45:36,changepercent,trade,open,high,low,settlement,volume,turnoverratio
600114,-1.902,16.5,16.36,17.18,16.05,16.82,12593601,5.25867
600617,-1.929,19.83,19.75,20.25,19.41,20.22,8420212,3.7343200000000003
300034,-1.942,30.3,30.3,30.99,29.55,30.9,11331181,3.5421
002519,-1.947,21.65,21.5,22.6,21.0,22.08,11651436,2.92966
600895,-2.046,25.37,25.11,26.1,24.81,25.9,45209110,2.91918
000738,-2.046,28.72,29.0,29.99,28.0,29.32,53474226,4.66762
002412,-2.082,23.99,24.04,25.29,23.42,24.5,6167775,2.15074
600570,-2.099,85.36,86.0,88.78,84.0,87.19,58900503,9.53383
603698,-2.101,37.28,37.0,38.49,36.0,38.08,6780800,8.23913
002111,-2.109,29.71,30.25,31.2,28.98,30.35,10468493,3.9704
002174,-2.117,88.79,88.0,91.72,86.77,90.71,4116272,4.67741
000975,-2.124,16.59,16.5,17.0,16.26,16.95,36439383,6.47004
000920,-2.135,17.88,17.8,19.08,17.48,18.27,21675552,5.1363900000000005
002258,-2.162,25.8,25.88,26.97,25.5,26.37,4476443,2.21122
002462,-2.166,53.31,53.35,56.53,51.76,54.49,2654588,1.35751
002298,-2.24,22.26,22.0,22.81,21.55,22.77,41809197,11.79323
002230,-2.261,40.21,40.0,41.36,39.5,41.14,49026797,5.48572
300122,-2.274,26.21,25.98,26.78,25.5,26.82,8323988,2.49856
300327,-2.274,21.49,21.5,22.26,21.05,21.99,9255046,5.43239
600893,-2.291,54.6,55.33,56.6,53.01,55.88,73630041,5.39357
601311,-2.319,22.32,22.0,23.11,21.7,22.85,21690823,2.55669
600663,-2.395,46.46,46.2,47.5,45.74,47.6,14996108,1.10421
002213,-2.434,15.23,15.2,15.68,15.03,15.61,2780053,1.9291900000000002
600523,-2.461,24.18,24.0,25.0,23.42,24.79,16428351,5.69236
600391,-2.493,46.94,46.8,50.2,45.6,48.14,31204547,9.45222
600084,-2.508,9.33,9.26,9.65,9.21,9.57,35015379,4.32332
600836,-2.55,25.22,25.0,26.02,24.48,25.88,26001357,8.29222
600650,-2.67,18.59,18.6,19.18,18.32,19.1,16606959,4.25209
002093,-2.75,15.56,15.45,16.37,15.25,16.0,62577509,7.33692
300011,-2.937,38.0,38.0,39.15,37.0,39.15,8134772,2.36405
600513,-2.99,25.96,26.03,26.96,25.67,26.76,7432729,4.88674
002119,-3.003,24.55,24.3,25.38,24.02,25.31,9917176,5.10668
600343,-3.139,26.23,26.0,27.2,25.7,27.08,50027418,8.69488
600639,-3.16,21.45,21.41,22.09,21.2,22.15,19506888,2.97067
600435,-3.175,46.96,46.5,48.9,46.38,48.5,15562660,2.0899
600372,-3.473,31.41,31.49,32.55,30.9,32.54,50467270,2.86882
002190,-3.62,47.66,47.45,49.53,46.98,49.45,19807325,5.73812
002372,-3.621,18.9,18.93,19.5,18.73,19.61,11547810,2.2754
300382,-3.633,53.58,54.0,55.69,53.01,55.6,2012174,6.35189
002117,-3.736,34.27,34.0,35.88,33.68,35.6,9066958,2.5033
600281,-4.028,8.1,8.11,8.45,8.03,8.44,38137290,7.4139100000000004
000035,-4.266,19.3,18.98,19.92,18.46,20.16,42795056,12.10175
002359,-4.297,15.59,15.6,16.89,15.43,16.29,34755615,10.34581
600416,-4.888,20.82,20.95,21.9,20.38,21.89,51821764,8.51653
300162,-5.268,20.68,20.5,21.2,19.88,21.83,18595354,8.74973
600558,-5.397,18.23,18.31,19.3,18.06,19.27,37009801,10.04822
002591,-6.265,16.16,16.0,16.99,15.61,17.24,22228502,14.90443
