2015-07-27 23:20:03,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,002062,10.061,9.08,9.08,9.08,9.08,8.25,3041042,0.45469000000000004
1,000863,10.036,9.1,9.1,9.1,9.1,8.27,86805,0.049710000000000004
2,002509,10.033,13.49,13.49,13.49,13.49,12.26,385030,0.13393000000000002
3,300325,10.027,16.24,16.24,16.24,15.58,14.76,20669194,6.55421
4,002723,10.026,17.01,17.01,17.01,17.01,15.46,8232002,13.42904
5,300095,10.021,10.54,10.54,10.54,10.3,9.58,30420275,13.28778
6,600289,10.017,19.55,19.55,19.55,19.1,17.77,96811353,17.06292
7,002256,10.015,21.42,21.42,21.42,21.15,19.47,34282297,10.92337
8,300293,10.015,21.97,21.97,21.97,21.97,19.97,10226894,8.57682
9,000560,10.013,24.61,24.61,24.61,24.61,22.37,913059,0.55195
10,002535,10.01,10.99,10.99,10.99,10.99,9.99,1049502,0.32419000000000003
11,002548,10.007,16.05,16.05,16.05,15.73,14.59,32598816,10.50897
12,002366,10.005,62.67,62.67,62.67,62.67,56.97,866420,0.80449
13,300273,10.004,26.94,26.94,26.94,26.94,24.49,6660664,1.29851
14,300480,10.004,53.0,48.0,53.0,46.0,48.18,9579426,41.649680000000004
15,002342,10.0,6.38,6.38,6.38,6.38,5.8,474260,0.060320000000000006
16,002638,10.0,16.94,16.94,16.94,16.86,15.4,32439465,8.87808
17,300248,10.0,31.9,31.9,31.9,31.9,29.0,4148848,2.42541
18,000023,9.994,19.7,19.7,19.7,19.7,17.91,424852,0.30619
19,002407,9.991,24.99,24.99,24.99,24.18,22.72,44352151,23.72455
20,002584,9.988,35.24,35.24,35.24,34.02,32.04,19665375,20.96933
21,600704,9.986,24.34,24.34,24.34,23.01,22.13,78831785,9.9722
22,000663,9.985,14.87,14.87,14.87,14.5,13.52,10648722,6.25226
23,300401,9.982,23.8,23.8,23.8,23.33,21.64,14676050,32.3261
24,002504,9.978,20.17,20.17,20.17,20.17,18.34,501622,0.5233
25,002665,9.957,30.7,30.71,30.71,29.44,27.92,61932790,10.67025
26,002088,9.939,14.49,14.5,14.5,14.37,13.18,26042337,19.5106
27,002074,9.434,26.1,26.24,26.24,25.11,23.85,70072124,31.39903
28,000796,9.411,26.74,26.86,26.88,24.5,24.44,39891312,16.18158
29,000829,8.0,14.58,12.88,14.85,12.8,13.5,139238438,14.70634
30,300174,7.757,23.2,23.68,23.68,19.38,21.53,16190862,22.29256
31,000721,7.735,9.61,9.81,9.81,9.5,8.92,45751737,10.50257
32,300289,7.574,50.99,52.14,52.14,50.78,47.4,11946058,9.79412
33,002675,7.215,48.0,45.11,49.25,45.05,44.77,11206983,9.2272
34,300364,6.681,102.52,105.71,105.71,94.57,96.1,12663129,42.21043
35,002124,5.442,24.8,23.48,25.87,23.0,23.52,22704092,15.376290000000001
36,600728,5.233,34.79,36.37,36.37,34.38,33.06,73951962,18.6316
37,000151,5.185,28.2,26.6,29.49,26.57,26.81,57825280,21.69446
38,002059,4.766,11.65,10.9,12.23,10.7,11.12,28635203,6.1326
39,002157,4.68,23.71,21.3,24.92,21.3,22.65,41795874,10.82155
40,000802,4.612,33.8,32.98,35.54,32.41,32.31,34737541,9.26743
41,000981,4.384,29.05,29.58,30.61,28.89,27.83,38607606,4.49917
42,603099,4.343,19.7,18.36,20.77,18.3,18.88,23438261,35.15563
43,002468,4.312,19.11,19.5,20.15,18.29,18.32,41572079,12.53016
44,300019,4.183,13.7,14.47,14.47,13.53,13.15,20557796,9.50546
45,603085,3.685,36.02,33.0,38.21,32.02,34.74,16324875,65.2995
