,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,600307,10.127,4.35,4.35,4.35,4.35,3.95,7368698,0.11765
1,002068,10.087,6.33,6.33,6.33,6.33,5.75,444721,0.07326
2,000036,10.086,5.13,5.13,5.13,5.13,4.66,1012901,0.09013
3,000601,10.08,6.88,6.88,6.88,6.88,6.25,1805682,0.18167000000000003
4,600467,10.078,7.1,7.1,7.1,7.1,6.45,1228610,0.16819
5,600577,10.076,5.79,5.79,5.79,5.79,5.26,1857431,0.13089
6,000955,10.076,5.79,5.79,5.79,5.79,5.26,384661,0.07145
7,603333,10.072,7.65,7.65,7.65,7.65,6.95,356589,0.06857
8,600769,10.071,7.76,7.76,7.76,7.76,7.05,233913,0.062380000000000005
9,600846,10.068,8.09,8.09,8.09,8.09,7.35,729746,0.1168
10,600725,10.067,6.56,6.56,6.56,6.56,5.96,766086,0.12432000000000001
11,000507,10.064,6.89,6.89,6.89,6.89,6.26,559543,0.07247
12,002133,10.062,7.11,7.11,7.11,7.11,6.46,1029298,0.22460000000000002
13,600052,10.061,9.08,9.08,9.08,8.5,8.25,65857187,7.55426
14,000727,10.061,9.08,9.08,9.08,9.08,8.25,4689560,1.30941
15,002264,10.061,9.08,9.08,9.08,9.08,8.25,2114748,0.39436000000000004
16,600360,10.06,7.33,7.33,7.33,7.33,6.66,770692,0.10442000000000001
17,600162,10.058,7.55,7.55,7.55,7.55,6.86,1326237,0.17273000000000002
18,000692,10.057,7.66,7.66,7.66,7.66,6.96,1498401,0.28124000000000005
19,600084,10.056,9.85,9.85,9.85,9.38,8.95,52117944,6.43496
20,002564,10.056,9.85,9.85,9.85,9.85,8.95,2259902,0.4531
21,002163,10.055,10.07,9.41,10.07,9.02,9.15,40187417,5.88339
22,601636,10.054,8.1,8.1,8.1,8.1,7.36,503821,0.061290000000000004
23,600466,10.053,10.29,10.29,10.29,10.29,9.35,935119,0.21301
24,600491,10.052,8.43,8.43,8.43,8.43,7.66,1119370,0.11813000000000001
25,002255,10.052,8.54,8.54,8.54,8.54,7.76,477436,0.11798000000000002
26,600308,10.051,6.46,6.46,6.46,6.46,5.87,13836271,1.18506
27,601599,10.05,11.06,11.06,11.06,11.06,10.05,561329,0.17652
28,601890,10.05,8.76,8.76,8.76,8.76,7.96,826073,0.08610000000000001
29,600673,10.049,8.98,8.98,8.98,8.98,8.16,2938895,0.11965
30,000619,10.049,11.28,11.0,11.28,10.51,10.25,31866054,8.85168
31,002685,10.049,11.28,10.7,11.28,10.41,10.25,36710252,6.5554
32,300111,10.049,6.79,6.55,6.79,6.3,6.17,161563705,14.52241
33,600256,10.048,9.2,9.2,9.2,8.85,8.36,258596899,4.95261
34,002098,10.048,11.39,11.39,11.39,11.39,10.35,364544,0.18324000000000001
35,000837,10.047,11.61,11.61,11.61,11.61,10.55,212005,0.08295000000000001
36,002114,10.047,11.61,11.61,11.61,11.61,10.55,218186,0.25296
37,300247,10.047,11.61,11.61,11.61,11.61,10.55,785152,0.46823000000000004
38,002406,10.046,9.53,9.53,9.53,9.53,8.66,586569,0.16675
39,002528,10.046,12.05,12.05,12.05,12.05,10.95,1191454,0.23203000000000001
40,600220,10.045,7.34,7.15,7.34,6.8,6.67,147080274,8.24746
41,600390,10.045,12.27,12.27,12.27,12.27,11.15,1428904,0.37411000000000005
42,600421,10.045,12.27,12.27,12.27,12.27,11.15,484702,0.24780000000000002
43,000702,10.045,9.75,9.1,9.75,8.87,8.86,32438125,12.16588
44,600117,10.044,7.45,7.45,7.45,7.26,6.77,14934956,2.01492
45,600405,10.044,12.49,11.58,12.49,11.09,11.35,97217461,22.93444
46,600791,10.044,7.45,7.45,7.45,7.45,6.77,429001,0.09485
47,000790,10.044,12.38,12.38,12.38,12.38,11.25,1060841,0.24763000000000002
48,002359,10.044,12.6,12.6,12.6,12.6,11.45,1082676,0.30851
49,600351,10.043,12.93,12.93,12.93,12.93,11.75,550566,0.08698
50,600483,10.043,12.93,12.93,12.93,12.93,11.75,146338,0.050730000000000004
51,600992,10.043,12.93,12.34,12.93,12.03,11.75,27727750,11.31329
52,000589,10.043,7.67,7.67,7.67,7.67,6.97,968974,0.12999000000000002
53,000687,10.043,12.71,12.71,12.71,12.71,11.55,481206,0.09051000000000001
54,000705,10.043,12.93,12.28,12.93,11.9,11.75,57747801,21.1747
55,002146,10.043,10.19,10.19,10.19,10.19,9.26,15991292,0.47658000000000006
56,002485,10.043,10.3,10.3,10.3,10.3,9.36,530968,0.16593000000000002
57,600017,10.042,7.89,7.4,7.89,7.2,7.17,124987790,4.06378
58,600326,10.042,10.41,10.41,10.41,10.41,9.46,820525,0.14995
59,600193,10.041,13.48,13.23,13.48,12.7,12.25,14662090,3.44688
60,002006,10.041,8.0,8.0,8.0,8.0,7.27,167120,0.05682
61,002442,10.041,10.74,10.74,10.74,10.74,9.76,221560,0.09145
62,002198,10.04,10.96,10.58,10.96,10.38,9.96,62496288,16.69748
63,000593,10.039,8.44,8.44,8.44,8.44,7.67,129227,0.0579
64,002513,10.039,14.03,14.03,14.03,14.03,12.75,260373,0.12217000000000001
65,300307,10.039,14.03,14.03,14.03,13.3,12.75,31241219,3.92774
66,600621,10.038,11.62,11.62,11.62,11.62,10.56,335453,0.06401000000000001
67,000571,10.038,5.81,5.81,5.81,5.81,5.28,610611,0.08303
68,002087,10.038,5.81,5.81,5.81,5.81,5.28,417939,0.08043
69,300151,10.038,11.62,11.62,11.62,11.62,10.56,87238,0.03279
70,300284,10.038,14.36,14.36,14.36,14.36,13.05,150432,0.04655
71,600112,10.037,15.02,15.02,15.02,15.02,13.65,3211857,0.6307600000000001
72,600891,10.037,8.88,8.88,8.88,8.88,8.07,369641,0.11412000000000001
73,600961,10.037,8.99,8.99,8.99,8.99,8.17,620003,0.11755000000000002
74,601519,10.037,14.69,14.69,14.69,14.01,13.35,104892058,5.27706
75,002093,10.037,11.84,11.84,11.84,11.84,10.76,437008,0.05124
76,002118,10.037,11.95,11.95,11.95,11.95,10.86,344444,0.06719
77,002313,10.037,14.91,14.8,14.91,14.32,13.55,37132260,15.80264
