2015-10-16 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600022,0.0,3.42,3.43,3.45,3.37,3.42,0.88,-1.46,108303344.0,1.6827
601058,0.0,7.19,7.22,7.26,7.04,7.19,0.97,-2.09,21695443.0,2.49144
601208,0.0,8.29,8.3,8.37,8.15,8.29,0.97,-1.69,11991125.0,1.94737
000420,0.0,6.27,6.28,6.4,6.09,6.27,2.07,-2.87,20889792.0,6.56278
000721,0.0,7.5,7.51,7.57,7.3,7.5,0.93,-2.67,35984260.0,8.26039
002087,0.0,7.85,7.88,7.94,7.62,7.85,1.15,-2.93,33848271.0,6.51407
002254,0.0,15.67,15.64,15.96,15.29,15.67,1.85,-2.43,12953894.0,2.12153
300117,0.0,8.77,8.77,8.94,8.61,8.77,1.94,-1.82,9269851.0,2.90099
300452,-0.081,73.89,74.05,75.4,71.89,73.95,1.96,-2.79,1320818.0,11.38636
000418,-0.101,19.78,19.81,20.05,19.56,19.8,1.26,-1.21,3317736.0,0.7579100000000001
600510,-0.102,9.76,9.83,9.92,9.46,9.77,1.54,-3.17,18234072.0,2.29209
603018,-0.11,63.7,64.0,64.8,63.0,63.77,1.62,-1.21,1136498.0,1.8058900000000002
002089,-0.127,15.68,15.69,16.17,15.52,15.7,2.99,-1.15,25340686.0,5.31817
000024,-0.132,30.16,30.18,30.45,29.75,30.2,0.83,-1.49,44507810.0,4.3362300000000005
601113,-0.137,7.3,7.24,7.46,7.05,7.31,2.05,-3.56,8107219.0,1.26675
600883,-0.145,13.76,13.84,13.85,13.23,13.78,0.51,-3.99,6686353.0,2.83214
300323,-0.148,6.75,6.79,6.83,6.59,6.76,1.04,-2.51,13021739.0,1.92915
600980,-0.158,18.96,19.01,19.21,18.5,18.99,1.16,-2.58,5852311.0,4.50178
603456,-0.173,57.77,58.36,59.99,56.79,57.87,3.66,-1.87,849279.0,1.46832
002334,-0.194,10.3,10.4,10.4,10.0,10.32,0.78,-3.1,42004676.0,8.18852
600273,-0.197,10.11,10.03,10.18,9.8,10.13,0.49,-3.26,40139568.0,12.74272
300440,-0.216,69.16,69.78,73.49,66.15,69.31,6.03,-4.56,3658776.0,13.06706
600479,-0.236,16.94,16.98,17.1,16.35,16.98,0.71,-3.71,8610476.0,2.82478
300267,-0.248,32.13,32.26,33.17,31.67,32.21,2.98,-1.68,5010666.0,0.8839400000000001
002492,-0.257,11.66,11.61,11.83,11.2,11.69,1.2,-4.19,13350622.0,5.66922
300489,-0.332,75.02,75.5,77.72,73.33,75.27,3.25,-2.58,1777571.0,15.66142
603589,-0.341,35.11,35.3,35.67,34.5,35.23,1.25,-2.07,8482417.0,14.13736
600521,-0.365,24.58,24.5,25.15,24.3,24.67,1.95,-1.5,6626551.0,0.8454900000000001
300182,-0.395,20.19,20.31,20.58,19.88,20.27,1.53,-1.92,10259488.0,1.75876
002298,-0.417,16.7,16.5,17.5,16.25,16.77,4.35,-3.1,53455636.0,15.06796
600563,-0.419,30.93,31.05,31.47,30.3,31.06,1.32,-2.45,4146921.0,1.84308
000731,-0.42,9.49,9.55,9.64,9.24,9.53,1.15,-3.04,49257667.0,8.33044
002354,-0.421,92.2,93.55,94.95,89.4,92.59,2.55,-3.45,2724691.0,3.15337
600885,-0.429,30.18,30.38,30.65,29.8,30.31,1.12,-1.68,1664242.0,0.56849
000078,-0.435,16.02,16.18,16.5,15.63,16.09,2.55,-2.86,44667317.0,6.11238
000718,-0.444,8.96,9.08,9.42,8.71,9.0,4.67,-3.22,73091262.0,3.82578
600345,-0.468,17.0,16.93,17.1,16.44,17.08,0.12,-3.75,7565337.0,3.82088
000988,-0.472,14.77,14.69,14.87,14.26,14.84,0.2,-3.91,53267098.0,5.97757
300286,-0.494,24.15,24.04,24.38,23.34,24.27,0.45,-3.83,5082964.0,6.07443
002383,-0.513,32.98,33.26,33.78,32.15,33.15,1.9,-3.02,7529739.0,5.41978
002250,-0.518,19.19,19.35,19.6,18.9,19.29,1.61,-2.02,14852725.0,2.69782
002024,-0.545,14.6,14.72,14.86,14.25,14.68,1.23,-2.93,316109073.0,6.32705
000558,-0.548,21.79,21.99,22.67,21.4,21.91,3.47,-2.33,59840507.0,7.82676
002474,-0.553,16.19,16.2,16.6,15.8,16.28,1.97,-2.95,48285324.0,11.01171
600645,-0.556,53.65,53.0,55.77,52.48,53.95,3.37,-2.72,43296812.0,13.32774
600012,-0.574,12.12,12.25,12.35,11.81,12.19,1.31,-3.12,10624096.0,0.9114700000000001
601579,-0.578,12.04,12.05,12.17,11.81,12.11,0.5,-2.48,5401102.0,2.17786
002211,-0.582,6.83,6.9,6.95,6.6,6.87,1.16,-3.93,20803335.0,7.8043700000000005
300438,-0.609,75.09,74.5,76.49,73.03,75.55,1.24,-3.34,4691520.0,22.34057
000063,-0.615,17.78,17.9,17.99,17.47,17.89,0.56,-2.35,77887533.0,2.31649
600846,-0.617,11.28,11.18,11.49,10.83,11.35,1.23,-4.58,86189584.0,13.7956
601118,-0.617,8.06,8.1,8.11,7.93,8.11,0.0,-2.22,80450820.0,2.04648
002356,-0.632,26.73,26.9,27.1,26.0,26.9,0.74,-3.35,12204532.0,5.08522
300127,-0.633,14.12,14.08,14.34,13.68,14.21,0.91,-3.73,8070136.0,3.63495
002531,-0.649,12.24,12.36,12.58,12.0,12.32,2.11,-2.6,16152658.0,1.96691
603001,-0.683,27.61,27.81,28.2,27.26,27.8,1.44,-1.94,2809294.0,0.7006100000000001
300447,-0.69,72.0,72.87,74.3,70.3,72.5,2.48,-3.03,2977055.0,14.70151
600725,-0.75,6.62,6.63,6.71,6.44,6.67,0.6,-3.45,33142365.0,5.3782
