2015-09-17 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
002734,-0.693,22.93,22.9,25.05,21.88,23.09,8.49,-5.24,10553382.0,32.471940000000004
600228,-0.77,9.02,9.0,9.58,9.0,9.09,5.39,-0.99,5597308.0,2.31945
002209,-0.78,14.0,14.03,14.57,13.86,14.11,3.26,-1.77,2663291.0,2.05923
300167,-0.817,14.57,14.55,15.8,14.42,14.69,7.56,-1.84,13820964.0,4.6033100000000005
601318,-0.949,30.26,30.49,31.18,30.1,30.55,2.06,-1.47,101606967.0,0.9379700000000001
000761,-1.0,4.95,4.94,5.15,4.89,5.0,3.0,-2.2,9871825.0,0.36082000000000003
000613,-1.075,9.2,9.21,9.79,9.02,9.3,5.27,-3.01,13584624.0,5.2043
601515,-1.133,13.09,13.0,13.67,12.79,13.24,3.25,-3.4,8814467.0,0.7926700000000001
002552,-1.154,10.28,10.36,11.09,10.06,10.4,6.63,-3.27,4583440.0,2.72216
002318,-1.236,26.37,26.46,28.58,25.8,26.7,7.04,-3.37,14576517.0,4.50353
300023,-1.28,20.82,21.12,22.36,20.73,21.09,6.02,-1.71,2647258.0,5.28974
600881,-1.387,6.4,6.4,6.96,6.35,6.49,7.24,-2.16,54383604.0,2.87025
300260,-1.902,18.05,18.01,18.98,17.76,18.4,3.15,-3.48,2031543.0,4.30024
000961,-1.931,10.16,10.2,10.74,10.12,10.36,3.67,-2.32,9026813.0,0.7755900000000001
300176,-1.946,15.62,15.8,16.98,15.6,15.93,6.59,-2.07,5771053.0,5.37943
002117,-1.95,25.65,25.52,26.58,25.03,26.16,1.61,-4.32,7758714.0,2.1421
601601,-1.967,23.43,23.56,24.4,23.3,23.9,2.09,-2.51,23268654.0,0.37013
600487,-2.014,24.81,24.9,26.6,24.55,25.32,5.06,-3.04,13028948.0,3.39511
600455,-2.153,41.81,42.0,44.1,41.66,42.73,3.21,-2.5,1809131.0,3.6388
000788,-2.211,9.73,9.84,10.28,9.7,9.95,3.32,-2.51,10915360.0,1.9534500000000001
601998,-2.404,6.09,6.11,6.26,6.08,6.24,0.32,-2.56,92884454.0,0.29113
600475,-2.74,12.78,12.95,13.55,12.31,13.14,3.12,-6.32,5653723.0,2.20849
300458,-2.751,56.21,57.5,61.66,56.1,57.8,6.68,-2.94,1704454.0,4.26113
000732,-2.857,20.4,20.6,20.79,19.89,21.0,-1.0,-5.29,3691499.0,0.36342
601225,-3.037,4.47,4.54,4.76,4.45,4.61,3.25,-3.47,28634553.0,1.05663
002157,-3.268,14.8,15.1,15.98,14.58,15.3,4.44,-4.71,7366636.0,1.90733
600093,-3.28,10.91,11.0,11.65,10.9,11.28,3.28,-3.37,11831052.0,3.66914
002607,-3.48,8.32,8.17,9.15,8.13,8.62,6.15,-5.68,46933816.0,18.82621
002290,-3.523,17.8,18.2,19.64,17.8,18.45,6.45,-3.52,11984265.0,8.78682
000043,-3.576,7.55,7.65,8.22,7.52,7.83,4.98,-3.96,25141729.0,3.76959
002714,-3.786,46.0,47.0,49.76,45.5,47.81,4.08,-4.83,3550270.0,2.47835
300268,-4.526,13.5,13.58,14.49,12.74,14.14,2.48,-9.9,6770108.0,6.84456
300159,-6.26,11.83,12.01,13.36,11.41,12.62,5.86,-9.59,75595470.0,13.12349
000889,-6.516,9.9,10.06,10.63,9.9,10.59,0.38,-6.52,19178345.0,5.66523
300040,-7.095,8.25,8.42,8.95,8.21,8.88,0.79,-7.55,20413281.0,10.28644
