,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,600963,10.047,11.61,10.9,11.61,10.75,10.55,139297304,16.52088
1,600281,10.041,13.26,11.99,13.26,11.7,12.05,31786472,6.17931
2,600726,10.037,14.69,14.28,14.69,13.63,13.35,250057138,16.29382
3,002587,10.029,18.76,18.76,18.76,18.76,17.05,183617,0.07727
4,601368,10.028,19.86,19.86,19.86,19.86,18.05,71400,0.04857
5,600747,10.027,8.23,8.23,8.23,8.23,7.48,13069343,1.22794
6,002021,10.024,9.33,9.33,9.33,9.33,8.48,96536,0.017
7,002010,10.018,12.08,12.08,12.08,12.08,10.98,71442,0.017310000000000002
8,300368,10.018,29.98,29.98,29.98,29.98,27.25,26504,0.034640000000000004
9,002760,10.016,28.23,28.23,28.23,28.23,25.66,9300,0.04227
10,600756,10.015,29.44,29.44,29.44,29.44,26.76,136973,0.04914
11,300464,10.014,38.12,38.12,38.12,38.12,34.65,10600,0.051280000000000006
12,600614,10.01,31.54,31.54,31.54,31.54,28.67,49612,0.0111
13,002552,10.01,21.43,21.43,21.43,19.91,19.48,20084792,11.92861
14,600209,10.009,12.53,12.53,12.53,12.53,11.39,3019349,0.7154200000000001
15,000981,10.009,24.07,22.6,24.07,22.1,21.88,5166694,0.6021000000000001
16,603066,10.008,42.21,42.21,42.21,42.21,38.37,36500,0.146
17,300285,10.008,40.12,37.05,40.12,37.05,36.47,10222264,4.02724
18,600818,10.007,66.07,66.0,66.07,62.1,60.06,21726982,9.1306
19,601996,10.007,15.06,13.72,15.06,13.5,13.69,34374392,7.33067
20,002014,10.007,30.23,27.9,30.23,26.91,27.48,32753417,10.1458
21,600326,10.006,19.13,17.39,19.13,16.8,17.39,66484299,12.14991
22,300476,10.006,53.43,53.43,53.43,53.43,48.57,23400,0.06381
23,000687,10.005,22.54,22.54,22.54,22.54,20.49,634484,0.11934000000000002
24,000967,10.004,25.95,24.58,25.95,24.02,23.59,11281879,4.59052
25,002763,10.004,48.93,48.93,48.93,48.93,44.48,153680,0.28459
26,300152,10.003,38.49,38.49,38.49,38.49,34.99,630155,0.26522
27,300475,10.003,32.88,32.88,32.88,32.88,29.89,20200,0.040400000000000005
28,002762,10.002,97.11,97.11,97.11,97.11,88.28,57630,0.339
29,300470,10.002,106.79,106.79,106.79,106.79,97.08,40959,0.30704000000000004
30,300465,10.001,99.1,99.1,99.1,99.1,90.09,154955,0.46477
31,600084,10.0,11.44,10.4,11.44,10.22,10.4,62128136,7.6709
32,600896,10.0,17.49,16.6,17.49,16.3,15.9,50740441,8.72855
33,000020,10.0,24.42,23.31,24.42,22.88,22.2,14993932,23.18333
34,002555,10.0,46.86,46.79,46.86,45.29,42.6,11415821,7.17841
35,002590,10.0,19.91,18.4,19.91,18.01,18.1,9324334,2.5872200000000003
36,002607,10.0,10.67,10.67,10.67,10.67,9.7,610237,0.24507
37,300473,10.0,88.77,88.77,88.77,88.77,80.7,177300,0.7092
38,300478,9.998,55.45,55.45,55.45,55.45,50.41,12800,0.07678
39,300469,9.997,34.44,34.44,34.44,34.44,31.31,2700,0.01617
40,600730,9.993,32.03,29.7,32.03,29.16,29.12,22801627,7.77342
41,002767,9.993,45.9,45.9,45.9,45.9,41.73,15700,0.06280000000000001
42,002765,9.991,23.67,23.67,23.67,23.67,21.52,23500,0.04519
43,300472,9.991,38.64,38.64,38.64,38.64,35.13,3900,0.0234
44,300479,9.99,34.02,34.02,34.02,34.02,30.93,3300,0.0165
45,603616,9.989,38.54,38.54,38.54,38.54,35.04,84100,0.22928
46,300477,9.989,39.64,39.64,39.64,39.64,36.04,12800,0.04923
47,002761,9.988,27.2,27.2,27.2,27.2,24.73,29230,0.09743
48,002766,9.987,25.55,25.55,25.55,25.55,23.23,13700,0.029910000000000003
49,000599,9.986,15.97,15.21,15.97,15.21,14.52,62905624,11.98637
50,601985,9.974,12.68,12.68,12.68,12.68,11.53,5769394,0.14828000000000002
51,600527,9.97,11.14,10.17,11.14,9.92,10.13,91187287,11.36872
52,601968,9.969,10.48,10.48,10.48,10.48,9.53,90600,0.04349
53,600232,9.968,13.57,13.57,13.57,13.57,12.34,896837,0.2459
54,600581,9.864,15.37,13.7,15.39,13.3,13.99,119726805,15.62098
55,002714,9.27,55.4,50.68,55.77,49.0,50.7,7073875,4.93808
56,002459,9.109,21.68,20.0,21.86,19.85,19.87,15928668,8.3036
57,300366,9.091,62.64,58.0,63.16,57.6,57.42,5453400,15.56589
58,300216,9.071,49.3,45.5,49.72,43.01,45.2,18202733,7.35157
59,600760,8.449,28.11,26.1,28.51,25.53,25.92,90910612,26.35546
60,002164,8.278,14.65,13.6,14.76,13.26,13.53,31227469,7.70811
61,601918,8.146,18.72,17.86,19.04,17.2,17.31,412217568,15.91241
62,002458,7.957,33.92,31.92,34.11,30.0,31.42,8413217,5.93214
63,002124,7.89,23.93,22.28,24.4,22.25,22.18,8870249,6.01958
64,601872,7.837,10.87,10.28,11.09,10.1,10.08,425473323,9.01251
65,300237,7.787,37.51,35.0,38.02,34.3,34.8,8117456,7.06618
66,002347,7.405,29.3,27.23,30.01,26.75,27.28,17342031,12.44923
67,002157,7.353,18.98,17.7,19.45,17.22,17.68,21428833,5.54823
68,601558,7.35,9.64,9.58,9.88,9.12,8.98,107605780,17.06403
69,600359,7.228,17.06,15.92,17.5,15.7,15.91,22475080,7.00158
70,002489,7.114,42.31,40.5,43.45,40.5,39.5,13694378,2.56554
71,600027,7.088,11.18,10.5,11.48,10.35,10.44,634699116,10.7941
72,002721,6.864,91.7,85.81,94.23,84.0,85.81,5907064,8.01635
73,601608,6.84,19.68,19.0,20.26,18.77,18.42,140912520,18.72136
74,000058,6.817,24.6,23.3,25.33,22.78,23.03,63573483,11.80981
75,600816,6.76,51.01,48.16,52.56,47.45,47.78,41848224,9.21544
76,600376,6.742,19.95,18.5,20.56,18.41,18.69,234195372,10.44577
77,600110,6.517,13.73,12.89,14.18,12.71,12.89,145863237,12.68032
78,601866,6.413,9.79,9.22,10.12,9.08,9.2,536131593,6.75899
79,000612,6.374,12.85,12.45,13.29,12.33,12.08,110324433,11.51894
80,600789,5.831,19.42,18.35,19.93,17.83,18.35,64978130,11.17278
81,603519,5.711,78.3,73.4,78.7,66.66,74.07,9798265,48.99133
82,300457,5.691,77.26,72.02,79.6,72.0,73.1,4639997,23.79486
83,603598,5.681,57.11,51.11,58.88,51.0,54.04,12948426,38.83751
84,600223,5.607,12.62,11.98,13.15,11.8,11.95,52164861,5.21144
85,002547,5.581,35.0,33.13,36.46,32.53,33.15,15220208,8.71146
86,000875,5.381,14.1,13.6,14.68,13.31,13.38,245054253,21.96676
87,002234,5.351,19.49,18.99,20.18,18.32,18.5,15318433,7.41293
88,600580,5.312,20.62,20.1,21.49,20.1,19.58,40495863,5.88835
89,002114,5.25,25.46,23.56,26.55,23.1,24.19,28404818,32.93184
90,600766,5.151,18.78,17.5,19.6,17.32,17.86,25462994,11.37086
91,000752,5.076,23.6,22.46,24.7,21.65,22.46,24758181,9.38698
92,600733,4.999,81.29,77.43,81.29,77.43,77.42,3489489,4.61573
93,000155,4.993,14.09,13.5,14.09,13.11,13.42,15008236,3.19324
94,002719,4.968,62.12,59.94,65.08,58.0,59.18,3254483,9.62823
95,000510,4.926,6.39,6.39,6.39,6.39,6.09,737312,0.12104000000000001
96,600749,4.659,22.69,21.73,23.85,20.89,21.68,16380168,8.66044
97,002193,4.654,29.91,29.11,31.0,28.48,28.58,11488043,7.18363
98,000529,4.606,18.85,18.02,19.78,17.51,18.02,29652123,5.22783
99,000404,4.603,13.18,12.81,13.86,12.64,12.6,68948483,13.93682
100,601313,4.418,21.98,21.88,23.16,19.98,21.05,12185648,3.08904
101,002644,4.35,56.13,54.33,59.1,52.61,53.79,2765160,1.55594
102,002064,4.343,10.33,9.94,10.76,9.91,9.9,66526535,4.98926
103,002455,4.265,15.4,15.0,16.0,14.33,14.77,39958905,13.7326
104,000929,4.165,24.01,23.19,25.36,22.88,23.05,18403225,9.91617
105,300186,4.156,40.1,39.8,42.22,39.0,38.5,18788689,4.67305
106,600011,4.142,14.08,13.47,14.76,13.13,13.52,414788765,3.95037
107,600688,4.129,10.34,10.2,10.92,10.0,9.93,596681622,25.0181
108,600774,4.107,29.15,28.5,30.2,28.01,28.0,6269882,3.59452
109,002301,4.041,35.27,34.0,37.0,33.22,33.9,24027442,7.19216
110,603268,4.007,50.87,49.2,53.8,47.0,48.91,3941736,17.91698
111,000570,3.991,18.5,18.0,19.25,17.57,17.79,38744048,9.4182
112,600787,3.962,17.32,16.9,18.33,16.59,16.66,131711232,7.839
113,300388,3.91,38.8,37.82,40.31,37.01,37.34,8138540,12.29758
114,300173,3.821,24.18,24.63,25.62,23.38,23.29,34060100,13.93122
115,600280,3.734,16.39,15.8,17.07,15.7,15.8,55125000,4.80043
116,600773,3.695,21.05,20.3,22.2,19.71,20.3,21968333,4.07093
117,300020,3.675,31.88,31.01,33.8,30.54,30.75,28686975,5.02461
118,000810,3.667,29.12,28.12,29.99,27.18,28.09,7097787,2.73696
119,000976,3.631,13.7,13.49,13.88,13.15,13.22,27593698,4.70434
120,600683,3.627,12.57,12.05,13.34,12.05,12.13,24363650,3.28893
121,000821,3.6,32.81,32.6,34.44,30.3,31.67,57212729,16.57286
122,000017,3.582,21.4,20.85,22.2,20.5,20.66,14652588,4.83621
123,000973,3.544,14.61,14.4,15.32,14.2,14.11,80522840,10.42541
124,002495,3.539,12.58,12.28,13.22,12.2,12.15,33059685,8.84668
125,300061,3.494,17.18,16.7,17.99,16.6,16.6,11791928,8.27213
126,600480,3.493,27.85,27.5,28.76,26.88,26.91,29209723,8.07535
127,600237,3.482,12.78,12.35,12.96,11.91,12.35,37746415,6.68824
