,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,000594,10.256,1.29,1.18,1.29,1.11,1.17,132495399,8.86985
1,600868,10.137,4.02,3.8,4.02,3.68,3.65,135578265,7.14266
2,600308,10.103,5.34,5.34,5.34,5.34,4.85,6000438,0.51393
3,600863,10.103,5.34,5.15,5.34,4.85,4.85,163356533,2.81274
4,000886,10.101,5.45,5.06,5.45,5.06,4.95,41892313,4.34288
5,002628,10.097,5.67,5.46,5.67,5.46,5.15,16410562,2.50246
6,601588,10.095,5.78,5.37,5.78,5.36,5.25,64580121,2.42782
7,600317,10.093,5.89,5.47,5.89,5.4,5.35,151363344,4.59692
8,601880,10.092,6.0,5.7,6.0,5.63,5.45,47523876,1.41297
9,000949,10.088,6.22,5.76,6.22,5.75,5.65,32214092,3.88815
10,600397,10.087,6.33,6.17,6.33,6.01,5.75,18115310,1.8299
11,601008,10.087,6.33,6.03,6.33,6.03,5.75,30444566,3.75102
12,000692,10.087,6.33,6.33,6.33,6.33,5.75,1553527,0.29158
13,600578,10.084,6.55,6.18,6.55,6.18,5.95,60003818,2.6581900000000003
14,601001,10.079,6.99,6.57,6.99,6.4,6.35,38410041,2.29492
15,600712,10.076,7.21,6.81,7.21,6.76,6.55,33667894,6.26113
16,601899,10.076,4.37,4.1,4.37,4.0,3.97,573978500,3.6319
17,000428,10.076,7.21,6.9,7.21,6.73,6.55,20544763,2.85835
18,600082,10.075,5.9,5.49,5.9,5.38,5.36,26226391,4.16299
19,002600,10.074,7.43,7.0,7.43,6.9,6.75,15870716,4.09375
20,600339,10.073,6.01,5.59,6.01,5.5,5.46,25153425,4.35064
21,000606,10.072,7.65,7.47,7.65,7.01,6.95,17508915,4.31293
22,600106,10.071,7.76,7.27,7.76,7.27,7.05,34461905,3.79644
23,600888,10.071,7.76,7.49,7.76,7.22,7.05,15778747,2.4607200000000002
24,600302,10.07,7.87,7.2,7.87,7.11,7.15,20777688,6.00494
