,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,600157,10.115,4.79,4.79,4.79,4.79,4.35,10273888,0.22356
1,600231,10.103,5.34,5.34,5.34,5.34,4.85,1266994,0.15759
2,000585,10.103,5.34,5.18,5.34,5.0,4.85,52422929,8.60209
3,000573,10.097,5.67,5.59,5.67,5.35,5.15,39222618,6.30299
4,600173,10.092,6.0,6.0,6.0,6.0,5.45,533998,0.07365000000000001
5,000886,10.092,6.0,5.88,6.0,5.65,5.45,70392119,7.29739
6,600496,10.09,4.91,4.91,4.91,4.91,4.46,2914306,0.22584
7,600808,10.086,5.13,4.8,5.13,4.7,4.66,238436643,3.99542
8,000950,10.085,6.44,6.44,6.44,6.44,5.85,2628522,0.43897
9,600360,10.083,6.66,6.66,6.66,6.66,6.05,1035601,0.14031000000000002
10,000916,10.083,6.66,6.4,6.66,6.29,6.05,26311349,2.41394
11,600117,10.081,6.77,6.77,6.77,6.77,6.15,2233315,0.3013
12,600791,10.081,6.77,6.77,6.77,6.77,6.15,680784,0.15051
13,600743,10.078,7.1,7.08,7.1,6.67,6.45,51991571,2.86036
14,601107,10.078,5.68,5.6,5.68,5.36,5.16,48488340,2.24199
15,000089,10.078,7.1,7.1,7.1,7.1,6.45,12109484,0.5905100000000001
16,600439,10.076,5.79,5.79,5.79,5.79,5.26,1541149,0.16337000000000002
17,600578,10.076,7.21,6.84,7.21,6.61,6.55,118378944,5.24423
18,600159,10.075,5.9,5.8,5.9,5.5,5.36,47139408,5.67942
19,600368,10.075,5.9,5.83,5.9,5.6,5.36,31179273,3.73941
20,000572,10.074,7.43,7.16,7.43,6.89,6.75,95028569,5.7868200000000005
21,000419,10.071,7.76,7.65,7.76,7.46,7.05,35281362,6.49402
22,000983,10.071,7.76,7.17,7.76,7.05,7.05,163122166,5.17655
23,002255,10.071,7.76,7.76,7.76,7.76,7.05,605773,0.14969000000000002
24,600810,10.069,7.98,7.78,7.98,7.55,7.25,16330816,3.6924200000000003
25,601899,10.069,4.81,4.51,4.81,4.42,4.37,835873025,5.28906
26,000816,10.069,7.98,7.98,7.98,7.8,7.25,70893332,6.51128
27,002266,10.069,7.98,7.98,7.98,7.98,7.25,5012984,0.3517
28,600460,10.068,8.09,7.98,8.09,7.56,7.35,54450372,4.36592
29,600467,10.068,6.45,6.45,6.45,6.45,5.86,1997717,0.27347000000000005
30,300129,10.068,8.09,8.08,8.09,7.7,7.35,36364190,7.8407
31,000789,10.067,8.2,7.8,8.2,7.58,7.45,44774895,7.30006
32,000809,10.067,8.2,7.74,8.2,7.56,7.45,53084618,9.65419
33,600220,10.066,6.67,6.67,6.67,6.44,6.06,62572604,3.50873
34,600495,10.066,8.31,8.31,8.31,8.31,7.55,10905197,0.9884000000000001
35,000830,10.066,8.31,8.28,8.31,7.91,7.55,86598398,5.91527
36,600063,10.065,6.78,6.74,6.78,6.34,6.16,127003546,8.47904
37,600169,10.065,6.78,6.67,6.78,6.45,6.16,105739304,4.36226
38,000606,10.065,8.42,8.4,8.42,7.95,7.65,32578595,8.025
39,000897,10.065,6.78,6.61,6.78,6.4,6.16,86320444,5.33791
40,600237,10.064,6.89,6.89,6.89,6.89,6.26,2998317,0.53127
41,601339,10.064,6.89,6.89,6.89,6.89,6.26,3682416,0.24549
42,600311,10.063,7.0,6.75,7.0,6.5,6.36,78313497,11.76585
43,000953,10.063,8.75,8.59,8.75,8.3,7.95,17266659,5.87219
44,600470,10.062,7.11,7.1,7.11,6.75,6.46,33919448,6.50296
45,000702,10.062,8.86,8.56,8.86,8.4,8.05,21435348,8.0393
46,002497,10.062,7.11,7.0,7.11,6.8,6.46,57983236,8.05601
47,600796,10.061,9.08,9.08,9.08,8.71,8.25,18787746,6.23345
48,002533,10.06,9.19,8.82,9.19,8.52,8.35,34763520,7.07882
49,600782,10.058,5.69,5.64,5.69,5.48,5.17,27273540,1.95727
50,601558,10.058,7.55,7.05,7.55,6.86,6.86,76392659,12.11428
51,000037,10.058,9.41,9.0,9.41,8.67,8.55,37890383,11.18061
52,600491,10.057,7.66,7.66,7.66,7.66,6.96,1747552,0.18442000000000003
53,601991,10.057,7.77,7.1,7.77,7.1,7.06,213679415,2.138
54,002687,10.057,9.63,9.63,9.63,9.63,8.75,6528826,6.13617
55,600225,10.056,7.88,7.88,7.88,7.88,7.16,1536861,0.24784000000000003
56,601333,10.056,5.91,5.69,5.91,5.45,5.37,299215480,5.29375
57,600126,10.055,7.99,7.71,7.99,7.46,7.26,26016720,3.10115
58,600322,10.055,6.02,5.79,6.02,5.62,5.47,69468349,6.28275
59,600449,10.055,10.07,9.6,10.07,9.38,9.15,29733250,6.21799
60,601958,10.055,9.96,9.35,9.96,9.07,9.05,86499269,2.68081
61,002198,10.055,9.96,9.85,9.96,9.6,9.05,24449992,6.53244
