2015-08-31 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
002385,-0.086,11.59,11.5,11.59,11.02,11.6,-0.09,-5.0,29796455.0,1.9356300000000002
600720,-0.126,7.93,7.89,8.3,7.5,7.94,4.53,-5.54,31103826.0,4.00738
600409,-0.131,7.65,7.68,7.84,7.43,7.66,2.35,-3.0,37670822.0,2.03584
000155,-0.145,6.87,6.88,7.12,6.78,6.88,3.49,-1.45,12766148.0,2.7162
000039,-0.153,19.56,19.52,19.56,18.65,19.59,-0.15,-4.8,23475715.0,1.8657
600166,-0.164,6.08,6.01,6.12,5.75,6.09,0.49,-5.58,78496458.0,2.79379
000961,-0.168,11.86,11.86,12.36,11.7,11.88,4.04,-1.52,16785578.0,1.44223
300199,-0.168,17.85,18.12,18.84,17.62,17.88,5.37,-1.45,25096226.0,6.20899
600019,-0.175,5.71,5.65,5.75,5.4,5.72,0.52,-5.59,151121792.0,0.9201100000000001
000703,-0.236,8.45,8.49,8.84,8.2,8.47,4.37,-3.19,10988332.0,0.95254
601168,-0.297,6.71,6.69,6.76,6.3,6.73,0.45,-6.39,61032728.0,2.56117
000975,-0.344,11.6,11.63,12.0,11.24,11.64,3.09,-3.44,17231676.0,3.05959
002437,-0.354,25.32,25.4,25.8,25.01,25.41,1.53,-1.57,7421919.0,1.06027
002125,-0.361,16.58,16.63,17.42,16.0,16.64,4.69,-3.85,8660571.0,6.22478
000852,-0.363,16.48,16.48,16.94,16.0,16.54,2.42,-3.26,6051703.0,4.65088
000792,-0.489,18.31,18.16,18.31,17.6,18.4,-0.49,-4.35,11416488.0,0.7288500000000001
601118,-0.533,7.46,7.36,7.49,6.96,7.5,-0.13,-7.2,90970962.0,2.31409
603678,-0.54,68.15,68.0,70.36,66.77,68.52,2.69,-2.55,982945.0,2.36285
002227,-0.54,22.1,21.7,23.78,21.11,22.22,7.02,-5.0,10408014.0,4.77188
600285,-0.545,10.94,10.88,11.4,10.58,11.0,3.64,-3.82,18378682.0,3.9464
601233,-0.557,12.5,12.47,12.86,12.02,12.57,2.31,-4.38,18103738.0,1.8787600000000002
002249,-0.564,12.34,12.24,12.84,12.0,12.41,3.46,-3.3,28424228.0,3.13953
300145,-0.609,31.0,31.5,32.8,30.22,31.19,5.16,-3.11,2247831.0,1.25826
600516,-0.625,7.95,7.92,8.0,7.6,8.0,0.0,-5.0,51937430.0,3.02109
000729,-0.658,7.55,7.45,7.55,7.1,7.6,-0.66,-6.58,43090999.0,1.7172200000000002
000686,-0.697,11.39,11.47,11.47,10.7,11.47,0.0,-6.71,66917201.0,3.96081
002459,-0.709,14.0,14.09,14.53,13.73,14.1,3.05,-2.62,3292464.0,1.65656
000755,-0.741,10.72,10.75,10.98,10.11,10.8,1.67,-6.39,25549989.0,5.44479
002157,-0.765,16.86,17.0,17.69,16.39,16.99,4.12,-3.53,7886591.0,2.04195
300117,-0.821,8.46,8.52,8.7,8.34,8.53,1.99,-2.23,6294389.0,1.96983
