2015-10-20 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
600029,0.0,8.92,8.93,9.0,8.64,8.92,0.9,-3.14,179758729.0,2.5597
603369,0.0,29.27,29.11,29.28,28.51,29.27,0.03,-2.6,2231559.0,0.81952
603766,0.0,19.45,19.38,19.54,18.85,19.45,0.46,-3.08,21089845.0,2.62448
000530,0.0,15.98,15.84,16.4,15.71,15.98,2.63,-1.69,7085542.0,3.28353
000722,0.0,17.96,17.88,18.0,17.36,17.96,0.22,-3.34,16286441.0,3.50884
300198,0.0,13.08,13.1,13.2,12.8,13.08,0.92,-2.14,15286078.0,4.44329
300358,0.0,35.9,35.91,37.16,35.15,35.9,3.51,-2.09,3854846.0,5.26148
000049,-0.044,45.28,44.9,46.35,44.41,45.3,2.32,-1.96,3563861.0,1.7364000000000002
002441,-0.047,21.07,20.88,21.4,20.5,21.08,1.52,-2.75,21013814.0,6.7670200000000005
601801,-0.062,32.18,32.24,32.4,30.82,32.2,0.62,-4.29,6195001.0,0.6807700000000001
600493,-0.074,13.57,13.43,13.62,13.02,13.58,0.29,-4.12,14811836.0,5.44553
002701,-0.119,25.1,24.96,25.23,24.65,25.13,0.4,-1.91,8802973.0,1.38788
300388,-0.167,35.94,36.0,37.3,33.8,36.0,3.61,-6.11,14189865.0,17.23051
002283,-0.171,17.48,17.37,17.55,17.07,17.51,0.23,-2.51,10113453.0,1.80787
000517,-0.202,4.94,4.99,5.17,4.84,4.95,4.44,-2.22,61073349.0,2.012
002756,-0.209,47.8,47.8,48.0,45.77,47.9,0.21,-4.45,4113411.0,8.63402
600647,-0.213,23.4,23.47,23.47,22.66,23.45,0.09,-3.37,8059483.0,5.79221
002263,-0.23,8.69,8.65,8.88,8.46,8.71,1.95,-2.87,50349145.0,5.9558800000000005
000619,-0.232,12.91,12.95,13.27,12.71,12.94,2.55,-1.78,9792704.0,2.7202
002529,-0.232,21.51,21.58,22.33,20.75,21.56,3.57,-3.76,25051654.0,12.52583
002569,-0.236,21.12,20.98,21.3,20.55,21.17,0.61,-2.93,1422613.0,1.03072
300451,-0.239,171.19,172.0,178.88,166.0,171.6,4.24,-3.26,1214591.0,7.14465
000045,-0.248,12.07,12.0,12.15,11.69,12.1,0.41,-3.39,20553769.0,5.06795
600741,-0.253,15.75,15.69,15.93,15.62,15.79,0.89,-1.08,14038425.0,0.5434500000000001
600303,-0.288,6.93,6.95,6.95,6.77,6.95,0.0,-2.59,22462747.0,3.90992
600569,-0.311,3.21,3.2,3.22,3.15,3.22,0.0,-2.17,22120341.0,0.9241100000000001
000572,-0.313,6.38,6.39,6.52,6.24,6.4,1.87,-2.5,49440046.0,3.01079
000612,-0.315,6.32,6.3,6.36,6.14,6.34,0.32,-3.15,26588305.0,2.77603
000581,-0.331,24.09,24.1,24.12,23.67,24.17,-0.21,-2.07,14881433.0,1.77914
601369,-0.347,8.62,8.6,8.69,8.4,8.65,0.46,-2.89,16068572.0,0.9805300000000001
000058,-0.361,11.05,11.09,11.16,10.71,11.09,0.63,-3.43,31992264.0,5.94308
601600,-0.37,5.38,5.38,5.42,5.28,5.4,0.37,-2.22,126248772.0,1.31777
000622,-0.37,10.76,10.68,11.07,10.5,10.8,2.5,-2.78,29058168.0,10.26879
