2015-08-20 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
000415,0.0,8.91,8.83,9.27,8.7,8.91,4.04,-2.36,48759131.0,1.5650300000000001
002618,-0.032,31.7,31.5,32.6,31.1,31.71,2.81,-1.92,2615128.0,1.43185
002691,-0.09,22.18,22.31,22.79,21.26,22.2,2.66,-4.23,5617210.0,2.83533
002542,-0.137,14.56,14.45,14.99,14.1,14.58,2.81,-3.29,10521933.0,3.10055
300362,-0.192,46.68,46.78,49.86,43.7,46.77,6.61,-6.56,2485758.0,5.43819
002458,-0.21,23.78,23.8,24.86,23.11,23.83,4.32,-3.02,3811922.0,2.68778
002563,-0.212,23.5,23.55,23.75,23.1,23.55,0.85,-1.91,1825712.0,0.19913000000000003
600687,-0.26,38.3,38.5,38.5,36.6,38.4,0.26,-4.69,16812966.0,6.82753
600456,-0.273,18.28,18.09,18.96,17.9,18.33,3.44,-2.35,8197061.0,1.9051200000000001
000536,-0.283,14.07,14.0,14.45,13.8,14.11,2.41,-2.2,17574024.0,7.00535
601199,-0.301,33.14,33.24,34.88,32.92,33.24,4.93,-0.96,4604496.0,1.96942
300206,-0.407,22.0,21.9,22.86,21.01,22.09,3.49,-4.89,5463506.0,4.01326
000423,-0.41,48.55,48.7,48.99,47.79,48.75,0.49,-1.97,7732212.0,1.1828
300047,-0.427,18.66,18.8,19.85,18.6,18.74,5.92,-0.75,22043198.0,9.16114
002250,-0.498,22.0,21.8,22.58,21.6,22.11,2.13,-2.31,8661729.0,1.5733000000000001
000838,-0.505,27.58,27.72,28.39,27.09,27.72,2.42,-2.27,3412480.0,1.88535
000779,-0.55,16.26,15.99,17.2,15.65,16.35,5.2,-4.28,10392044.0,5.5739
002275,-0.572,22.61,22.44,23.58,22.3,22.74,3.69,-1.93,2797013.0,0.5326700000000001
600548,-0.619,8.03,8.03,8.36,7.91,8.08,3.47,-2.1,12098822.0,0.8441400000000001
300145,-0.672,34.0,33.99,34.7,33.31,34.23,1.37,-2.69,2226980.0,1.24659
300365,-0.772,25.7,25.2,27.55,24.63,25.9,6.37,-4.9,3424843.0,5.95056
300035,-0.773,11.55,11.54,12.18,11.39,11.64,4.64,-2.15,15018724.0,9.67954
600297,-0.778,19.12,19.06,19.4,19.0,19.27,0.67,-1.4,5609462.0,1.6027
600998,-0.78,21.63,21.46,21.8,20.71,21.8,0.0,-5.0,8389908.0,0.5865400000000001
002606,-0.784,15.18,15.09,15.62,14.72,15.3,2.09,-3.79,9982787.0,8.28447
601699,-0.787,7.56,7.51,7.83,7.5,7.62,2.76,-1.57,34481903.0,1.1527
603023,-0.827,45.55,45.5,46.98,44.5,45.93,2.29,-3.11,1209279.0,6.0464
600987,-0.859,12.7,12.65,13.3,12.5,12.81,3.83,-2.42,7719301.0,1.2150400000000001
002058,-0.862,23.0,22.78,24.21,22.05,23.2,4.35,-4.96,6157054.0,4.29378
600317,-0.877,5.65,5.65,5.8,5.48,5.7,1.75,-3.86,49848280.0,1.5139
300122,-0.915,25.98,26.28,26.89,25.58,26.22,2.56,-2.44,3589885.0,1.07755
000061,-0.958,15.51,15.4,16.18,15.05,15.66,3.32,-3.9,29128829.0,1.8138900000000002
600278,-0.972,17.32,17.05,18.52,17.05,17.49,5.89,-2.52,15226559.0,2.91562
002121,-0.973,25.45,25.27,26.55,25.25,25.7,3.31,-1.75,9227098.0,3.43587
601636,-0.98,9.09,9.03,9.37,8.89,9.18,2.07,-3.16,17920694.0,2.18017
002722,-1.001,23.74,23.57,24.95,23.4,23.98,4.05,-2.42,3971226.0,8.68186
002259,-1.047,9.45,9.38,9.56,9.02,9.55,0.1,-5.55,15176890.0,2.49861
300001,-1.052,22.58,22.86,23.81,22.3,22.82,4.34,-2.28,28359471.0,3.34232
002234,-1.096,14.44,14.41,15.28,14.14,14.6,4.66,-3.15,9394243.0,4.54608
600582,-1.144,17.28,17.2,17.95,17.0,17.48,2.69,-2.75,12575025.0,1.0359
603006,-1.177,35.27,35.3,37.0,34.3,35.69,3.67,-3.89,1245459.0,3.61632
002303,-1.181,12.55,12.55,13.08,12.26,12.7,2.99,-3.46,23047676.0,3.05174
300301,-1.183,8.35,8.32,8.67,8.07,8.45,2.6,-4.5,13883881.0,5.9196100000000005
002350,-1.21,21.23,20.73,22.5,20.0,21.49,4.7,-6.93,9793854.0,4.48814
000613,-1.22,12.15,12.2,12.76,11.8,12.3,3.74,-4.07,8553725.0,3.28276
002329,-1.233,44.05,43.5,47.9,42.81,44.6,7.4,-4.01,9903697.0,7.48546
002490,-1.265,10.15,10.18,10.59,10.01,10.28,3.02,-2.63,9517997.0,3.35772
300289,-1.268,44.4,44.36,47.18,44.2,44.97,4.91,-1.71,2841770.0,2.32986
000983,-1.273,6.98,7.0,7.23,6.91,7.07,2.26,-2.26,49344779.0,1.5659200000000002
603729,-1.286,82.9,83.01,83.88,79.2,83.98,-0.12,-5.69,764698.0,4.58727
300260,-1.309,26.38,26.0,27.5,25.6,26.73,2.88,-4.23,2641369.0,5.59109
600373,-1.316,25.5,25.4,26.48,25.0,25.84,2.48,-3.25,11224168.0,0.94664
300238,-1.336,36.2,36.37,37.59,35.5,36.69,2.45,-3.24,4838018.0,2.67409
002222,-1.34,18.4,18.25,19.6,17.8,18.65,5.09,-4.56,21682727.0,7.85277
300455,-1.368,43.99,43.7,44.7,41.66,44.6,0.22,-6.59,2117838.0,6.05097
603678,-1.407,72.87,73.0,75.0,69.8,73.91,1.47,-5.56,584500.0,1.4050500000000001
002480,-1.407,12.61,12.46,13.2,12.2,12.79,3.21,-4.61,24158413.0,3.86404
300338,-1.449,13.6,13.55,14.16,13.35,13.8,2.61,-3.26,7849812.0,8.11635
300232,-1.5,25.61,25.56,26.55,25.2,26.0,2.12,-3.08,2415235.0,1.76411
600381,-1.508,19.6,19.44,20.57,19.0,19.9,3.37,-4.52,12530501.0,6.29908
000737,-1.508,6.53,6.46,6.88,6.44,6.63,3.77,-2.87,25709694.0,4.68519
