,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,603300,44.039,11.84,11.84,11.84,11.84,8.22,13700,0.02704
1,603901,44.023,22.77,22.77,22.77,22.77,15.81,14100,0.056400000000000006
2,603026,43.932,9.37,7.81,9.37,7.81,6.51,18200,0.035910000000000004
3,600023,10.046,11.94,11.37,11.94,10.2,10.85,707299945,27.69102
4,600533,10.041,8.11,7.37,8.11,7.01,7.37,79301902,7.55256
5,000692,10.04,13.59,12.98,13.59,11.45,12.35,156253789,29.32752
6,002045,10.04,13.92,12.66,13.92,11.8,12.65,47602338,13.23807
7,002319,10.039,11.4,11.4,11.4,11.4,10.36,54304,0.027180000000000003
8,000818,10.038,11.51,10.48,11.51,9.5,10.46,73371280,10.78989
9,600248,10.037,15.02,13.45,15.02,13.21,13.65,18505486,3.95933
10,600891,10.037,14.69,13.21,14.69,12.6,13.35,20753930,6.40755
11,603669,10.03,18.54,18.54,18.54,18.54,16.85,10600,0.01631
12,600675,10.029,11.3,10.28,11.3,9.8,10.27,104813657,5.61384
13,600960,10.029,15.14,13.8,15.14,13.42,13.76,58583785,11.42402
14,600378,10.027,20.41,20.39,20.41,18.6,18.55,11746381,3.95244
15,300149,10.027,20.63,18.48,20.63,18.12,18.75,18418240,6.59332
16,300466,10.027,16.24,16.24,16.24,16.24,14.76,3000,0.015
17,002043,10.026,12.84,11.8,12.84,10.87,11.67,34561851,7.36097
18,002255,10.026,21.18,21.18,21.18,21.18,19.25,165526,0.08217
19,000010,10.025,17.45,17.45,17.45,14.7,15.86,98122534,27.39648
20,600249,10.023,14.38,13.04,14.38,12.0,13.07,48164559,10.703240000000001
21,600327,10.023,19.21,17.59,19.21,16.7,17.46,37445593,7.17745
22,002167,10.023,23.93,21.76,23.93,20.01,21.75,44364291,14.06574
23,300460,10.023,24.04,24.04,24.04,24.04,21.85,38100,0.09054000000000001
24,002659,10.021,25.91,25.91,25.91,25.9,23.55,25144374,8.08501
25,600406,10.02,27.01,24.9,27.01,24.13,24.55,122157885,5.53815
26,600789,10.02,16.14,14.66,16.14,14.19,14.67,68981650,11.86117
27,002755,10.02,28.0,28.0,28.0,28.0,25.45,63500,0.25059000000000003
28,000811,10.019,22.95,21.6,22.95,19.65,20.86,40542175,10.27453
29,002001,10.019,23.61,21.95,23.61,21.48,21.46,65748188,6.12734
30,300105,10.018,24.49,22.5,24.49,20.88,22.26,32499035,6.3324300000000004
31,600119,10.017,31.96,29.8,31.96,29.0,29.05,35327735,11.49243
32,600173,10.017,13.18,12.2,13.18,11.6,11.98,50871068,7.01614
33,600429,10.017,12.74,11.31,12.74,11.23,11.58,35230714,3.9808700000000004
34,600767,10.017,32.84,31.45,32.84,28.5,29.85,36485003,10.70223
35,002314,10.017,13.07,11.86,13.07,11.5,11.88,46840495,8.07816
36,000558,10.016,27.02,23.7,27.02,22.42,24.56,21773922,3.45753
37,000584,10.016,34.6,34.6,34.6,28.54,31.45,134163939,21.97179
38,002036,10.016,13.84,13.84,13.84,13.84,12.58,117586,0.04608
39,300180,10.016,20.87,20.0,20.87,18.97,18.97,26971383,8.99323
40,603333,10.015,14.94,13.4,14.94,12.77,13.58,39218739,7.54199
41,603918,10.015,15.05,15.05,15.05,15.05,13.68,3300,0.015
42,002256,10.015,36.14,32.84,36.14,30.7,32.85,22718487,7.25367
43,600877,10.014,15.6,14.02,15.6,13.0,14.18,85651596,12.46236
44,002682,10.014,32.3,28.53,32.3,26.87,29.36,12137847,8.46769
45,600196,10.013,34.06,31.79,34.06,31.51,30.96,97083585,5.09461
46,000025,10.013,24.61,22.2,24.61,20.2,22.37,7542494,4.20676
47,300462,10.013,24.83,24.83,24.83,24.83,22.57,3000,0.01742
48,600876,10.012,18.46,16.5,18.46,15.3,16.78,16710338,6.68365
49,300044,10.012,36.04,34.95,36.04,34.8,32.76,17693535,11.98649
50,600198,10.011,49.89,44.19,49.89,44.19,45.35,46769902,9.44524
51,600487,10.011,39.12,35.29,39.12,33.01,35.56,33626299,8.76241
52,002753,10.011,41.87,41.87,41.87,41.87,38.06,41750,0.16903
53,600203,10.01,21.54,20.0,21.54,18.01,19.58,23246592,8.1918
54,600728,10.01,45.61,44.2,45.61,41.49,41.46,43357196,10.9235
55,000938,10.01,42.64,42.64,42.64,42.64,38.76,78263,0.03798
56,000989,10.01,32.53,32.53,32.53,32.53,29.57,152505,0.05124
57,002362,10.01,44.84,41.6,44.84,38.91,40.76,26952023,15.35651
58,300463,10.01,44.29,44.29,44.29,44.29,40.26,3000,0.008
59,600834,10.009,24.62,22.38,24.62,21.66,22.38,28585809,5.98804
60,600986,10.009,36.16,32.16,36.16,29.58,32.87,21198988,6.32297
61,002112,10.009,25.28,22.1,25.28,21.0,22.98,23817986,13.16227
62,002180,10.009,61.0,61.0,61.0,55.55,55.45,8654093,8.46801
63,002590,10.009,24.29,22.7,24.29,19.87,22.08,16334235,4.53226
64,300455,10.009,25.72,25.72,25.72,25.72,23.38,20500,0.058570000000000004
65,600105,10.008,28.58,26.8,28.58,24.02,25.98,35618527,9.34981
66,600277,10.008,14.62,13.27,14.62,12.7,13.29,115504775,5.52763
67,600677,10.008,29.02,29.02,29.02,29.02,26.38,450256,0.11302000000000001
68,603968,10.008,66.5,66.5,66.5,66.5,60.45,111200,0.43505000000000005
69,002427,10.008,28.36,26.78,28.36,23.2,25.78,30947347,9.28072
70,002660,10.008,13.96,13.96,13.96,13.96,12.69,1258714,0.55893
71,300192,10.008,13.52,13.52,13.52,13.52,12.29,203447,0.13587000000000002
